Latitude	Longitude	Year	Date	Tavg	Tmin	Tmax	RHavg	RHmin	RHmax	Rainfall	RainHourlyMin	RainHourlyMax
-23.6	-49	2005	09/10/2005	22.92	19.66	28.38	85.73	64.71	97.8	27.1	0	10.1
-23.6	-49	2005	09/11/2005	18.48	15.58	23.04	74.34	54.76	84.85	2	0	0.6
-23.6	-49	2005	09/12/2005	20.81	15.84	26.19	78.63	60.97	95.43	0.9	0	0.1
-23.6	-49	2005	10/01/2005	24.06	21.17	28.65	85.89	63.94	97.87	181.6	0.7	18.6
-23.6	-49	2005	10/02/2005	21.46	15.87	27.08	69.39	40.71	92.35	0	0	0
-23.6	-49	2005	10/03/2005	25.97	21.3	30.9	66.47	43	92.83	1.3	0	0.2
-23.6	-49	2005	10/04/2005	24.21	21.12	28.76	75.54	53.96	90.71	0.9	0	0.1
-23.6	-49	2005	10/05/2005	20.72	16.09	26.84	75.32	45.76	95.52	0.2	0	0.2
-23.6	-49	2005	10/06/2005	19.03	15.84	23.79	79.41	58.39	96.48	1.1	0	0.2
-23.6	-49	2005	10/07/2005	14.17	10.52	19.25	74.13	47.37	91.2	0	0	0
-23.6	-49	2005	10/08/2005	13.71	8.89	18.78	76.27	52.03	93.28	22.7	0.2	9.6
-23.6	-49	2005	10/09/2005	22.58	17.51	29.51	68.02	40.71	91.61	0.1	0	0.1
-23.6	-49	2005	10/10/2005	20.88	16.13	27.6	76.63	58.14	91.14	4.1	0	4.1
-23.6	-49	2005	10/11/2005	18.32	15.05	22.41	75.71	58.72	89.69	1.9	0	0.3
-23.6	-49	2005	10/12/2005	23.36	19.17	29.16	81.25	61.63	97.05	6.9	0	1.5
-23.6	-49	2005	11/01/2005	22.75	21.37	25.51	91.65	78.15	96.98	185.1	0	21.9
-23.6	-49	2005	11/02/2005	23.82	18.5	28.12	61.39	42.36	86.44	0.8	0	0.1
-23.6	-49	2005	11/03/2005	27.57	22.42	33.3	60.59	39.04	81.64	1.5	0	0.3
-23.6	-49	2005	11/04/2005	24.87	20.87	30.18	72.91	43.27	97.15	0.1	0	0.1
-23.6	-49	2005	11/05/2005	21.11	14.8	27.36	68.97	44.16	89.73	0	0	0
-23.6	-49	2005	11/06/2005	18.88	13.67	24.58	74.54	50.94	91.8	1.2	0	0.2
-23.6	-49	2005	11/07/2005	15.71	11.4	21.52	79.91	52.84	98.1	0	0	0
-23.6	-49	2005	11/08/2005	15	9.38	20.42	69.94	43.82	91.33	0.6	0	0.6
-23.6	-49	2005	11/09/2005	23.53	20.35	29.03	57.21	40.08	70.16	0.7	0	0.2
-23.6	-49	2005	11/10/2005	21.55	16.39	28.3	78.01	60.6	89.91	2.8	0	0.5
-23.6	-49	2005	11/11/2005	18.45	14.6	23.59	69.95	46.39	85.8	0.2	0	0.2
-23.6	-49	2005	11/12/2005	19.59	17.11	22.36	78.91	67.73	86.91	18.1	0	1.7
-23.6	-49	2005	12/01/2005	22.79	20.77	26.22	78.79	60.83	91.31	22.8	0	21.9
-23.6	-49	2005	12/02/2005	22.43	16.39	28.12	73.19	42.59	98.11	33.7	0.2	1.8
-23.6	-49	2005	12/03/2005	26.86	22.82	31.78	66.81	47.86	81.54	9.7	0	1.2
-23.6	-49	2005	12/04/2005	25.13	19.2	30.34	65.24	42.56	88.49	0	0	0
-23.6	-49	2005	12/05/2005	20.64	14.26	27.87	66.39	35.64	88.69	0	0	0
-23.6	-49	2005	12/06/2005	19.24	14.16	25.22	72.33	50.32	85.87	0.2	0	0.2
-23.6	-49	2005	12/07/2005	16.48	12.33	22.12	80.06	51.88	99.21	0	0	0
-23.6	-49	2005	12/08/2005	14.74	8.77	21.22	70.43	44.08	95.17	0	0	0
-23.6	-49	2005	12/09/2005	15.98	11.25	21.47	90.55	71.55	97.11	193.2	0.2	15.7
-23.6	-49	2005	12/10/2005	23.44	17.54	30.38	77.12	50.9	94.53	3.4	0	0.5
-23.6	-49	2005	12/11/2005	19.27	15.65	24.61	72.67	48.29	89.33	1.9	0	0.2
-23.6	-49	2005	12/12/2005	18.08	15.18	21.53	75.94	66.34	84.74	2.3	0	1.6
-23.6	-49	2005	13/01/2005	22.4	17.31	28.02	72.1	50.14	91.78	0.1	0	0.1
-23.6	-49	2005	13/02/2005	22.05	18.93	26.96	77.23	53.72	91.68	5.2	0	1.8
-23.6	-49	2005	13/03/2005	26.48	22.1	32.56	71.43	43.3	90.82	9.5	0	1.7
-23.6	-49	2005	13/04/2005	23.94	21.25	28.29	74.15	52.12	93.17	2.1	0	0.3
-23.6	-49	2005	13/05/2005	21.68	17.13	27.85	71.98	45.05	94.88	0	0	0
-23.6	-49	2005	13/06/2005	18.82	13.52	24.94	73.53	48.16	89.95	0	0	0
-23.6	-49	2005	13/07/2005	16.52	12.13	22.43	73.91	48.28	92.97	0	0	0
-23.6	-49	2005	13/08/2005	15.14	10.55	22.15	77.35	43.32	99.34	0	0	0
-23.6	-49	2005	13/09/2005	11.57	10.46	12.82	90.96	86.59	95.69	106.6	0.7	16.4
-23.6	-49	2005	13/10/2005	25.31	19.7	32.2	72.16	36.85	98.58	1.2	0	0.4
-23.6	-49	2005	13/11/2005	20.24	14.74	26.68	72.12	44.37	94.1	1.1	0	0.2
-23.6	-49	2005	13/12/2005	19.47	16.64	23.99	79.61	66.37	89.6	14.4	0	1.4
-23.6	-49	2005	14/01/2005	22.82	17.56	28.48	74.13	52.41	92.25	0	0	0
-23.6	-49	2005	14/02/2005	21.72	17.71	26.71	78.02	55.58	96.41	7.4	0.1	1.2
-23.6	-49	2005	14/03/2005	24.13	21.61	28.55	83.37	64.15	95.63	124.3	0.6	15.9
-23.6	-49	2005	14/04/2005	23.77	20.13	28.57	74.62	49.41	91.82	1.9	0	0.3
-23.6	-49	2005	14/05/2005	22.07	16.72	27.83	68	45.83	85.69	0	0	0
-23.6	-49	2005	14/06/2005	19.75	15.17	26.11	69.87	46.28	84.07	0	0	0
-23.6	-49	2005	14/07/2005	16.15	11.42	22.26	77.37	48.39	96.48	0	0	0
-23.6	-49	2005	14/08/2005	16.16	11.08	24.39	77.79	40.15	99.01	0	0	0
-23.6	-49	2005	14/09/2005	13.81	12.02	16.25	88.65	81.82	94.37	60.3	0	6.5
-23.6	-49	2005	14/10/2005	25.98	22.47	32.1	66.25	41.42	79.65	18.3	0	5.2
-23.6	-49	2005	14/11/2005	21.52	15.4	28.09	69.95	37.91	93.4	0.1	0	0.1
-23.6	-49	2005	14/12/2005	19.87	16.55	24.64	75.23	52.52	90.51	2.3	0	1.4
-23.6	-49	2005	15/01/2005	24.41	19.62	30.11	79.17	60.79	94.08	6.1	0	1
-23.6	-49	2005	15/02/2005	22.35	17.52	28.18	69.58	40.87	91.7	0.5	0	0.5
-23.6	-49	2005	15/03/2005	21.45	20.82	22.79	96.07	89.11	99.2	310	1.7	26
-23.6	-49	2005	15/04/2005	24.64	19.43	29.78	66.69	44.53	88.64	0.2	0	0.2
-23.6	-49	2005	15/05/2005	21.15	15.54	27.48	69.74	42.62	89.25	0	0	0
-23.6	-49	2005	15/06/2005	19.66	15.81	25.62	72.7	46.9	88.75	0	0	0
-23.6	-49	2005	15/07/2005	16.53	12.2	22.75	76.19	42.99	99.09	0	0	0
-23.6	-49	2005	15/08/2005	17.2	11.69	26.26	77.23	40.67	99.61	0	0	0
-23.6	-49	2005	15/09/2005	18.92	13.96	26.2	84.66	62.49	97.31	66.3	0.4	5.4
-23.6	-49	2005	15/10/2005	20.55	18.14	22.7	86.36	72.3	96.4	15.1	0.1	8.9
-23.6	-49	2005	15/11/2005	22.8	17.4	28.92	75.82	53.65	96.52	4.9	0	1.4
-23.6	-49	2005	15/12/2005	20.04	14.67	26.44	70.59	46.55	92.34	0.1	0	0.1
-23.6	-49	2005	16/01/2005	22.78	18.79	25.68	90.45	81.5	97.65	269.9	0.2	25.5
-23.6	-49	2005	16/02/2005	22.76	17.56	28.95	71.84	44.27	93.99	1.6	0	0.8
-23.6	-49	2005	16/03/2005	21.96	20.34	24.42	91.52	76.72	98.35	172.6	0.5	26.5
-23.6	-49	2005	16/04/2005	24.63	21.45	29.96	70.14	50.79	89.71	14	0	4.2
-23.6	-49	2005	16/05/2005	21.32	15.5	27.71	67.29	41.74	87.38	0	0	0
-23.6	-49	2005	16/06/2005	19.48	16.28	24.62	78.94	48.2	99.24	0	0	0
-23.6	-49	2005	16/07/2005	17.78	12.11	25.19	63.34	40	79.04	0	0	0
-23.6	-49	2005	16/08/2005	19.57	14.3	27.22	75.07	42.99	97.08	0	0	0
-23.6	-49	2005	16/09/2005	20.33	16.16	27.19	84.2	55.61	99.62	7.6	0	5
-23.6	-49	2005	16/10/2005	21.51	17.81	28.42	77.97	58.2	88.2	0.4	0	0.4
-23.6	-49	2005	16/11/2005	24.45	17.8	30.61	70.77	47.96	94.24	2.9	0	1.4
-23.6	-49	2005	16/12/2005	22.13	15.92	28.65	72.3	46.15	96.98	1.1	0	0.2
-23.6	-49	2005	17/01/2005	19.94	17.8	23.38	81.93	71.46	90.31	29	0	25.5
-23.6	-49	2005	17/02/2005	24.64	19.46	30.9	67.65	40.4	91.96	1.2	0	0.8
-23.6	-49	2005	17/03/2005	22.62	20.22	25.62	88.4	72.68	99.2	42.3	0.2	15
-23.6	-49	2005	17/04/2005	22.53	19.89	27.2	80.38	58.59	93.72	6.1	0	4.6
-23.6	-49	2005	17/05/2005	22.53	17.04	28.56	65.04	43.28	82.83	0	0	0
-23.6	-49	2005	17/06/2005	20.6	16.36	25.73	67.34	47.7	82.92	0	0	0
-23.6	-49	2005	17/07/2005	18.26	14.38	19.84	65.21	51.06	79.73	3.8	0	0.4
-23.6	-49	2005	17/08/2005	21	15.16	27.6	67.67	38.32	90.17	0	0	0
-23.6	-49	2005	17/09/2005	16.38	13.56	21.23	77.86	63.23	86.11	0.6	0	0.6
-23.6	-49	2005	17/10/2005	22.67	19.14	29.49	83.05	50.38	95.84	15.2	0	3.5
-23.6	-49	2005	17/11/2005	23.39	20.13	27.16	80.95	68.7	93.58	88	0	11.7
-23.6	-49	2005	17/12/2005	22.81	20.09	26.98	83.42	65.04	94.75	80.8	0	11.7
-23.6	-49	2005	18/01/2005	21.85	19.39	25.32	85.26	76.61	91.76	27.6	0	3
-23.6	-49	2005	18/02/2005	25.6	20.32	32.01	70.56	42.59	93.63	1.7	0	0.3
-23.6	-49	2005	18/03/2005	22.78	19.52	27.29	86.69	68.99	97.73	47.7	0.6	5.3
-23.6	-49	2005	18/04/2005	22.36	18.94	27.18	75.07	51.27	91.36	1	0	0.3
-23.6	-49	2005	18/05/2005	22.83	17.43	28.46	69.24	41.34	97.07	0	0	0
-23.6	-49	2005	18/06/2005	18.3	14.91	22.28	81.31	65.33	94.72	13.4	0	2.5
-23.6	-49	2005	18/07/2005	13.66	8.73	17.75	69.19	47.8	92.73	0.4	0	0.4
-23.6	-49	2005	18/08/2005	19.86	15.83	25.44	69.09	52.01	78.12	17.2	0	1.4
-23.6	-49	2005	18/09/2005	17.04	14.16	20.59	81.5	73.14	88.76	7.1	0	1
-23.6	-49	2005	18/10/2005	19.64	16.11	21.48	92.61	85.9	98.21	118.4	0	10.4
-23.6	-49	2005	18/11/2005	22.46	19.59	26.69	87.58	72.03	98.71	50	0	12.5
-23.6	-49	2005	18/12/2005	20.59	19.4	23.58	94.18	82.14	99.63	218.7	0.1	28.7
-23.6	-49	2005	19/01/2005	21.6	20.53	22.93	95	88.53	99.45	158.8	0.2	12.4
-23.6	-49	2005	19/02/2005	24.55	21.32	30.29	79.07	53.3	92.52	30.3	0	4.9
-23.6	-49	2005	19/03/2005	22.7	19.24	27.61	85.62	67.14	97.6	19.2	0	5.9
-23.6	-49	2005	19/04/2005	22.98	18.4	28.68	71.72	42.63	95.58	0.1	0	0.1
-23.6	-49	2005	19/05/2005	22.66	17.29	28.79	61.99	37.91	80.96	0	0	0
-23.6	-49	2005	19/06/2005	18.61	16.92	21.48	83.06	63.25	95.83	29.8	0.1	2.5
-23.6	-49	2005	19/07/2005	13.04	9.08	17.12	68.95	48.64	87.32	0	0	0
-23.6	-49	2005	19/08/2005	19.65	16.43	24.95	76.36	54.11	91.28	1.4	0	1.4
-23.6	-49	2005	19/09/2005	20.08	17.45	24.78	81.92	55.46	97.88	123.1	0	7
-23.6	-49	2005	19/10/2005	17.21	15.08	20.76	81.9	63.58	94.36	124	0.5	10.8
-23.6	-49	2005	19/11/2005	22.25	19	26.77	88.54	75.6	99.5	46.9	0	5.4
-23.6	-49	2005	19/12/2005	21.72	18.59	26.6	87.87	66.1	97.96	51.9	0	29.5
-23.6	-49	2005	20/01/2005	21.91	21.22	22.99	94.97	91.73	97.52	1330.5	0.1	123.3
-23.6	-49	2005	20/02/2005	24.04	20.46	29.16	74.39	47.91	92.09	5.8	0	4.9
-23.6	-49	2005	20/03/2005	23.26	20.41	28.03	82.91	63.61	94.76	13.9	0	4.9
-23.6	-49	2005	20/04/2005	23.43	17.94	29.72	70.57	42.87	97.64	2.7	0	2
-23.6	-49	2005	20/05/2005	22.72	15.91	28.68	61.6	38.74	87.75	0	0	0
-23.6	-49	2005	20/06/2005	17.25	16.1	18.94	96.12	86.51	99.62	194.2	0.1	25.3
-23.6	-49	2005	20/07/2005	13.31	10.27	18.82	75.72	48.69	90.65	0	0	0
-23.6	-49	2005	20/08/2005	19.03	15.27	25	75.58	48.45	93.53	0	0	0
-23.6	-49	2005	20/09/2005	17.96	13.24	24.62	67.67	47.25	92.46	7	0	7
-23.6	-49	2005	20/10/2005	18.38	14.64	23.04	80.32	68.11	90.35	11	0	6.6
-23.6	-49	2005	20/11/2005	21.48	19.32	24.61	80.88	63.43	96.88	32.3	0	5.4
-23.6	-49	2005	20/12/2005	21.97	19.63	25.96	88.33	73.96	96.52	130.8	0	19.3
-23.6	-49	2005	21/01/2005	22.51	20.83	25.48	92.41	80.76	97.15	355.2	0.5	123.7
-23.6	-49	2005	21/02/2005	23.15	17.63	29.12	65.67	39.02	88.41	0.1	0	0.1
-23.6	-49	2005	21/03/2005	22.24	20.34	25.51	88.65	72.93	96.96	71.2	0	7.8
-23.6	-49	2005	21/04/2005	21.58	18.26	26.97	83.71	59.98	97.6	116.7	0.7	13.6
-23.6	-49	2005	21/05/2005	21.64	19.7	23.78	63.72	54.22	88.03	28.8	0	4.2
-23.6	-49	2005	21/06/2005	14.43	13.62	15.45	83.69	73.87	94.86	65.7	0.9	26.8
-23.6	-49	2005	21/07/2005	15.31	12.2	20.39	84.79	68.82	93.92	26.1	0	4
-23.6	-49	2005	21/08/2005	19.31	15.05	26.02	72.53	44.14	92.54	0	0	0
-23.6	-49	2005	21/09/2005	17.79	15.1	22.05	74.4	55.72	86.21	1.3	0	0.1
-23.6	-49	2005	21/10/2005	21.1	17.42	26.52	85.73	65.84	98.31	91.3	0.5	9.5
-23.6	-49	2005	21/11/2005	20.08	14.96	26.73	66.92	42.49	88.29	2	0	2
-23.6	-49	2005	21/12/2005	22.24	19.47	27.39	87.29	67.37	98.7	28.5	0	19.3
-23.6	-49	2005	22/01/2005	22.34	19.83	27.23	90.98	74.41	97.63	118.3	0	32.5
-23.6	-49	2005	22/02/2005	24.43	17.76	30.77	66.92	42.59	94.95	0	0	0
-23.6	-49	2005	22/03/2005	22.63	19.98	26.74	88.06	69.13	97.74	60.9	0	10.6
-23.6	-49	2005	22/04/2005	21.16	17.87	26.16	76.15	49.23	94.05	13.6	0	13.6
-23.6	-49	2005	22/05/2005	18.03	16.58	19.44	86.29	69.47	98.25	71.7	0.2	4.5
-23.6	-49	2005	22/06/2005	14.85	13.19	17.26	79.61	68.96	86.2	3.4	0	1.9
-23.6	-49	2005	22/07/2005	18.43	13.69	24.47	78.61	53.83	93.64	34.3	0.3	4.2
-23.6	-49	2005	22/08/2005	20.62	15.21	27.51	69.21	33.95	95.28	0	0	0
-23.6	-49	2005	22/09/2005	18.08	15.59	22.22	79.34	63.38	91.32	25.8	0	2.7
-23.6	-49	2005	22/10/2005	21.15	19.11	23.96	89.33	75	98.21	357.2	4.2	27.7
-23.6	-49	2005	22/11/2005	21.2	15.09	28.4	70.41	40.64	92.18	0	0	0
-23.6	-49	2005	22/12/2005	23.54	19.39	28.8	79.72	59.91	94.07	9	0.1	2.1
-23.6	-49	2005	23/01/2005	23.94	21.08	28.91	89.7	72.34	98.78	96.7	0	15.2
-23.6	-49	2005	23/02/2005	26.8	20.88	32.85	62.28	33.7	92.89	0	0	0
-23.6	-49	2005	23/03/2005	22.5	20.18	26.19	89.1	71.84	98.65	112.8	0.7	15.7
-23.6	-49	2005	23/04/2005	21.29	17.8	26.46	76.59	54.48	91.99	1.1	0	0.2
-23.6	-49	2005	23/05/2005	17.5	14.31	21.52	78.88	59.55	93.41	29.7	0.3	4
-23.6	-49	2005	23/06/2005	16.14	13.77	20.1	80.37	64.22	88.59	1.4	0	0.1
-23.6	-49	2005	23/07/2005	18.8	14.94	22.58	82.71	70.42	93.42	55.3	0	7.7
-23.6	-49	2005	23/08/2005	21.18	15.46	28.26	51.46	28.85	68.05	0	0	0
-23.6	-49	2005	23/09/2005	19.34	15.01	25.41	77.1	53.37	94.09	3.4	0	2.7
-23.6	-49	2005	23/10/2005	20.99	17.69	26.07	86.24	67.51	98.62	87.4	0.6	28.5
-23.6	-49	2005	23/11/2005	23.27	18.71	29.71	79.67	56.19	95.77	9.2	0	2.1
-23.6	-49	2005	23/12/2005	24.61	19	29.76	78.14	54.44	97.29	6.8	0	2.2
-23.6	-49	2005	24/01/2005	23.92	21.09	28.4	88.27	67.75	97.99	170.2	1.2	23.9
-23.6	-49	2005	24/02/2005	26.15	22.25	31.98	72.59	44.21	90.93	10.5	0	3.8
-23.6	-49	2005	24/03/2005	21.52	20.14	24.21	88.03	73.29	97.33	71	1.4	17.9
-23.6	-49	2005	24/04/2005	21.85	18.31	27.1	76.2	50.67	94.2	0.2	0	0.2
-23.6	-49	2005	24/05/2005	19.04	16.77	21.58	89.86	78.51	95.53	340.8	0	29.4
-23.6	-49	2005	24/06/2005	17.45	14.32	21.26	80.37	61.7	95.87	1.6	0	0.2
-23.6	-49	2005	24/07/2005	16.51	14.79	18.9	95.12	82.87	99.74	392.1	0.6	33.2
-23.6	-49	2005	24/08/2005	22.01	19.44	27.53	51.08	38.83	69.52	2.4	0	0.5
-23.6	-49	2005	24/09/2005	18.31	15.77	21.56	86	72.25	94.63	32.3	0	7.7
-23.6	-49	2005	24/10/2005	20.58	16.64	25.77	77.22	64.48	87.83	6.9	0	4.1
-23.6	-49	2005	24/11/2005	23.11	20.43	27.67	86.41	72.38	95.17	59	0	8
-23.6	-49	2005	24/12/2005	24.33	20.25	29.01	82.41	63.51	95.23	73.6	0.1	13.2
-23.6	-49	2005	25/01/2005	22.16	21.02	25.59	95.15	78.76	99.39	317.6	0.5	35.5
-23.6	-49	2005	25/02/2005	25.74	22.47	31.48	78.37	50.24	96.36	34.9	0	8.2
-23.6	-49	2005	25/03/2005	20.74	18.54	24.37	78.48	64.35	87.62	4.7	0	3.3
-23.6	-49	2005	25/04/2005	20.49	18.48	22.18	85.49	67.48	94.44	36.4	0	4.5
-23.6	-49	2005	25/05/2005	19.66	17.79	21.85	83.44	54.99	97.33	872.7	3.2	46
-23.6	-49	2005	25/06/2005	16.93	14.08	21.34	80.65	53.38	94.57	0.2	0	0.2
-23.6	-49	2005	25/07/2005	14.25	11.37	18.12	75.93	39.86	99.34	207.3	1.5	34.3
-23.6	-49	2005	25/08/2005	17.16	13.23	22.05	66.12	43.08	83.13	0.5	0	0.5
-23.6	-49	2005	25/09/2005	18.86	17.52	21.2	93.95	84.23	97.96	467.3	1.3	46.5
-23.6	-49	2005	25/10/2005	22.35	18.77	28.52	83.26	62.39	92.45	24.9	0	5
-23.6	-49	2005	25/11/2005	21.25	17.72	23.17	88.79	78.5	96.33	208.4	0	18.7
-23.6	-49	2005	25/12/2005	21.94	19.15	25.42	79.9	62.38	95.5	24.8	0.3	15
-23.6	-49	2005	26/01/2005	19.05	17.24	21.68	80.97	64.16	93.95	556.5	10.1	44.1
-23.6	-49	2005	26/02/2005	24.3	21.42	29.14	81.77	57.55	95.8	70	0.7	8.3
-23.6	-49	2005	26/03/2005	20.19	16.52	25.43	73.14	50.69	90.27	0.2	0	0.2
-23.6	-49	2005	26/04/2005	16.45	15.61	18.89	79.66	67.54	92.17	32.5	0.6	5
-23.6	-49	2005	26/05/2005	15.62	9.33	20.32	75.51	57.1	95.65	46	0	46
-23.6	-49	2005	26/06/2005	16.58	12.36	22.41	79.17	49.98	99.28	0	0	0
-23.6	-49	2005	26/07/2005	12.55	6.21	18.92	68.03	43.95	87.85	8.2	0	8.2
-23.6	-49	2005	26/08/2005	15.8	10.01	23.22	67.67	45.69	86.2	0.8	0	0.5
-23.6	-49	2005	26/09/2005	14.86	13.13	18.91	88.76	77.42	98.13	353	1.2	46.6
-23.6	-49	2005	26/10/2005	22.81	18.81	28.32	87.78	66.91	99.44	110.8	0	17.5
-23.6	-49	2005	26/11/2005	18.69	16.26	22.4	73.39	61.24	84.33	25.8	0.2	19
-23.6	-49	2005	26/12/2005	20.71	17.44	25.57	73.37	52.74	87.68	1.3	0	0.6
-23.6	-49	2005	27/01/2005	18.2	17.08	20.5	83.16	74.79	90.32	67.5	0	24.5
-23.6	-49	2005	27/02/2005	23.74	20.84	28.56	82.83	61.71	94.61	27.2	0	7
-23.6	-49	2005	27/03/2005	19.93	16.3	24.98	78.7	57.43	92.85	4.3	0	0.5
-23.6	-49	2005	27/04/2005	17.21	15.19	20.65	71.41	53.56	81.69	6.4	0	1.6
-23.6	-49	2005	27/05/2005	16.17	12.89	21.18	79.91	56.65	97.09	0	0	0
-23.6	-49	2005	27/06/2005	16.25	10.94	22.99	75.87	49.33	93.01	0	0	0
-23.6	-49	2005	27/07/2005	12.69	9.92	17.24	80.82	61.06	94.32	21.3	0	2.2
-23.6	-49	2005	27/08/2005	20.27	14.18	28.46	71.98	44.5	93.36	79.3	0	4.5
-23.6	-49	2005	27/09/2005	14.11	12.59	16.66	77.13	66.83	84.64	19.4	0	16.4
-23.6	-49	2005	27/10/2005	22.15	18.52	27.62	82.34	61.8	94.28	28.2	0	17.5
-23.6	-49	2005	27/11/2005	18.4	13.89	24.44	67.31	48.92	82.67	0.3	0	0.3
-23.6	-49	2005	27/12/2005	20.4	17.76	24.77	79.58	69.13	89.91	10.5	0	1.7
-23.6	-49	2005	28/01/2005	18.62	16.15	21.87	90.6	82.18	96.86	148.7	1.3	9
-23.6	-49	2005	28/02/2005	24.84	20.65	29.43	77.47	55.24	96.13	23.2	0	1.7
-23.6	-49	2005	28/03/2005	21.28	18.55	25.32	76.77	57.8	89.91	5.4	0	0.6
-23.6	-49	2005	28/04/2005	16.1	14	18.37	84.14	75.28	93.16	117.8	0	9.4
-23.6	-49	2005	28/05/2005	17.13	12.63	23.02	81.81	57.3	96.13	0	0	0
-23.6	-49	2005	28/06/2005	17	13.39	22.51	79.03	63.69	90.57	5.3	0	0.5
-23.6	-49	2005	28/07/2005	15.44	8.87	23.74	78.7	51.99	97.53	2.2	0	2.2
-23.6	-49	2005	28/08/2005	23.92	18.48	30.64	58.68	34.33	78.65	4.5	0	4.5
-23.6	-49	2005	28/09/2005	15.58	12.44	20.47	75.28	53.56	87.38	0.2	0	0.2
-23.6	-49	2005	28/10/2005	23.71	19.26	29.47	84.15	61.3	97.54	47	0	6.6
-23.6	-49	2005	28/11/2005	19.36	14.98	25.79	71.13	54.45	83.58	0	0	0
-23.6	-49	2005	28/12/2005	20.84	17.18	25.93	73.65	51.07	89.53	2.4	0	1.7
-23.6	-49	2005	29/01/2005	21.24	19.14	25.26	88.4	73.01	95.48	55.3	0.1	9.2
-23.6	-49	2005	29/03/2005	21.67	17.72	26.82	78.39	58.46	93.19	4.5	0	0.6
-23.6	-49	2005	29/04/2005	18.22	15.05	22.98	82.32	62.78	93.81	25.7	0	9.5
-23.6	-49	2005	29/05/2005	17.61	13.76	23.06	79.88	53.21	99.23	0	0	0
-23.6	-49	2005	29/06/2005	18.96	15.53	24.22	85.68	66.42	93.71	15.8	0	1.3
-23.6	-49	2005	29/07/2005	18.23	11.5	25.79	75.17	47.62	94.32	0	0	0
-23.6	-49	2005	29/08/2005	25.35	21.15	31.36	44.84	30.21	53.41	0	0	0
-23.6	-49	2005	29/09/2005	17.32	13.17	23.87	74.51	51.33	89.66	0	0	0
-23.6	-49	2005	29/10/2005	19.92	17.81	21.45	94.11	81.25	99.63	455.4	0	32.3
-23.6	-49	2005	29/11/2005	21.34	16.9	26.99	77.8	61.43	87.5	9	0	1.5
-23.6	-49	2005	29/12/2005	20.74	15.26	26.14	72.72	53.81	89.71	3.8	0	0.5
-23.6	-49	2005	30/01/2005	22.35	19.84	27.04	85.59	67.39	96.46	91.7	0.1	10.1
-23.6	-49	2005	30/03/2005	23.32	19.1	28.12	79.27	59.11	96.56	5.8	0	0.9
-23.6	-49	2005	30/04/2005	18.34	16.04	22.46	79.17	51.27	97.86	155.4	0.9	7.3
-23.6	-49	2005	30/05/2005	18.56	15.63	23	83.72	70.63	93.87	38.6	0	3.6
-23.6	-49	2005	30/06/2005	20.59	16.06	25.62	83.22	63.46	95.81	2.8	0	1.3
-23.6	-49	2005	30/07/2005	19.24	14.14	25.62	71.25	41.2	93.75	0	0	0
-23.6	-49	2005	30/08/2005	26.42	23.36	31.27	41.2	30.41	48.69	0.5	0	0.1
-23.6	-49	2005	30/09/2005	19.47	14.32	26.16	78.03	57.66	94.02	1.3	0	0.2
-23.6	-49	2005	30/10/2005	17.53	16.25	19.72	81.16	74.27	87.28	49.9	0	32.3
-23.6	-49	2005	30/11/2005	21.98	19.75	25.34	88.98	76.06	95.93	198.1	0.4	21.7
-23.6	-49	2005	30/12/2005	22.2	17.78	27.22	79.44	64.06	92.52	15.3	0	3.9
-23.6	-49	2005	31/01/2005	22.4	19.07	27.27	76.35	53.39	91.17	12	0	10.1
-23.6	-49	2005	31/03/2005	23.53	20.52	27.66	76.89	54.43	92.34	2.6	0	1
-23.6	-49	2005	31/05/2005	19.15	15.73	23.92	85.25	65.36	98.55	4.8	0	3.6
-23.6	-49	2005	31/07/2005	18.56	12.2	25.31	70.85	39.77	95.31	0	0	0
-23.6	-49	2005	31/08/2005	23.59	18.95	29.85	61.47	40.84	84.67	3.9	0.1	0.2
-23.6	-49	2005	31/10/2005	17.96	15.3	22.15	81.41	65.14	94.19	29.4	0.3	3
-23.6	-49	2005	31/12/2005	22.82	18.54	27.71	82.76	61.16	97.46	15.8	0	3.9
-23.6	-46.6	2001	01/01/2001	20.05	17.78	23.19	85.77	69.35	97.65	35	0.2	9.4
-23.6	-46.6	2001	01/02/2001	23.73	20.67	27.62	85.83	67.01	98.96	100.5	0.6	23.2
-23.6	-46.6	2001	01/03/2001	21.3	18.35	25.46	84.27	61.65	97.71	12.1	0	1.7
-23.6	-46.6	2001	01/04/2001	21.56	17.46	27.19	86.81	61.17	98.94	47.5	0	7.3
-23.6	-46.6	2001	01/05/2001	21.75	16.49	28.49	74.36	32.64	98.43	0.4	0	0.4
-23.6	-46.6	2001	01/06/2001	19.37	15.86	25.08	84.97	51.03	99.81	0.1	0	0.1
-23.6	-46.6	2001	01/07/2001	15.78	10.12	22.41	83	52.19	99.29	0	0	0
-23.6	-46.6	2001	01/08/2001	17.33	12.34	24.22	83.13	46.85	99.41	0	0	0
-23.6	-46.6	2001	01/09/2001	21.08	16.67	25.64	78.42	51.65	93.47	4.3	0	1.1
-23.6	-46.6	2001	01/10/2001	21.21	18.85	24.32	77.65	68.47	84.79	5.7	0	0.8
-23.6	-46.6	2001	01/11/2001	19.21	16	23.95	84.19	62.81	97.72	7.9	0	1.3
