Latitude	Longitude	Year	Date	Tavg	Tmin	Tmax	RHavg	RHmin	RHmax	Rainfall	RainHourlyMin	RainHourlyMax
-23.6	-49	2001	01/01/2001	21.7	18.18	26.27	76.12	57.62	89.65	6.7	0	6.7
-23.6	-49	2001	01/02/2001	24.26	20.66	29.12	86.95	68.01	98.9	37.6	0.2	12.4
-23.6	-49	2001	01/03/2001	23.15	20.29	27.84	75.98	56.44	89.7	3.9	0	0.5
-23.6	-49	2001	01/04/2001	22.07	19.4	26.11	85.95	70.47	96.63	57	0	8.8
-23.6	-49	2001	01/05/2001	21.95	17.97	27.63	75.79	43.27	93.89	0	0	0
-23.6	-49	2001	01/06/2001	18.17	14.52	24.59	87.78	64.07	99.61	1.3	0	0.1
-23.6	-49	2001	01/07/2001	15.58	11.05	22.08	85.5	60.53	99.54	0.1	0	0.1
-23.6	-49	2001	01/08/2001	17.98	11.18	25.43	73.79	45.09	91.58	0.1	0	0.1
-23.6	-49	2001	01/09/2001	22.64	17.3	27.81	74.92	49.05	94.15	3.8	0.1	1.5
-23.6	-49	2001	01/10/2001	21.3	19.11	26.15	89.08	72.37	96.64	273.4	0.5	29.8
-23.6	-49	2001	01/11/2001	22.46	19.16	27.69	75.47	56.12	88.45	10.3	0	2
-23.6	-49	2001	01/12/2001	20.78	17.65	23.65	64.54	37.29	92.33	16.2	0	16.2
-23.6	-49	2001	02/01/2001	21.93	16.6	27.96	71.6	50.77	87.36	1.5	0	0.2
-23.6	-49	2001	02/02/2001	23.63	20.92	26.76	87.16	73.6	97.03	103.8	0	9.9
-23.6	-49	2001	02/03/2001	23.06	19.24	28.53	78.82	59.28	93.01	6.6	0	1.7
-23.6	-49	2001	02/04/2001	21.13	18.48	25.52	89.41	74.84	97.89	52.6	0	8.8
-23.6	-49	2001	02/05/2001	21.85	17.95	26.84	75.43	57.3	86.39	2.4	0	0.3
-23.6	-49	2001	02/06/2001	18.58	13.23	25.23	82.68	53.27	99.87	0.1	0	0.1
-23.6	-49	2001	02/07/2001	15.8	10.58	23.41	86.44	57.92	100	0	0	0
-23.6	-49	2001	02/08/2001	18.14	13	24.7	72.81	41.85	97.25	0	0	0
-23.6	-49	2001	02/09/2001	22.7	17.38	27.98	70.55	43.8	91.9	0.8	0	0.1
-23.6	-49	2001	02/10/2001	20.98	18.58	24.22	79.05	53.1	99.63	286	0.7	31.6
-23.6	-49	2001	02/11/2001	20.61	17.45	25.5	71.21	52.19	83.8	5.7	0	2
-23.6	-49	2001	02/12/2001	20.04	12.99	26.51	60.39	43.46	82.94	0	0	0
-23.6	-49	2001	03/01/2001	22.36	17.31	28.57	72.28	47.58	91.55	0.2	0	0.2
-23.6	-49	2001	03/02/2001	23.55	21.19	28.46	88.75	66.49	98.24	52.4	0	9.9
-23.6	-49	2001	03/03/2001	23.28	19.16	28.47	76.84	56.46	90.55	5.2	0	1.7
-23.6	-49	2001	03/04/2001	21.99	17.69	27.14	80.95	53.82	99.87	6.4	0	4.6
-23.6	-49	2001	03/05/2001	22.62	17.9	27.69	78.04	56.02	93.88	2.1	0	0.3
-23.6	-49	2001	03/06/2001	19.62	15.43	24.88	80.29	58.96	97.06	0	0	0
-23.6	-49	2001	03/07/2001	17.46	11.15	24.7	78.99	51.5	97.12	0	0	0
-23.6	-49	2001	03/08/2001	17.98	13.37	24.37	75.34	49.66	93.11	0	0	0
-23.6	-49	2001	03/09/2001	22.8	17.71	28.23	72.29	45.36	95.86	0.1	0	0.1
-23.6	-49	2001	03/10/2001	18.84	14.78	23.17	70.66	49.83	92.7	13.5	0	13.5
-23.6	-49	2001	03/11/2001	17.95	15.28	21.78	73.63	59.38	83.65	21.7	0	1.7
-23.6	-49	2001	03/12/2001	21.24	15.3	27.65	66.36	45.07	85.69	0	0	0
-23.6	-49	2001	04/01/2001	22.47	17.77	28.55	73.96	48.75	92.05	0.9	0	0.1
-23.6	-49	2001	04/02/2001	24.84	21.63	29.34	85.53	65.87	98.18	59.2	0	11.9
-23.6	-49	2001	04/03/2001	23.3	19.6	28.49	82.42	59.6	97.67	17.9	0	4.9
-23.6	-49	2001	04/04/2001	22.1	18.68	27.04	77.03	52.66	92.99	0.2	0	0.2
-23.6	-49	2001	04/05/2001	20.73	18.42	24.78	86.48	71.68	95.16	81.9	0	13.3
-23.6	-49	2001	04/06/2001	19.66	16.02	25.35	86.02	64.24	99.49	1.2	0	0.2
-23.6	-49	2001	04/07/2001	17.42	10.93	25.07	76.24	48.98	92.87	0	0	0
-23.6	-49	2001	04/08/2001	18.64	14.17	24.94	78.6	48.58	97.22	1.6	0	0.1
-23.6	-49	2001	04/09/2001	22.72	16.4	28.73	71.82	43.53	96.25	0	0	0
-23.6	-49	2001	04/10/2001	19	12.64	25.24	69.49	46.46	91.24	0	0	0
-23.6	-49	2001	04/11/2001	16.64	15.11	18.83	79.31	69.23	87	46.2	0	4.3
-23.6	-49	2001	04/12/2001	21.55	16.73	28.12	69.81	45.27	85.36	0	0	0
-23.6	-49	2001	05/01/2001	23.88	19.1	29.35	80.58	58.6	98.21	12.2	0	6.1
-23.6	-49	2001	05/02/2001	24.37	20.58	29.33	85.97	62.19	98.65	25.8	0	11.9
-23.6	-49	2001	05/03/2001	22.83	19.97	27.87	86.03	62.17	97.31	62	0	10.8
-23.6	-49	2001	05/04/2001	22.3	18.26	27.51	80.14	64.56	93.02	5.4	0	0.7
-23.6	-49	2001	05/05/2001	15.07	11.45	17.98	63.39	45.69	84.89	13.3	0	13.3
-23.6	-49	2001	05/06/2001	20.16	15.38	25.84	83.17	57.63	99.36	0.2	0	0.2
-23.6	-49	2001	05/07/2001	19.1	14.14	25.24	67.14	46.64	85.87	0	0	0
-23.6	-49	2001	05/08/2001	17.79	12.05	24.66	78.85	48.5	98.64	0.1	0	0.1
-23.6	-49	2001	05/09/2001	20.87	18.71	23.66	78.7	62.18	90.59	0.8	0	0.1
-23.6	-49	2001	05/10/2001	20.76	14.16	26.8	68.09	47.74	89.6	0	0	0
-23.6	-49	2001	05/11/2001	19.51	13.52	25.64	71.29	51.05	93.36	4.3	0	4.3
-23.6	-49	2001	05/12/2001	21.29	17.63	26.01	78.24	59.34	90.97	22	0	3.8
-23.6	-49	2001	06/01/2001	24.5	20.58	30.36	82.12	52.27	99.26	17.5	0	6.2
-23.6	-49	2001	06/02/2001	23.16	21.72	26.62	92.39	80.16	98.91	76.2	0.1	13.3
-23.6	-49	2001	06/03/2001	22.94	20.19	27.35	85.72	67.7	97.44	67.4	0.5	11.3
-23.6	-49	2001	06/04/2001	23.6	18.67	28.47	80.97	60.75	98.57	5.3	0	0.9
-23.6	-49	2001	06/05/2001	14.77	9.45	20.49	66.72	49.59	86.01	0	0	0
-23.6	-49	2001	06/06/2001	20.02	15.15	25.65	79.25	57.99	93.27	0	0	0
-23.6	-49	2001	06/07/2001	17.16	14.94	21.78	81.41	60.39	92.62	0	0	0
-23.6	-49	2001	06/08/2001	18.3	14.25	24.58	78.08	51.67	92.49	1.7	0	0.1
-23.6	-49	2001	06/09/2001	18.75	17.01	21.05	79.87	66.51	88.24	2.1	0	0.2
-23.6	-49	2001	06/10/2001	19.81	15.04	25.63	73.03	51.78	87.49	0	0	0
-23.6	-49	2001	06/11/2001	22.51	16.14	29.38	69.45	40.1	95.63	0	0	0
-23.6	-49	2001	06/12/2001	22.1	20.1	25.28	90.08	77.9	98.89	262.4	1.8	17.9
-23.6	-49	2001	07/01/2001	25.38	20.91	30.48	74.66	48.12	94.55	3.6	0	2.1
-23.6	-49	2001	07/02/2001	23.71	21.08	28.6	86.87	62.64	99.51	23.1	0.1	13.6
-23.6	-49	2001	07/03/2001	22.58	20.18	26.8	88.26	70.17	97.37	106	0	9.1
-23.6	-49	2001	07/04/2001	23.46	20.72	27.58	79.41	61.32	95.48	6	0.1	1.1
-23.6	-49	2001	07/05/2001	15.21	10.52	20.99	75.43	50.97	93.33	0	0	0
-23.6	-49	2001	07/06/2001	19.14	14.52	23.62	85.45	67.98	97.76	1.3	0	0.2
-23.6	-49	2001	07/07/2001	18.33	15.78	22.74	80.02	54	94.81	0	0	0
-23.6	-49	2001	07/08/2001	18.41	12.73	25.39	76.01	42.92	97.22	0.1	0	0.1
-23.6	-49	2001	07/09/2001	18.19	15.66	22.53	74.62	52.97	86.69	0.2	0	0.2
-23.6	-49	2001	07/10/2001	18.24	15.24	23.01	75.6	57.78	87.63	0	0	0
-23.6	-49	2001	07/11/2001	24.59	17.79	31.72	66.23	36.38	94.77	0	0	0
-23.6	-49	2001	07/12/2001	23.16	19.76	26.79	82.12	64.04	97.37	40.6	0.1	18.2
-23.6	-49	2001	08/01/2001	25.84	20.89	31.26	70.52	48.41	91.26	0.7	0	0.2
-23.6	-49	2001	08/02/2001	25.02	21.53	29.54	78.1	54.95	96.04	5.4	0	1.1
-23.6	-49	2001	08/03/2001	22.04	20.35	24.63	92.31	82.63	98.59	82.4	0.1	10
-23.6	-49	2001	08/04/2001	23.16	20.75	27.73	78.51	59.46	90.13	5	0	1.1
-23.6	-49	2001	08/05/2001	15.86	12.26	20.24	80.65	61.62	95.87	0	0	0
-23.6	-49	2001	08/06/2001	19.23	16.52	23.91	84.3	62.08	96.74	1.5	0	0.2
-23.6	-49	2001	08/07/2001	17.98	14.38	23.22	81.31	57.76	96.27	0	0	0
-23.6	-49	2001	08/08/2001	17.9	14.4	23.07	76.71	53.15	97.13	0	0	0
-23.6	-49	2001	08/09/2001	18.93	13.63	26.43	77.47	52.43	94	0	0	0
-23.6	-49	2001	08/10/2001	17.38	15.72	20.25	88.47	81.14	96.36	118.1	0	13
-23.6	-49	2001	08/11/2001	25.45	19.64	32.33	66.58	40.91	92.62	10.2	0	2.1
-23.6	-49	2001	08/12/2001	23.79	19.71	28.65	82.25	62.04	97.49	26.7	0	6
-23.6	-49	2001	09/01/2001	25.14	21.24	29.03	79.13	64.81	94.79	40.9	0	7.9
-23.6	-49	2001	09/02/2001	23.39	21.23	26.58	84.93	74.34	92.94	117	0	20.3
-23.6	-49	2001	09/03/2001	21.01	19.82	23.49	94.97	85.17	98.83	125.3	0	13.7
-23.6	-49	2001	09/04/2001	22.48	19.73	27.64	84.26	65.99	93.5	21.9	0	4.4
-23.6	-49	2001	09/05/2001	17.05	11.98	23.72	80.07	53.63	99.61	0	0	0
-23.6	-49	2001	09/06/2001	19.14	16.33	22.7	87.26	70.62	97.98	27	0	5.3
-23.6	-49	2001	09/07/2001	18.91	16.27	23.5	78.89	54.59	94.23	0	0	0
-23.6	-49	2001	09/08/2001	16.92	12.92	22.95	78.71	53.95	95.33	0	0	0
-23.6	-49	2001	09/09/2001	21.34	16.65	27.81	72.32	45.18	93.06	0	0	0
-23.6	-49	2001	09/10/2001	18.28	16.09	22.23	91.97	78.76	98.54	237.1	0	17.1
-23.6	-49	2001	09/11/2001	23.31	18.71	29.96	71.45	49.22	88.56	3	0	2.1
-23.6	-49	2001	09/12/2001	21.95	19.21	25.43	90.82	79.95	98.15	184	0.4	20.5
-23.6	-49	2001	10/01/2001	23.15	20.26	27.36	87.17	70.67	97.68	104.7	0.6	12.6
-23.6	-49	2001	10/02/2001	22.19	20.34	26.49	91.84	74.37	98.54	289.8	0	29.2
-23.6	-49	2001	10/03/2001	22.28	20.02	26.24	87.89	70.5	98.1	76.3	0.8	15.2
-23.6	-49	2001	10/04/2001	22.91	19.03	27.56	89.12	68.16	99.94	18.3	0	4.4
-23.6	-49	2001	10/05/2001	19	15.98	23.2	80.51	68.69	88.1	30.2	0	5.9
-23.6	-49	2001	10/06/2001	18.28	15.35	23.07	87.28	66.99	99.49	11.3	0.1	5.4
-23.6	-49	2001	10/07/2001	17.68	11.41	24.49	75.63	45.79	96.54	0	0	0
-23.6	-49	2001	10/08/2001	16.28	11.67	22.46	73.87	40.31	97.98	0	0	0
-23.6	-49	2001	10/09/2001	22.49	16.34	29.92	71.61	41.46	94.47	0	0	0
-23.6	-49	2001	10/10/2001	21.16	18.51	25.9	86.27	63.84	98.2	37.6	0.1	17.2
-23.6	-49	2001	10/11/2001	23.52	19.01	30.83	73.61	50.51	89.5	18.7	0	5.6
-23.6	-49	2001	10/12/2001	22.65	19.74	28.48	84.68	61.58	96.4	52.7	0	20.5
-23.6	-49	2001	11/01/2001	22.49	20.74	25.28	84.4	63.09	97.63	154.9	0.4	12.9
-23.6	-49	2001	11/02/2001	23.38	20.06	27.8	87.29	71.36	98.28	178.1	0.4	29.3
-23.6	-49	2001	11/03/2001	22.81	19.44	27.3	80.42	54.35	97.91	12.2	0	6.5
-23.6	-49	2001	11/04/2001	24.29	19.85	28.72	78.68	54.99	98.58	2.5	0	1.5
-23.6	-49	2001	11/05/2001	19.18	17.54	22.07	89.41	81.06	96.9	112	0	10.7
-23.6	-49	2001	11/06/2001	18.49	16.56	21.43	80.99	63.07	91.32	1.3	0	0.5
-23.6	-49	2001	11/07/2001	18.4	12.28	24.95	69.26	48.23	85.68	0	0	0
-23.6	-49	2001	11/08/2001	16.24	12.49	21.77	75.48	52.38	90.51	0	0	0
-23.6	-49	2001	11/09/2001	18.98	16.43	23.08	82.09	63.48	97.56	107.8	0	5.8
-23.6	-49	2001	11/10/2001	20.68	18.35	25.65	88.39	69.95	97.64	61.3	0	9.8
-23.6	-49	2001	11/11/2001	22.18	20.26	24.71	90.78	82.99	97.1	247.4	0.3	25.9
-23.6	-49	2001	11/12/2001	23.23	20.44	28.33	83.42	61.85	95.71	43.9	0.2	8.6
-23.6	-49	2001	12/01/2001	22.04	19.54	25.53	80.95	65.42	93.31	69.9	0.2	7.8
-23.6	-49	2001	12/02/2001	23.41	20.33	27.75	89.44	72.48	99.39	90.8	0	15.6
-23.6	-49	2001	12/03/2001	22.09	20.13	25.59	81.24	70.94	89.13	26.4	0	3.7
-23.6	-49	2001	12/04/2001	23.24	20.77	27.37	75.96	50.98	92.58	0.2	0	0.2
-23.6	-49	2001	12/05/2001	17.17	15.78	19.3	90.81	80.92	98.8	20.2	0.2	11.2
-23.6	-49	2001	12/06/2001	18.3	15.9	22.73	79.76	56.22	93.13	0.1	0	0.1
-23.6	-49	2001	12/07/2001	15.79	12.75	18.99	83.74	69.67	95.82	78.1	0.5	3.8
-23.6	-49	2001	12/08/2001	17.37	14.09	23.24	75.73	50.88	90.23	0	0	0
-23.6	-49	2001	12/09/2001	15.55	12.35	19.98	71.62	52.5	84.73	5.8	0	5.8
-23.6	-49	2001	12/10/2001	21.18	17.16	26	82.71	62.8	96.71	16.3	0	9.8
-23.6	-49	2001	12/11/2001	21.52	19.58	23.59	90.35	75.56	99.51	134.4	0.1	26
-23.6	-49	2001	12/12/2001	22.12	20.51	24.16	89.12	78.92	96.6	53.2	0.2	8.9
-23.6	-49	2001	13/01/2001	22.05	19.54	27.03	82.65	69.36	92.28	43.4	0	7.6
-23.6	-49	2001	13/02/2001	22.98	21.19	26.28	91.72	76.82	99.51	117.1	0	17.8
-23.6	-49	2001	13/03/2001	23.6	20.61	28.16	78.61	59.63	92.91	10.8	0	3.7
-23.6	-49	2001	13/04/2001	20.88	18.13	25.01	68.09	42.33	84.62	0	0	0
-23.6	-49	2001	13/05/2001	18.04	15.27	21.58	83.42	56.45	98.34	296.7	0.8	14.7
-23.6	-49	2001	13/06/2001	17.64	14.28	23.09	84.72	56.69	99.55	0.6	0	0.1
-23.6	-49	2001	13/07/2001	12.03	9.49	16.01	70.62	53.43	80.56	3.8	0	3.8
-23.6	-49	2001	13/08/2001	18.01	14.14	24.39	73.54	40.42	91.06	0	0	0
-23.6	-49	2001	13/09/2001	18.47	12.56	27.01	70.53	53.63	82.85	0	0	0
-23.6	-49	2001	13/10/2001	21.32	17.07	26.39	76.39	56.14	93.48	4.5	0	0.8
-23.6	-49	2001	13/11/2001	20.13	16.91	24.26	82.28	65.91	95.85	202.9	4.1	27
-23.6	-49	2001	13/12/2001	21.28	20.57	22.22	93.59	89.46	97.26	244	0	30.6
-23.6	-49	2001	14/01/2001	23.47	20.11	28.3	79.8	60.77	93.17	13.8	0	7.6
-23.6	-49	2001	14/02/2001	21.54	20.21	25.03	94.96	82.47	98.29	192.3	0.7	18.4
-23.6	-49	2001	14/03/2001	24.58	20.71	29.44	78.06	57.88	93.58	4.9	0	0.9
-23.6	-49	2001	14/04/2001	20.36	16.95	25.72	72.5	46.84	90.6	0	0	0
-23.6	-49	2001	14/05/2001	15.81	14.24	18.07	80.31	67.08	88.46	17.6	0	14.7
-23.6	-49	2001	14/06/2001	17.71	12.3	23.91	80.65	53.92	98.82	1.5	0	0.2
-23.6	-49	2001	14/07/2001	13.38	8.85	20.52	77.36	62.86	88.84	0	0	0
-23.6	-49	2001	14/08/2001	18.32	13.57	24.62	71.18	38.97	95.72	0	0	0
-23.6	-49	2001	14/09/2001	20.67	18.41	23.07	88.37	74.72	96.24	297.2	0	20.5
-23.6	-49	2001	14/10/2001	20.89	16.17	26.35	74.96	54.3	91.16	1.7	0	0.5
-23.6	-49	2001	14/11/2001	21.48	17.72	26.92	80.85	65.07	92.63	23.5	0.1	8.2
-23.6	-49	2001	14/12/2001	21.29	19.94	24.6	93.82	80.72	99.57	605.6	3	47.4
-23.6	-49	2001	15/01/2001	23.32	19.82	28.23	82.22	60.61	97.07	30.5	0	6.6
-23.6	-49	2001	15/02/2001	22.73	20.47	26.34	90.32	68.33	98.66	106.3	0.6	17.2
-23.6	-49	2001	15/03/2001	24.82	21.12	29.47	81.24	64.51	95.55	5.5	0	1.3
-23.6	-49	2001	15/04/2001	21.22	17.7	26.6	74.42	47.17	91.22	0	0	0
-23.6	-49	2001	15/05/2001	14.82	13.14	17.52	77.86	67.15	84.32	0.4	0	0.3
-23.6	-49	2001	15/06/2001	18.76	13.83	24.81	75.77	50.45	92.04	0.2	0	0.2
-23.6	-49	2001	15/07/2001	14.94	9.97	22.29	86.48	61.49	99.53	0	0	0
-23.6	-49	2001	15/08/2001	18.36	13.45	24.68	72.49	40.46	93.85	0	0	0
-23.6	-49	2001	15/09/2001	20.38	18.14	23.75	78.03	46.01	99.63	225.4	0.3	20.6
-23.6	-49	2001	15/10/2001	20.71	15.45	27.14	70.3	45.2	88.62	0.2	0	0.2
-23.6	-49	2001	15/11/2001	21.1	19.82	23.92	93.28	79.89	99.38	318.7	0	26.7
-23.6	-49	2001	15/12/2001	21.77	19.95	25.38	89.61	71.97	99.2	145.6	0.6	47.9
-23.6	-49	2001	16/01/2001	24.29	20.3	29.48	78.8	54.84	97.26	13.5	0	6.6
-23.6	-49	2001	16/02/2001	23.22	20.45	27.34	85.8	64.72	97.5	43.4	0	8.6
-23.6	-49	2001	16/03/2001	24.57	21.12	29.14	84.53	66.02	97.93	32.7	0	3.4
-23.6	-49	2001	16/04/2001	21.4	17.83	26.67	67.35	30.45	90.7	0	0	0
-23.6	-49	2001	16/05/2001	14.62	12.96	17.57	91.79	80.52	96.85	241.5	0.6	18.1
-23.6	-49	2001	16/06/2001	19.8	14.74	25.75	70.68	46.78	86.9	0	0	0
-23.6	-49	2001	16/07/2001	17.37	12.42	24.55	81.53	50.66	99.54	0	0	0
-23.6	-49	2001	16/08/2001	18	13.92	23.89	75.18	44.95	93.92	0	0	0
-23.6	-49	2001	16/09/2001	15.78	11.66	18.79	53.44	36.22	69.91	11.7	0	11.7
-23.6	-49	2001	16/10/2001	19.89	15.84	25.7	73	55.58	87.68	1.6	0	0.3
-23.6	-49	2001	16/11/2001	21.95	19.08	25.78	79.77	61.07	93.05	32.1	0	26.8
-23.6	-49	2001	16/12/2001	21.86	19.18	25.83	83.45	70.66	93.65	54.1	0.1	8
-23.6	-49	2001	17/01/2001	25.28	20.93	30.4	74.05	51.48	93.85	5.1	0	1.3
-23.6	-49	2001	17/02/2001	23.45	21.23	27.76	84.37	71.04	93	35.3	0	6.1
-23.6	-49	2001	17/03/2001	23.84	20.18	29.43	86.47	65.29	98.47	142.8	0.8	15.9
-23.6	-49	2001	17/04/2001	20.88	17.34	26.14	73.16	44.95	93.26	0	0	0
-23.6	-49	2001	17/05/2001	16.41	14.58	19.63	83.76	57.92	98.16	57.5	0.5	18.5
-23.6	-49	2001	17/06/2001	18.94	17.55	20.24	81.62	64.3	96.28	71.9	0	8.3
-23.6	-49	2001	17/07/2001	18.84	13.5	24.98	67.63	40.59	89.63	0	0	0
-23.6	-49	2001	17/08/2001	18.65	14.57	24.32	71.52	41.24	92.47	1.7	0	0.1
-23.6	-49	2001	17/09/2001	12.51	7.28	17.74	51.44	37.09	71.05	0	0	0
-23.6	-49	2001	17/10/2001	19.21	15.35	25.25	78.82	63.18	88.58	24	0	5
-23.6	-49	2001	17/11/2001	20.49	17.4	24	79.68	65.47	89.85	7.7	0	1.3
-23.6	-49	2001	17/12/2001	23.58	19.73	28.4	77.67	51.6	97.86	28.6	0	6.3
-23.6	-49	2001	18/01/2001	25.14	21.81	29.76	79.05	58.73	95.23	11.7	0.1	2
-23.6	-49	2001	18/02/2001	23.99	21.19	28.73	84.51	65.78	95.91	19.2	0	6.2
-23.6	-49	2001	18/03/2001	22.48	19.84	26.35	89.06	73.54	98.4	66.7	0.5	16.5
-23.6	-49	2001	18/04/2001	21.17	17.81	26.29	74.86	46.48	93.17	0	0	0
-23.6	-49	2001	18/05/2001	13.21	8.52	18.72	71.83	51.69	89.35	2.1	0	2.1
-23.6	-49	2001	18/06/2001	12.54	10.6	17.37	91.54	81.82	96.52	168.4	0.9	16
-23.6	-49	2001	18/07/2001	19.49	15.26	25.69	62.3	47.93	69.97	0	0	0
-23.6	-49	2001	18/08/2001	19.58	14.44	25.93	66.08	35.98	91.44	0.1	0	0.1
-23.6	-49	2001	18/09/2001	14.36	11.4	19.63	71.65	51.63	85.17	3	0	0.2
-23.6	-49	2001	18/10/2001	20.56	15.97	25.46	83.23	65.08	98.04	80.1	1	5.8
-23.6	-49	2001	18/11/2001	18.27	15.7	22.22	81.45	73.3	85.63	17.8	0	2.1
-23.6	-49	2001	18/12/2001	23.86	17.87	28.86	66.69	42.68	88.2	1.5	0	1.5
-23.6	-49	2001	19/01/2001	25.16	21.18	30.73	79.87	54.32	95.97	37.6	0	10.8
-23.6	-49	2001	19/02/2001	24.23	20.04	30.02	82.4	56.74	97.98	17.6	0	6.3
-23.6	-49	2001	19/03/2001	22.12	18.88	26.38	90.14	72.24	99.57	45.3	0	6.9
-23.6	-49	2001	19/04/2001	21.35	17.38	26.78	77.41	49.63	99.18	0	0	0
-23.6	-49	2001	19/05/2001	14	9.08	20.09	81.98	62.23	97.8	0	0	0
-23.6	-49	2001	19/06/2001	13.29	10.72	15.86	91.55	83.67	96.89	110.8	0.2	16.2
-23.6	-49	2001	19/07/2001	20.73	16.66	26.04	64.97	50.51	81.84	1.4	0	0.1
-23.6	-49	2001	19/08/2001	20.12	14.48	26.98	58.41	40.12	73.18	0	0	0
-23.6	-49	2001	19/09/2001	16.23	11.73	22.99	69.49	40.83	89.79	0.2	0	0.2
-23.6	-49	2001	19/10/2001	20.53	17.33	25.5	84.1	65.81	95.76	45.6	0	12.6
-23.6	-49	2001	19/11/2001	20.31	16.59	25.5	81.83	69.49	90.92	10.3	0	2.1
-23.6	-49	2001	19/12/2001	24.52	18.64	29.89	66.72	42.8	92.57	0	0	0
-23.6	-49	2001	20/01/2001	23.93	21.39	29.03	80.23	58.7	93.08	31	0.2	10.8
-23.6	-49	2001	20/02/2001	23.5	20.28	29.4	84.91	61.45	96.6	32.4	0.2	7.1
-23.6	-49	2001	20/03/2001	22.83	18.86	27.51	84.6	68.78	99.44	16	0	5.1
-23.6	-49	2001	20/04/2001	22.24	16.96	28.17	66.89	40.86	86.67	0	0	0
-23.6	-49	2001	20/05/2001	16.07	13.2	20.91	82.82	60.96	95.97	1.5	0	0.1
-23.6	-49	2001	20/06/2001	12.84	10.39	14.86	83.18	59.37	98.64	119.2	0.2	7.1
-23.6	-49	2001	20/07/2001	21.39	17.29	26.85	64.72	49.04	77.08	0.1	0	0.1
-23.6	-49	2001	20/08/2001	21.68	17.83	26.97	65.78	39.28	86.58	0	0	0
-23.6	-49	2001	20/09/2001	17.16	12.44	23.55	75.88	46.7	95.24	3.9	0	0.6
-23.6	-49	2001	20/10/2001	20.43	17.4	24.99	82.07	53.8	97.94	116.8	1.1	14.4
-23.6	-49	2001	20/11/2001	21.9	18.66	27.45	80.78	62.96	91.87	11.4	0	1.4
-23.6	-49	2001	20/12/2001	24.88	20.45	29.44	73.71	49.52	97.26	1	0	0.1
-23.6	-49	2001	21/01/2001	23.11	20.95	27.8	79.73	61.54	89.8	39.2	0	7.2
-23.6	-49	2001	21/02/2001	24.09	20.5	29.12	77.58	55.54	93.71	6.4	0	4.8
-23.6	-49	2001	21/03/2001	23.4	19.92	28.28	83.97	66.16	95.75	15.4	0	3.8
-23.6	-49	2001	21/04/2001	22.54	18.02	28.98	70.99	46.03	94.01	24.5	0	5.1
-23.6	-49	2001	21/05/2001	17.44	14.35	22.32	80.42	52.81	95.64	3.8	0	0.2
-23.6	-49	2001	21/06/2001	9.28	4.17	14.21	64.91	48.05	85.38	7.1	0	7.1
-23.6	-49	2001	21/07/2001	21.98	19.18	25.02	67.18	62.64	84.9	2.7	0	1.8
-23.6	-49	2001	21/08/2001	18.15	16.15	23.2	80.19	54.51	88.82	13.4	0	2.4
-23.6	-49	2001	21/09/2001	17.96	13.51	23.54	73.14	51.73	87.09	0.6	0	0.6
-23.6	-49	2001	21/10/2001	20.14	15.89	26.06	81.96	50.5	99.17	9.9	0	5.7
-23.6	-49	2001	21/11/2001	23.11	19.05	28.45	77.21	57.77	92.42	5	0	1.4
-23.6	-49	2001	21/12/2001	23.43	20.51	26.65	84.49	73.27	96.24	64.5	0	7.5
-23.6	-49	2001	22/01/2001	23.52	20.47	28.46	74.6	52.57	90.1	9	0	7.2
-23.6	-49	2001	22/02/2001	24.22	20.73	28.66	78.17	59.11	93.09	0.8	0	0.4
-23.6	-49	2001	22/03/2001	24.25	20.61	29.32	83.1	60.8	97.81	12	0	3.8
-23.6	-49	2001	22/04/2001	21.22	18.28	26.58	87.8	63.16	99	174.5	0.3	11
-23.6	-49	2001	22/05/2001	17.21	14.6	21.91	78.91	64	90.87	17.7	0	2.2
-23.6	-49	2001	22/06/2001	10.31	5.74	16.29	77.15	60.71	90.77	0	0	0
-23.6	-49	2001	22/07/2001	17.14	14.73	19.43	85.5	68.72	98.49	154.4	0.5	7.7
-23.6	-49	2001	22/08/2001	14.72	13.17	17.07	89.42	78.95	96.02	116.9	0.1	9
-23.6	-49	2001	22/09/2001	17.11	15.65	18.92	88.86	81.28	95.14	108.9	0	11
-23.6	-49	2001	22/10/2001	20.75	14.85	26.26	73.82	43.81	99.23	1	0	1
-23.6	-49	2001	22/11/2001	24.04	19.83	29.62	79.83	58.59	96.23	13.2	0	3.8
-23.6	-49	2001	22/12/2001	21.88	20.85	23.89	92.36	85.74	94.87	255.1	0	26.4
-23.6	-49	2001	23/01/2001	24.06	20.11	28.96	76.12	58.25	92.07	5.5	0	1.6
-23.6	-49	2001	23/02/2001	24.69	21.4	29.45	81.14	63.88	97.82	11.9	0	3.8
-23.6	-49	2001	23/03/2001	25.15	20.2	29.73	74.17	48.18	96.54	1.7	0	1.2
-23.6	-49	2001	23/04/2001	23.12	20.06	28.02	81.64	62.16	91.87	27.3	0	11
-23.6	-49	2001	23/05/2001	17.6	13.32	22.44	86	63.75	99.35	4.5	0	2.2
-23.6	-49	2001	23/06/2001	13.05	7.25	20.07	81.91	56.46	97.76	0	0	0
-23.6	-49	2001	23/07/2001	13.61	12.11	15.26	76.2	69.24	80.78	7.7	0	7.7
-23.6	-49	2001	23/08/2001	15.57	12.26	21.75	87.05	67.87	95.87	68.9	0.6	9.8
