iteration.end	Min.end	ED50.end	Threshold_RH.end	virulence.end	cadaver_longevity.end	sporu_cada_longevity.end	infected_immigrants.end	LTimmigrants.end	LTAdult.end	LTNymph.end	immunity_cost.end	d_cadaver.sum	density.sum
NA												NA	NA
1964	11	786	81	0.90702	108	130	0.508594	76	133	176	0.407458	2.62792	917.292
1965	16	762	88	0.417409	127	52	0.41783	62	99	66	0.247811	1.19336	848.447
1966	17	772	78	0.209249	126	203	0.115997	99	61	141	0.350408	3.55563	932.055
1967	20	795	84	0.32458	97	46	0.232794	67	66	125	0.158306	0.972306	1337.24
1968	11	772	76	0.263545	71	214	0.23849	44	76	80	0.501352	4.66905	701.271
1969	15	752	79	0.752689	75	70	0.405155	69	93	67	0.714719	1.92162	693.194
1970	12	750	93	0.581111	73	217	0.253991	93	79	152	0.171436	0.031706	788.811
1971	17	801	93	0.240718	103	79	0.275475	51	95	138	0.24311	0.106256	1202.92
1972	19	810	84	0.870995	89	230	0.671606	31	64	113	0.775262	8.86931	1104.71
1973	21	812	74	0.35701	74	83	0.526865	65	71	85	0.511805	2.78221	1540
1974	18	799	84	0.276989	62	130	0.270601	78	94	178	0.611065	2.00929	1271.44
1975	13	820	79	0.633171	122	58	0.438176	43	142	102	0.126098	1.8213	1133.08
1976	17	784	88	0.875542	80	145	0.684393	36	114	139	0.417588	3.92149	965.662
1977	10	759	89	0.831274	63	54	0.222237	56	73	137	0.218822	0.659683	703.852
1978	11	829	93	0.763936	55	221	0.479155	68	123	165	0.124984	2.11457e-12	1025.64
1979	26	835	76	0.868862	87	61	0.494057	49	82	82	0.716286	5.07563	1915.99
1980	14	822	74	0.508719	96	193	0.276765	42	161	93	0.799596	6.28325	1174.68
1981	16	819	86	0.464048	69	170	0.140875	45	174	84	0.577198	2.04809	1315.38
1982	13	799	93	0.75349	70	158	0.540507	44	99	166	0.655887	0.044687	998.364
1983	14	781	83	0.623684	59	107	0.414575	57	70	98	0.603672	1.87266	897.167
1984	22	842	90	0.534046	98	206	0.482662	54	106	146	0.754305	1.01964	1903.16
1985	16	774	72	0.890665	80	195	0.615601	41	158	166	0.720255	11.1452	726.428
1986	22	784	72	0.914269	87	165	0.588894	52	142	96	0.629574	18.9135	833.454
1987	10	793	74	0.807673	98	133	0.463145	50	90	156	0.0170474	4.59507	808.745
1988	14	785	71	0.233305	87	92	0.239917	82	78	85	0.0576669	1.97342	999.439
1989	10	748	73	0.341457	107	154	0.634049	93	152	97	0.703045	3.37677	641.504
1990	13	747	81	0.854853	93	227	0.696098	96	165	118	0.380428	4.81326	679.905
1991	22	789	80	0.905459	121	247	0.261738	33	78	157	0.153603	15.6071	1125.68
1992	10	786	91	0.432661	77	160	0.661395	94	163	96	0.322305	0.00163392	848.494
1993	11	750	81	0.873672	97	87	0.311921	97	112	126	0.216271	1.5418	687.67
1994	13	841	79	0.615844	89	183	0.548045	80	79	103	0.60703	4.76073	1304.72
1995	11	840	71	0.44891	105	90	0.637286	67	178	169	0.574269	2.15324	1225.81
1996	17	840	79	0.358287	58	162	0.102849	68	158	77	0.277617	2.18707	1408.98
1997	15	783	74	0.256903	73	128	0.146433	91	89	151	0.66936	1.95399	928.576
1998	22	831	80	0.239225	70	50	0.431151	50	161	106	0.663302	1.25481	1935.45
1999	17	789	84	0.938776	117	96	0.302671	55	173	169	0.695901	2.72038	1135.11
2000	15	757	92	0.852274	57	230	0.359342	63	161	95	0.752307	0.75233	838.939
2001	21	755	90	0.745958	101	161	0.187052	43	71	82	0.589276	1.11758	973.962
2002	10	803	75	0.336356	109	239	0.280632	34	97	158	0.594557	6.44146	860.411
2003	11	770	87	0.596374	65	233	0.597499	53	160	168	0.112386	3.55771	756.851
2004	19	778	93	0.916146	65	89	0.632439	65	121	75	0.440119	0.334417	1154.97
2005	26	785	92	0.866516	109	233	0.33307	64	87	102	0.284945	2.71622	1802.33
2006	17	788	89	0.227837	70	55	0.177739	59	84	159	0.00147804	0.741702	1083.5
2007	15	754	76	0.248674	84	189	0.321215	58	134	104	0.198943	4.55428	782.442
2008	15	807	85	0.872918	102	94	0.19792	52	156	99	0.362265	1.65727	1093.04
2009	12	827	94	0.878438	107	92	0.192812	37	92	179	0.706436	3.08653e-6	1174.67
2010	21	821	89	0.57213	89	125	0.215688	91	67	110	0.208531	2.24034	1579.81
2011	13	811	76	0.289479	120	237	0.50279	70	99	114	0.660558	6.91921	989.466
2012	14	753	84	0.2417	107	84	0.366848	42	154	70	0.233486	1.99144	802.291
2013	13	806	85	0.245008	104	225	0.385549	93	125	152	0.696137	3.20435	1114.01
2014	15	797	80	0.772106	88	46	0.37803	79	62	79	0.0766971	1.04256	937.98
2015	23	799	74	0.604513	101	144	0.140049	98	176	144	0.687325	4.4543	1497.2
2016	12	839	74	0.908878	56	219	0.375507	46	115	73	0.52101	8.29013	1122.62
2017	24	840	85	0.813855	91	138	0.122027	75	109	70	0.0455207	3.06587	1956.32
2018	26	811	70	0.292804	68	43	0.259453	44	60	104	0.617551	1.36905	2018.8
2019	10	837	73	0.591643	107	151	0.592055	69	73	144	0.531747	4.3673	994.067
2020	20	798	85	0.731683	89	177	0.467081	54	80	150	0.197093	5.02012	1266.54
2021	13	831	70	0.531783	58	216	0.119489	55	126	63	0.136386	5.93865	1137.47
2022	10	829	78	0.84843	110	112	0.44982	70	153	160	0.569367	2.93118	1141.09
2023	23	830	70	0.608056	73	246	0.338754	49	87	126	0.21232	19.6394	1656.35
2024	23	804	73	0.929285	59	122	0.603241	39	162	139	0.367627	8.63893	1144.14
2025	22	788	75	0.938571	79	110	0.186448	34	100	74	0.235699	8.42469	1006.52
2026	21	782	92	0.758725	68	220	0.234717	41	126	137	0.325478	1.37102	1267.41
2027	16	759	83	0.266522	71	199	0.419358	71	152	123	0.545863	3.6209	824.079
2028	25	801	86	0.395488	81	112	0.362979	71	86	66	0.0538516	3.20127	1757.29
2029	19	780	81	0.799837	104	114	0.20611	45	96	161	0.0618447	3.29406	1059.37
2030	24	747	77	0.480088	57	110	0.179327	42	136	80	0.672506	4.15063	1122.35
2031	19	775	80	0.452413	55	202	0.181576	76	179	80	0.404922	3.98479	1138.72
2032	24	779	82	0.414747	77	49	0.13259	46	128	92	0.299356	1.06554	1487.27
2033	14	824	80	0.411774	122	102	0.424765	78	128	125	0.563701	2.24366	1178.34
2034	14	796	92	0.26937	65	51	0.30734	39	110	168	0.193495	0.105081	1071.96
2035	10	788	71	0.348723	54	63	0.62412	50	125	177	0.292148	1.21163	793.893
2036	18	818	94	0.777542	121	204	0.21534	35	124	120	0.586136	6.44611e-5	1403.83
2037	26	759	70	0.461739	57	108	0.348483	69	71	82	0.47241	6.25049	1372.94
2038	13	807	71	0.716769	83	174	0.407581	96	91	68	0.129134	5.73093	915.375
2039	19	830	70	0.298356	86	237	0.401557	81	167	79	0.745027	8.44901	1652.07
2040	18	748	79	0.702488	100	191	0.340165	37	75	63	0.374522	9.62568	646.6
2041	12	841	82	0.408373	101	126	0.12674	38	176	143	0.675401	1.59172	1213.99
2042	17	814	75	0.40677	92	52	0.370655	61	135	140	0.741873	1.33778	1247.32
2043	25	748	82	0.742934	95	125	0.437485	76	147	143	0.288664	5.1951	1178.08
2044	16	822	82	0.73991	109	91	0.691868	68	105	136	0.226885	2.00193	1234.8
2045	17	776	87	0.920247	95	186	0.477828	98	87	143	0.0225007	3.53807	900.705
2046	17	802	87	0.717906	92	226	0.328457	30	133	93	0.250004	5.83587	1108.3
2047	10	773	71	0.818823	108	41	0.481775	85	103	101	0.517747	1.17734	757.996
2048	26	814	72	0.334176	97	60	0.539197	52	169	72	0.236109	2.77246	2203.48
2049	20	769	92	0.367088	91	145	0.621778	54	118	173	0.748108	1.00981	1120.66
2050	11	792	72	0.329427	54	214	0.173998	83	160	103	0.151502	3.54291	864.269
2051	16	792	93	0.936595	84	69	0.484009	72	127	137	0.451742	0.0570597	1177.67
2052	26	773	90	0.478532	113	104	0.465713	77	118	73	0.434069	1.37599	1819.79
2053	21	751	93	0.471783	104	64	0.388647	54	97	165	0.742761	0.37802	1008.16
2054	17	748	72	0.63865	100	207	0.364678	83	116	100	0.0219529	8.90239	692.516
2055	20	753	90	0.601856	124	147	0.224995	65	149	106	0.135042	0.844929	1004.76
2056	24	805	84	0.80065	103	192	0.698296	31	160	98	0.474398	12.2542	1571.13
2057	11	763	84	0.62469	60	187	0.640861	64	71	96	0.643013	3.10021	747.331
2058	19	752	82	0.519189	61	141	0.63009	97	132	81	0.718331	2.90412	911.223
2059	13	832	80	0.732883	105	131	0.543925	76	134	161	0.116282	2.82364	1147.84
2060	15	798	80	0.210748	127	126	0.308859	51	139	76	0.491326	3.02096	1075.87
2061	13	777	86	0.49308	69	205	0.273655	76	87	63	0.487506	2.58732	769.847
2062	10	816	94	0.811191	76	235	0.471104	37	159	133	0.0975659	8.01386e-14	985.75
2063	16	782	90	0.84302	64	101	0.324683	34	142	94	0.425952	0.395883	965.224
2064	23	826	73	0.653433	57	155	0.269206	94	150	174	0.183904	4.9778	1707.05
2065	22	799	94	0.708873	61	180	0.678993	98	118	68	0.169375	0.00299841	1518.45
2066	21	809	91	0.945056	114	185	0.142703	73	84	171	0.306677	0.513918	1532.59
2067	19	810	76	0.894837	81	65	0.166661	95	116	178	0.551536	1.58311	1282.45
2068	17	795	89	0.424739	113	106	0.277521	96	136	78	0.132317	1.82706	1149.35
2069	20	773	93	0.610064	96	63	0.513852	69	101	97	0.08625	0.268414	1110.25
2070	23	837	83	0.825991	127	146	0.182854	48	102	89	0.489499	5.22301	1715.44
2071	15	761	77	0.736447	82	42	0.581076	98	68	115	0.409061	0.986431	837.794
2072	17	780	71	0.919121	85	180	0.541812	31	73	176	0.680417	11.884	718.316
2073	18	810	72	0.804	85	152	0.638729	77	146	72	0.364909	8.25723	1167.94
2074	11	763	77	0.664461	103	248	0.288937	51	127	104	0.496473	10.4467	727.34
2075	18	768	92	0.707404	109	160	0.647927	61	156	100	0.56787	0.772324	1020.41
2076	19	789	81	0.715152	128	224	0.506832	48	117	61	0.0924421	9.28764	1088.11
2077	16	804	92	0.666447	61	41	0.209026	97	111	116	0.0388485	0.0122114	1204.76
2078	18	817	76	0.690613	87	188	0.284068	54	151	109	0.283291	8.51377	1270.2
2079	14	839	79	0.768618	84	179	0.315284	62	137	89	0.121722	4.84754	1143.72
2080	12	759	84	0.86554	64	40	0.395744	43	112	90	0.204712	0.794767	701.347
2081	14	791	93	0.332986	65	241	0.606714	82	136	152	0.118516	0.00954895	974.114
2082	19	808	85	0.230317	99	210	0.112909	47	86	135	0.609416	2.99976	1310.11
2083	24	769	85	0.949988	77	124	0.196323	70	77	76	0.0430137	4.93201	1147.36
2084	24	810	83	0.684887	98	117	0.549788	87	164	171	0.103594	3.74536	1770.92
2085	20	794	92	0.229445	95	94	0.579831	78	110	105	0.312843	0.423823	1363.94
2086	23	828	84	0.254339	129	171	0.406577	63	63	113	0.640986	5.02846	1913.09
2087	23	800	88	0.641872	63	207	0.103449	55	86	67	0.0748088	3.8715	1603.37
2088	14	813	74	0.513664	119	210	0.66573	52	157	162	0.542724	7.37797	1129.58
2089	25	765	85	0.439928	128	44	0.591652	65	96	134	0.223404	1.4636	1602.9
2090	20	757	81	0.318194	82	176	0.487418	46	130	94	0.397301	4.8381	876.712
2091	23	750	80	0.275748	94	131	0.23045	82	61	128	0.561311	3.31949	1091.85
2092	14	815	70	0.386063	71	199	0.345979	34	116	164	0.318944	6.07664	1065.45
2093	16	814	82	0.218968	113	143	0.319146	33	117	129	0.519977	3.05651	1216.1
2094	25	791	79	0.681432	67	157	0.533052	46	105	169	0.384341	7.20536	1310.11
2095	13	769	88	0.635677	110	93	0.144269	99	166	179	0.210766	1.20105	876.177
2096	12	771	82	0.668609	98	228	0.241192	47	149	78	0.114243	4.86084	749.68
2097	26	817	72	0.927109	74	242	0.255125	67	122	155	0.35535	30.6295	1714.31
2098	11	783	77	0.785322	90	142	0.694532	53	124	89	0.601633	5.74261	789.875
2099	20	763	78	0.404115	105	115	0.497043	44	168	112	0.341142	4.31084	990.642
2100	18	747	85	0.61846	66	105	0.448299	86	98	141	0.131717	1.89279	768.258
2101	23	800	89	0.542305	91	240	0.667823	42	116	90	0.728398	8.65432	1555.85
2102	13	798	83	0.600374	116	82	0.100543	68	129	132	0.249318	1.02755	985.105
2103	24	795	80	0.302219	119	80	0.500232	90	159	75	0.333613	2.50507	1628.03
2104	19	785	83	0.450173	60	153	0.595168	78	131	86	0.57044	3.06088	1098.86
2105	21	784	92	0.792853	65	168	0.427365	58	133	108	0.201948	1.0555	1244.15
2106	18	833	75	0.643613	82	134	0.129411	84	69	111	0.304209	3.21923	1520.66
2107	17	775	90	0.436652	62	168	0.647055	87	157	74	0.659261	0.391157	997.691
2108	15	767	92	0.887955	113	89	0.354936	83	168	158	0.509358	0.12611	873.667
2109	16	772	90	0.689127	56	81	0.699145	59	113	61	0.382322	0.341855	924.047
2110	19	791	82	0.755901	123	79	0.349576	65	81	74	0.389875	2.47848	1118.38
2111	12	750	76	0.782887	79	239	0.293533	64	163	60	0.678363	10.1195	736.435
2112	26	773	85	0.700191	74	233	0.607087	56	108	149	0.327648	11.1046	1598.86
2113	24	805	90	0.655533	123	129	0.217208	30	99	133	0.507617	1.14529	1774.9
2114	24	832	85	0.583867	83	105	0.653771	37	164	62	0.420155	4.25855	2071.08
2115	17	838	84	0.364635	102	97	0.380064	47	129	127	0.254459	2.00039	1439.16
2116	26	774	77	0.89788	106	173	0.681936	58	66	140	0.24505	21.1116	1239.44
2117	12	787	84	0.812489	89	91	0.206662	92	148	83	0.468143	1.32029	860.203
2118	13	829	72	0.271258	74	236	0.594864	38	153	62	0.524235	6.83494	1164.58
2119	21	831	75	0.552365	58	226	0.247582	32	88	80	0.005483	10.9647	1566.57
2120	21	787	89	0.305326	88	178	0.108713	57	158	130	0.0321606	2.77452	1269.76
2121	10	757	82	0.559608	115	140	0.611179	58	107	105	0.736263	3.20651	635.812
2122	24	768	71	0.882986	115	122	0.372096	35	121	114	0.26389	15.0864	731.456
2123	22	767	92	0.47702	79	224	0.169132	32	167	76	0.547114	1.7831	1354.21
2124	13	812	79	0.833396	80	132	0.120885	80	111	149	0.52708	2.23148	992.489
2125	19	794	70	0.918072	120	234	0.134602	88	167	145	0.6443	13.5209	1136.93
2126	18	829	80	0.475108	75	242	0.653058	43	138	146	0.712017	6.68387	1410.95
2127	10	837	77	0.552927	73	150	0.500658	71	93	98	0.700209	3.50813	1018.68
2128	19	825	84	0.586851	59	65	0.162817	73	123	134	0.627285	0.85696	1506.25
2129	23	808	74	0.51086	122	107	0.167519	74	167	145	0.240282	3.85266	1674.26
2130	26	834	73	0.405292	111	143	0.161115	30	108	85	0.161136	8.16509	2186.9
2131	26	752	85	0.465428	125	210	0.404467	91	115	179	0.206948	7.53887	1518.03
2132	19	768	73	0.207424	55	128	0.180386	85	163	118	0.188103	2.20935	993.414
2133	16	838	76	0.258548	123	87	0.393606	88	76	67	0.00993052	2.25443	1468
2134	11	769	92	0.710718	77	84	0.600559	38	120	123	0.104101	0.243	763.246
2135	20	758	72	0.50345	100	73	0.15718	99	114	141	0.28198	1.71734	932.628
2136	22	835	73	0.57495	119	128	0.53406	90	120	86	0.339804	6.91197	1906.84
2137	12	812	88	0.660788	117	45	0.525039	91	86	124	0.492921	0.686193	1088.53
2138	11	818	79	0.235807	78	67	0.686781	63	61	95	0.455685	1.34833	1011.56
2139	21	827	82	0.597553	129	106	0.26694	74	101	124	0.513684	2.87788	1645.73
2140	21	782	75	0.787086	79	196	0.1556	39	88	174	0.634121	8.05881	1100.68
2141	22	796	84	0.863072	82	40	0.117479	30	91	151	0.505838	0.820012	1291.47
2142	26	808	88	0.745522	125	52	0.48853	67	118	171	0.335238	1.81086	1946.51
2143	25	771	82	0.759878	115	165	0.46224	68	69	128	0.328197	8.31811	1291.11
2144	18	763	94	0.616485	80	99	0.357064	80	83	65	0.559345	0.000678511	1005.97
2145	10	803	74	0.682661	102	231	0.565411	38	105	114	0.730569	10.1856	819.122
2146	24	756	77	0.844072	60	77	0.692536	73	92	65	0.722935	5.00865	1012.68
2147	14	770	83	0.321002	74	54	0.337227	56	169	173	0.683568	0.942428	956.73
2148	11	793	91	0.507287	112	152	0.663485	61	131	92	0.583249	0.0433838	898.388
2149	10	767	70	0.374733	117	119	0.305729	40	122	87	0.768621	3.55248	656.689
2150	12	761	94	0.723966	75	197	0.326236	51	134	172	0.203682	1.13617e-14	746.472
2151	11	755	86	0.482011	63	182	0.245448	47	94	77	0.352991	2.74776	729.98
2152	10	841	84	0.712922	66	163	0.45275	49	164	129	0.14794	2.20191	1130.93
2153	19	800	83	0.379922	128	223	0.515968	57	113	159	0.0512804	6.4806	1352.04
2154	19	762	82	0.856743	112	220	0.613628	86	96	147	0.0345677	7.04434	860.188
2155	12	765	87	0.668805	129	187	0.669416	62	98	141	0.0706406	4.01097	739.973
2156	23	836	78	0.490406	121	191	0.360644	72	62	70	0.0673773	9.53343	1920.11
2157	25	819	93	0.224477	101	193	0.633856	33	100	161	0.149681	1.63041	1936.63
2158	18	815	77	0.44494	80	83	0.625719	33	161	121	0.540008	2.91307	1359.59
2159	18	753	91	0.941522	61	75	0.55437	81	134	109	0.0590221	0.324769	904.182
2160	13	834	70	0.234026	90	147	0.515347	53	60	156	0.782166	3.9758	1142.39
2161	14	799	91	0.498148	126	108	0.369464	40	80	157	0.652182	0.234337	1041.83
2162	24	836	74	0.446523	69	163	0.131259	37	145	175	0.300682	4.92339	2115.75
2163	22	749	80	0.817215	103	142	0.536993	84	65	96	0.081357	6.50242	853.177
2164	11	786	81	0.90702	108	130	0.508594	87	122	176	0.407458	2.50844	916.373
2165	16	762	88	0.417409	127	52	0.41783	62	144	66	0.247811	1.19483	860.478
2166	17	772	78	0.209249	126	203	0.115997	63	82	141	0.350408	3.91087	926.061
2167	20	795	84	0.32458	97	46	0.232794	43	129	125	0.158306	1.04338	1334.65
2168	11	772	76	0.263545	71	214	0.23849	55	140	80	0.501352	4.35822	717.583
2169	15	752	79	0.752689	75	70	0.405155	70	121	67	0.714719	1.9034	707.599
2170	12	750	93	0.581111	73	217	0.253991	82	83	152	0.171436	0.0633197	788.234
2171	17	801	93	0.240718	103	79	0.275475	67	106	138	0.24311	0.0562501	1205.84
2172	19	810	84	0.870995	89	230	0.671606	81	77	113	0.775262	6.20685	1236.92
2173	21	812	74	0.35701	74	83	0.526865	49	174	85	0.511805	2.99558	1615.73
2174	18	799	84	0.276989	62	130	0.270601	49	74	178	0.611065	2.2715	1254.27
2175	13	820	79	0.633171	122	58	0.438176	46	109	102	0.126098	1.80797	1130.42
2176	17	784	88	0.875542	80	145	0.684393	87	169	139	0.417588	2.81223	1090.47
2177	10	759	89	0.831274	63	54	0.222237	93	152	137	0.218822	0.542871	722.605
2178	11	829	93	0.763936	55	221	0.479155	88	131	165	0.124984	1.36426e-11	1027.13
2179	26	835	76	0.868862	87	61	0.494057	61	97	82	0.716286	4.68874	2005.69
2180	14	822	74	0.508719	96	193	0.276765	59	67	93	0.799596	6.08666	1128.41
2181	16	819	86	0.464048	69	170	0.140875	70	178	84	0.577198	1.8226	1327.34
2182	13	799	93	0.75349	70	158	0.540507	36	165	166	0.655887	0.0879827	1057.43
2183	14	781	83	0.623684	59	107	0.414575	51	78	98	0.603672	1.95043	891.114
2184	22	842	90	0.534046	98	206	0.482662	98	104	146	0.754305	0.460893	1928.53
2185	16	774	72	0.890665	80	195	0.615601	34	175	166	0.720255	11.6144	715.551
2186	22	784	72	0.914269	87	165	0.588894	93	75	96	0.629574	12.6382	1075.33
2187	10	793	74	0.807673	98	133	0.463145	39	61	156	0.0170474	4.9557	790.095
2188	14	785	71	0.233305	87	92	0.239917	57	124	85	0.0576669	2.15097	990.74
2189	10	748	73	0.341457	107	154	0.634049	52	109	97	0.703045	4.18534	589.728
2190	13	747	81	0.854853	93	227	0.696098	77	113	118	0.380428	5.49438	636.742
2191	22	789	80	0.905459	121	247	0.261738	99	102	157	0.153603	10.4109	1315.88
2192	10	786	91	0.432661	77	160	0.661395	78	64	96	0.322305	0.00878864	817.908
2193	11	750	81	0.873672	97	87	0.311921	86	148	126	0.216271	1.63571	689.557
2194	13	841	79	0.615844	89	183	0.548045	59	111	103	0.60703	5.04879	1307.73
2195	11	840	71	0.44891	105	90	0.637286	83	164	169	0.574269	2.0522	1217.7
2196	17	840	79	0.358287	58	162	0.102849	73	94	77	0.277617	2.15933	1399.54
2197	15	783	74	0.256903	73	128	0.146433	73	132	151	0.66936	2.05286	935.884
2198	22	831	80	0.239225	70	50	0.431151	95	173	106	0.663302	1.0451	1982.96
2199	17	789	84	0.938776	117	96	0.302671	72	72	169	0.695901	2.48165	1087.32
2200	15	757	92	0.852274	57	230	0.359342	36	147	95	0.752307	1.1071	811.374
2201	21	755	90	0.745958	101	161	0.187052	43	63	146	0.589276	1.04168	975.742
2202	10	803	75	0.336356	109	239	0.280632	34	110	98	0.594557	7.21347	863.046
2203	11	770	87	0.596374	65	233	0.597499	53	155	76	0.112386	3.93581	752.718
2204	19	778	93	0.916146	65	89	0.632439	65	93	101	0.440119	0.333597	1139.1
2205	26	785	92	0.866516	109	233	0.33307	64	139	88	0.284945	2.79203	1824.42
2206	17	788	89	0.227837	70	55	0.177739	59	176	107	0.00147804	0.751348	1083.48
2207	15	754	76	0.248674	84	189	0.321215	58	136	149	0.198943	4.34793	783.686
2208	15	807	85	0.872918	102	94	0.19792	52	103	160	0.362265	1.55796	1079.25
2209	12	827	94	0.878438	107	92	0.192812	37	149	164	0.706436	3.15103e-6	1203.64
2210	21	821	89	0.57213	89	125	0.215688	91	168	156	0.208531	2.17651	1603.37
2211	13	811	76	0.289479	120	237	0.50279	70	171	99	0.660558	6.9195	1057.79
2212	14	753	84	0.2417	107	84	0.366848	42	162	113	0.233486	1.96102	805.273
2213	13	806	85	0.245008	104	225	0.385549	93	64	136	0.696137	3.19768	1090.99
2214	15	797	80	0.772106	88	46	0.37803	79	132	131	0.0766971	0.965778	942.421
2215	23	799	74	0.604513	101	144	0.140049	98	141	162	0.687325	4.27798	1467.63
2216	12	839	74	0.908878	56	219	0.375507	46	170	87	0.52101	7.73908	1169.5
2217	24	840	85	0.813855	91	138	0.122027	75	146	173	0.0455207	2.60072	1968.55
2218	26	811	70	0.292804	68	43	0.259453	44	165	106	0.617551	1.35003	2107.74
2219	10	837	73	0.591643	107	151	0.592055	69	170	132	0.531747	4.30934	1060.13
2220	20	798	85	0.731683	89	177	0.467081	54	72	167	0.197093	4.88183	1267.62
2221	13	831	70	0.531783	58	216	0.119489	55	75	110	0.136386	5.28897	1136.5
2222	10	829	78	0.84843	110	112	0.44982	70	105	154	0.569367	3.00914	1100.38
2223	23	830	70	0.608056	73	246	0.338754	49	77	167	0.21232	16.6575	1682.88
2224	23	804	73	0.929285	59	122	0.603241	39	76	106	0.367627	10.0657	981.182
2225	22	788	75	0.938571	79	110	0.186448	34	172	107	0.235699	6.93133	1106.41
2226	21	782	92	0.758725	68	220	0.234717	41	119	177	0.325478	1.36187	1264.59
2227	16	759	83	0.266522	71	199	0.419358	71	130	154	0.545863	3.57814	809.378
2228	25	801	86	0.395488	81	112	0.362979	71	74	154	0.0538516	2.87804	1761.45
2229	19	780	81	0.799837	104	114	0.20611	45	62	150	0.0618447	3.37938	1058.13
2230	24	747	77	0.480088	57	110	0.179327	42	104	147	0.672506	3.32351	1122.73
2231	19	775	80	0.452413	55	202	0.181576	76	151	109	0.404922	3.76571	1126.13
2232	24	779	82	0.414747	77	49	0.13259	46	146	91	0.299356	1.06591	1492.98
2233	14	824	80	0.411774	122	102	0.424765	78	81	133	0.563701	2.24589	1156.11
2234	14	796	92	0.26937	65	51	0.30734	39	66	108	0.193495	0.105081	1069.22
2235	10	788	71	0.348723	54	63	0.62412	50	176	156	0.292148	1.23799	816.909
2236	18	818	94	0.777542	121	204	0.21534	35	85	71	0.586136	6.44837e-5	1388.93
2237	26	759	70	0.461739	57	108	0.348483	69	139	83	0.47241	6.01379	1415.47
2238	13	807	71	0.716769	83	174	0.407581	96	157	118	0.129134	5.2254	927.085
2239	19	830	70	0.298356	86	237	0.401557	81	107	64	0.745027	8.61259	1555.14
2240	18	748	79	0.702488	100	191	0.340165	37	69	138	0.374522	8.23135	671.574
2241	12	841	82	0.408373	101	126	0.12674	38	63	145	0.675401	1.58152	1178.13
2242	17	814	75	0.40677	92	52	0.370655	61	138	147	0.741873	1.32537	1250.82
2243	25	748	82	0.742934	95	125	0.437485	76	74	115	0.288664	5.7602	1143.83
2244	16	822	82	0.73991	109	91	0.691868	68	63	170	0.226885	1.94345	1230.68
2245	17	776	87	0.920247	95	186	0.477828	98	104	128	0.0225007	3.56844	900.4
2246	17	802	87	0.717906	92	226	0.328457	30	91	150	0.250004	5.35637	1104.72
2247	10	773	71	0.818823	108	41	0.481775	85	72	168	0.517747	1.04869	756.859
2248	26	814	72	0.334176	97	60	0.539197	52	100	78	0.236109	2.78582	2149.32
2249	20	769	92	0.367088	91	145	0.621778	54	60	110	0.748108	1.01861	1092.2
2250	11	792	72	0.329427	54	214	0.173998	83	149	160	0.151502	3.31552	863.461
2251	16	792	93	0.936595	84	69	0.484009	72	79	99	0.451742	0.0570597	1157.72
2252	26	773	90	0.478532	113	104	0.465713	77	130	60	0.434069	1.39832	1832.08
2253	21	751	93	0.471783	104	64	0.388647	54	85	122	0.742761	0.379049	1004.2
2254	17	748	72	0.63865	100	207	0.364678	83	84	61	0.0219529	9.66233	676.226
2255	20	753	90	0.601856	124	147	0.224995	65	140	91	0.135042	0.85266	1003.16
2256	24	805	84	0.80065	103	192	0.698296	31	162	142	0.474398	10.7163	1613.46
2257	11	763	84	0.62469	60	187	0.640861	64	107	139	0.643013	2.98379	757.575
2258	19	752	82	0.519189	61	141	0.63009	97	154	128	0.718331	2.68871	941.436
2259	13	832	80	0.732883	105	131	0.543925	76	179	107	0.116282	3.01197	1157.94
2260	15	798	80	0.210748	127	126	0.308859	51	85	75	0.491326	3.03116	1055.08
2261	13	777	86	0.49308	69	205	0.273655	76	171	114	0.487506	2.53998	799.157
2262	10	816	94	0.811191	76	235	0.471104	37	144	81	0.0975659	2.30893e-13	983.268
2263	16	782	90	0.84302	64	101	0.324683	34	103	132	0.425952	0.395658	948.432
2264	23	826	73	0.653433	57	155	0.269206	94	95	163	0.183904	5.16696	1688.43
2265	22	799	94	0.708873	61	180	0.678993	98	177	177	0.169375	0.00299841	1546.93
2266	21	809	91	0.945056	114	185	0.142703	73	178	136	0.306677	0.514461	1560.03
2267	19	810	76	0.894837	81	65	0.166661	95	148	86	0.551536	1.91356	1294.56
2268	17	795	89	0.424739	113	106	0.277521	96	155	148	0.132317	1.80254	1153.43
2269	20	773	93	0.610064	96	63	0.513852	69	140	159	0.08625	0.267868	1115.24
2270	23	837	83	0.825991	127	146	0.182854	48	88	121	0.489499	5.0234	1719.64
2271	15	761	77	0.736447	82	42	0.581076	98	179	101	0.409061	0.986417	889.68
2272	17	780	71	0.919121	85	180	0.541812	31	131	130	0.680417	15.0114	717.57
2273	18	810	72	0.804	85	152	0.638729	77	172	173	0.364909	6.4214	1231.13
2274	11	763	77	0.664461	103	248	0.288937	51	96	118	0.496473	10.2729	719.876
2275	18	768	92	0.707404	109	160	0.647927	61	137	71	0.56787	0.775708	998.556
2276	19	789	81	0.715152	128	224	0.506832	48	141	129	0.0924421	8.73702	1105.99
2277	16	804	92	0.666447	61	41	0.209026	97	143	170	0.0388485	0.0122113	1205.92
2278	18	817	76	0.690613	87	188	0.284068	54	82	113	0.283291	8.56426	1249.13
2279	14	839	79	0.768618	84	179	0.315284	62	138	153	0.121722	4.2529	1145.73
