fileNumber	cropAtStart	cropHalfways	k	propExposedImmigrants	lethalTime	immunityCost	cadaverDuration	timeAcceleration	sporulationOn	transmissionEfficiency	BiocontrolSuccess
14	29.4696	784.163	25	0.51961	101.1	0.177939	104.181	2.33639	87.411	0.152545	0
4	25.0742	818.343	20	0.453577	89.636	0.186314	95.9289	1.97923	81.5513	0.157275	0
10	18.9022	787.341	23	0.347628	79.7276	0.181916	59.5919	1.8753	84.77	0.384214	0
19	17.9932	780.455	26	0.472325	81.405	0.161907	68.849	2.00074	93.7135	0.191024	0
18	15.3464	820.524	21	0.306164	99.6029	0.209506	77.2534	2.06663	92.9198	0.45148	0
1	14.7148	801.922	23	0.395862	91.6321	0.0311625	80.7929	2.06888	95.151	0.461863	0
22	17.1504	790.421	20	0.446163	96.5318	0.0733836	62.7178	1.8299	90.2383	0.222578	0
19	21.4544	790.901	28	0.520003	97.8411	0.0862862	68.6111	1.78975	89.5697	0.328592	0
8	18.3975	777.802	19	0.65016	90.3244	0.0614532	91.0911	2.27995	95.6537	0.201824	0
36	16.3611	811.951	29	0.194669	73.9266	0.322219	74.9591	2.35723	90.0159	0.311144	0
15	25.7328	790.441	24	0.277685	92.4079	0.245661	80.9474	1.68998	83.8504	0.238329	0
33	23.3143	827.383	18	0.450043	80.7761	0.0594891	68.2297	1.14634	92.3852	0.212553	0
22	17.614	798.457	28	0.363346	85.8387	0.316374	82.8236	1.91658	80.6719	0.342182	0
39	21.741	802.544	22	0.281924	73.9926	0.206872	65.0904	1.61	90.7137	0.196953	0
5	21.2592	832.099	24	0.312239	95.3046	0.0794659	83.1832	1.59817	86.4525	0.391406	0
19	17.941	756.53	24	0.367113	93.2507	0.398503	48.3334	1.54764	92.6165	0.38532	0
27	18.1176	802.041	28	0.362017	95.5955	0.0769565	80.1092	1.92363	91.1741	0.370766	0
14	14.1955	788.703	25	0.298029	99.3183	0.326297	77.5274	1.84224	88.7688	0.293196	0
26	24.5733	798.427	25	0.301174	81.825	0.154781	90.8709	1.3637	87.5126	0.371286	0
22	23.8358	847.02	26	0.654844	101.136	0.0389375	99.463	1.88605	92.2799	0.315964	0
14	19.4845	793.133	23	0.274567	80.6889	0.262736	64.7082	1.28261	84.0445	0.100135	0
23	16.0851	777.899	23	0.30303	79.0727	0.0707804	76.334	1.75376	87.6072	0.173194	0
13	21.7599	804.19	28	0.434118	65.8621	0.225521	69.5374	2.24949	88.0551	0.268907	0
12	28.4948	754.368	29	0.365631	84.5587	0.29908	104.011	2.87162	86.4431	0.273331	0
16	26.9292	781.217	17	0.422663	63.9225	0.262539	89.2272	1.76363	87.1853	0.274383	0
27	14.5928	803.92	22	0.587028	95.3436	0.34813	77.6642	1.84045	92.3391	0.418859	0
8	12.2494	814.601	20	0.556029	85.7674	0.23319	86.5167	1.20409	90.2775	0.28253	0
39	19.3202	813.98	28	0.650499	83.7883	0.221485	76.9786	1.99273	87.5508	0.168305	0
13	12.4325	806.113	17	0.526275	89.7551	0.160999	81.2946	2.04373	84.2405	0.255231	0
39	14.9112	792.12	26	0.351036	75.5013	0.218069	100.341	1.42322	91.2056	0.386038	0
18	14.6612	814.771	22	0.38261	87.7639	0.20457	71.0581	1.10995	84.5909	0.293432	0
8	15.8002	783.62	26	0.389045	84.9868	0.243329	106.958	1.95575	85.826	0.256432	0
19	22.9009	799.588	29	0.195758	90.9909	0.0428871	80.0166	1.67049	91.9948	0.388269	0
38	24.8761	784.868	24	0.564615	82.9869	0.153896	110.711	1.88468	94.55	0.379051	0
23	22.6864	828.518	22	0.449105	87.6272	0.148373	80.5079	1.63907	92.8211	0.177618	0
13	15.3643	848.838	26	0.223377	69.6337	0.165918	76.3632	2.1234	93.2915	0.428304	0
22	15.021	783	29	0.221941	76.9642	0.150002	80.121	1.76033	86.6458	0.182711	0
12	24.2563	783.648	23	0.337772	99.71	0.321583	82.9441	1.54643	92.1891	0.280709	0
2	16.9903	783.231	21	0.587499	68.2079	0.281871	89.6253	1.27799	93.0854	0.291154	0
40	22.8159	798.096	27	0.283891	60.6409	0.193098	87.008	1.26274	85.1607	0.317836	0
32	14.8301	789.451	28	0.642059	87.962	0.330755	104.992	2.03994	89.902	0.21061	0
23	11.2193	793.708	21	0.2793	71.8176	0.118884	78.822	1.07689	87.6164	0.287035	0
1	24.8388	780.851	27	0.59118	72.4563	0.246696	93.5931	2.18127	95.7301	0.194133	0
40	22.8159	798.096	27	0.283891	60.6409	0.0875469	87.008	1.26274	85.1607	0.317836	0
30	12.4302	819.268	15	0.469748	56.8662	0.126896	68.6686	1.60391	89.2279	0.248915	0
22	20.7569	813.83	24	0.510664	78.3827	0.0477524	104.476	2.09042	86.6106	0.128618	0
29	26.9199	815.47	20	0.308356	110.402	0.0218547	78.522	2.25074	91.4614	0.106661	0
6	18.6504	844.216	18	0.595076	80.2688	0.241856	81.3232	2.9681	88.3864	0.0536433	0
39	25.5793	813.924	19	0.360662	80.4681	0.234632	76.8699	1.90083	97.0803	0.41332	0
19	21.4868	798.705	15	0.637432	109.374	0.362998	60.2293	2.63453	85.2483	0.27021	0
23	18.3811	805.254	27	0.489814	109.338	0.109352	84.7381	2.41884	86.3939	0.162272	0
4	19.3912	846.759	25	0.261232	70.7542	0.276893	69.6246	1.37532	96.2832	0.311214	0
6	18.6504	844.216	20	0.595076	80.2688	0.241856	81.3232	2.9681	88.3864	0.0536433	0
15	17.5751	793.811	27	0.656369	79.3897	0.150603	87.1018	2.96453	88.4845	0.15363	0
29	18.1557	806.071	21	0.602789	86.248	0.0624899	74.4212	2.48902	90.925	0.248093	0
5	24.2594	829.546	19	0.356369	63.1056	0.0315692	82.1538	1.59208	90.5025	0.0778003	0
8	21.2058	815.554	16	0.503671	107.109	0.192622	72.6049	2.25822	93.8393	0.38495	0
29	16.3563	817.218	29	0.192403	85.6471	0.22901	71.1187	1.74691	92.3819	0.321599	0
4	17.5393	777.167	26	0.30002	109.455	0.188437	74.3205	1.77374	89.3323	0.133631	0
8	14.6381	809.476	25	0.52506	100.947	0.133714	60.9086	1.93412	91.3912	0.163375	0
32	24.4875	760.71	16	0.496915	106.482	0.170804	53.7402	2.19078	93.0273	0.384608	0
22	23.1934	780.856	16	0.446559	100.502	0.265028	54.3693	2.25839	90.9287	0.37614	0
19	21.9956	804.051	27	0.206369	92.8523	0.214284	73.9408	2.56843	98.7098	0.306353	0
6	17.2649	792.936	27	0.338279	71.0313	0.267186	71.6776	2.94325	92.1669	0.456369	0
22	18.9083	786.41	30	0.379494	95.6054	0.172331	77.8223	2.32079	87.9235	0.158202	0
39	15.6942	791.216	28	0.390896	96.7502	0.107264	70.8784	2.62878	85.1332	0.455675	0
3	20.6544	816.434	16	0.423946	95.7874	0.242745	63.4801	1.93217	84.3644	0.270995	0
11	11.4604	804.981	15	0.450959	108.515	0.24012	66.0649	1.78376	87.7351	0.288597	0
35	28.5607	755.733	16	0.553765	98.9043	0.248416	85.138	1.98947	91.4125	0.239714	0
28	28.5973	768.49	18	0.331041	104.171	0.150653	72.211	1.7351	92.722	0.483563	0
33	12.7475	820.366	16	0.257225	73.8714	0.367511	69.3149	2.0564	91.6285	0.381669	0
34	26.1186	774.702	27	0.694715	107.59	0.163335	81.874	2.32905	81.0702	0.297093	0
18	14.3267	763.377	25	0.401958	95.0817	0.213446	69.6913	2.07682	84.1932	0.222948	0
32	27.6992	773.745	26	0.255844	93.7735	0.136347	83.9464	2.4948	87.3389	0.271512	0
23	26.4084	807.818	25	0.188658	99.6194	0.159383	99.5017	2.19796	92.7874	0.319541	0
21	24.3793	781.144	23	0.312789	112.089	0.169007	95.2037	2.67668	81.7852	0.331267	0
34	18.038	802.175	19	0.379067	96.0078	0.292579	88.1956	2.092	85.2036	0.245824	0
34	16.9532	813.428	19	0.370474	109.41	0.135081	60.9227	1.50992	90.3104	0.365365	0
11	23.245	805.447	30	0.436975	97.6609	0.223004	88.5203	1.4967	82.1168	0.331192	0
28	23.9459	817.871	29	0.317073	114.789	0.0560815	100.84	2.60089	85.2421	0.247286	0
37	24.0721	790.659	18	0.508909	107.743	0.0141452	77.9443	2.06903	84.5389	0.304694	0
26	20.3942	795.953	23	0.145067	86.7666	0.119594	83.5955	2.72403	94.0847	0.310234	0
34	24.3536	790.302	30	0.435968	103.296	0.190941	104.719	2.53005	85.8392	0.359851	0
23	24.6671	785.786	21	0.420618	83.2232	0.111941	72.0991	1.44085	82.6885	0.194943	0
25	27.0486	787.563	15	0.382207	94.9727	0.337953	108.417	1.65787	85.6874	0.362326	0
22	11.0273	818.023	19	0.366976	94.6583	0.0690085	75.5483	2.72811	96.2608	0.38265	0
3	22.0188	814.784	20	0.135892	84.9016	0.227577	72.4098	1.95374	86.6475	0.359042	0
2	21.3519	790.222	23	0.52794	92.2556	0.0565213	93.3	2.77529	85.5946	0.285392	0
7	22.1389	812.873	29	0.467583	106.104	0.169938	85.7199	2.11076	93.0494	0.21813	0
2	19.1199	753.71	15	0.536237	82.2855	0.341785	78.8244	2.48353	85.4814	0.262411	0
37	29.5368	769.285	19	0.378483	101.766	0.274065	99.007	1.98724	86.2973	0.191329	0
16	11.3219	765.044	18	0.291549	67.1995	0.277267	73.5731	2.32577	85.8298	0.245582	0
9	17.294	768.577	22	0.612211	100.862	0.24576	76.3608	1.74532	92.3693	0.167402	0
32	25.1378	820.544	28	0.392789	106.886	0.0281761	94.1999	2.39309	88.0264	0.356081	0
11	20.5707	832.807	25	0.173574	107.03	0.37883	61.5249	1.24525	88.593	0.332891	0
17	12.1029	769.208	15	0.45733	92.4396	0.226548	60.871	1.96809	85.5907	0.254163	0
33	24.2689	806.101	27	0.523452	81.8781	0.15238	111.589	2.09351	96.1166	0.328573	0
32	10.7954	778.629	19	0.260357	88.3734	0.140967	57.5488	1.63419	92.3592	0.319667	0
34	26.4875	763.419	16	0.486323	102.425	0.00926304	95.4025	2.46133	92.9597	0.241355	0
24	15.0019	777.644	20	0.601776	96.0112	0.14812	92.8326	2.70853	89.4739	0.280659	0
28	15.4852	817.541	26	0.132064	85.7625	0.0754395	78.2143	1.89371	83.2359	0.21059	0
8	11.9417	777.056	15	0.579689	96.6632	0.277782	76.7563	1.86695	91.6837	0.242502	0
1	14.6868	809.946	20	0.241215	85.9371	0.33427	86.2427	1.59848	86.8943	0.184293	0
32	19.3867	801.859	15	0.526588	96.549	0.313438	97.1787	2.09933	87.242	0.371168	0
12	16.2774	801.9	27	0.543982	62.5154	0.363371	60.3229	2.19445	94.0594	0.266449	0
31	14.2839	768.145	20	0.23895	85.1698	0.194911	75.138	1.67975	86.4336	0.204965	0
3	21.3627	831.686	27	0.672479	96.518	0.341358	78.6506	1.86742	86.6299	0.283685	0
3	19.6675	783.492	17	0.469206	66.6602	0.206649	97.6353	2.19956	84.0999	0.147103	0
2	20.135	768.742	21	0.122378	86.3074	0.275813	71.61	2.21033	89.6367	0.379555	0
7	26.5109	777.888	27	0.529588	94.9343	0.328103	104.69	1.88711	93.2135	0.322324	0
37	14.9027	787.601	15	0.513574	95.7641	0.335299	96.3036	1.89068	88.447	0.178262	0
22	21.4737	787.705	19	0.567582	84.413	0.157643	96.6791	1.70212	93.9638	0.311232	0
9	10.7305	821.093	21	0.29991	100.196	0.319792	96.0439	2.09713	86.5166	0.260176	0
37	22.2136	777.65	22	0.183821	100.368	0.156963	105.461	2.05692	83.696	0.390324	0
17	17.556	781.743	24	0.691651	96.0616	0.0816142	88.3251	1.87797	83.6203	0.333764	0
16	20.4567	812.15	29	0.6364	74.4946	0.286583	89.7896	1.83718	84.3582	0.409137	0
22	24.1718	824.107	30	0.519882	96.7572	0.138602	58.3177	1.08478	87.152	0.249309	0
12	26.7276	781.848	24	0.252659	97.5078	0.0987111	84.538	2.22806	92.7203	0.47375	0
3	17.037	826.991	15	0.211318	87.1139	0.247885	86.0643	2.33033	91.3518	0.330741	0
3	14.6019	759.553	17	0.502861	87.9925	0.0957058	100.025	2.09834	85.7562	0.195919	0
11	15.518	784.579	21	0.443724	88.1992	0.219502	100.192	1.96118	91.035	0.266031	0
18	24.3772	827.957	18	0.440789	99.7513	0.0359844	85.403	1.20283	92.7027	0.202273	0
6	24.9397	773.434	23	0.618742	77.9112	0.197033	65.9244	1.77913	89.9232	0.304832	0
5	21.4675	794.378	15	0.261467	96.6008	0.141405	96.4567	2.24391	89.5676	0.304694	0
8	20.023	776.444	26	0.280963	86.9762	0.262253	90.6439	1.68533	87.1647	0.176103	0
32	25.7328	790.441	24	0.277685	92.4079	0.245661	80.9474	1.68998	89.0237	0.238329	0
39	13.2027	771.819	24	0.331508	76.1105	0.244614	84.7282	2.28436	90.6614	0.177403	0
23	17.6372	799.422	25	0.369091	80.6743	0.0575502	108.14	1.95991	88.377	0.166284	0
7	18.2236	771.88	25	0.460733	91.5368	0.117329	99.7361	2.35656	97.25	0.293162	0
17	21.6869	805.477	15	0.435328	81.1924	0.184666	83.2147	1.08367	86.9576	0.179988	0
4	14.5313	792.166	28	0.22814	91.6601	0.358436	91.229	1.88757	92.3903	0.228365	0
30	18.6964	844.69	22	0.684713	76.4106	0.24205	95.2734	2.15364	83.2229	0.231626	0
12	18.881	810.836	15	0.213253	72.5286	0.0920639	66.3968	1.72255	90.9257	0.339098	0
24	25.3735	788.879	30	0.445488	87.6399	0.286924	103.512	1.1753	88.4744	0.158928	0
29	14.1299	755.9	17	0.352905	85.7895	0.131686	76.9931	1.46407	84.6749	0.333574	0
27	20.8177	781.203	26	0.336804	88.8661	0.254069	108.813	1.96571	87.2757	0.133203	0
4	16.575	769.694	15	0.184062	72.984	0.311775	111.051	1.52762	90.2283	0.0992781	0
34	17.3654	774.119	22	0.449222	89.7074	0.149734	106.165	1.68174	90.4034	0.165366	0
13	21.1624	830.517	26	0.556591	97.7195	0.338696	96.433	1.78319	90.2569	0.218733	0
25	19.0219	768.466	20	0.246493	77.9237	0.133402	96.2257	1.44529	85.9865	0.161295	0
17	13.4403	831.71	29	0.218392	105.809	0.323013	79.86	1.3658	84.7175	0.372071	0
28	19.2251	781.042	30	0.405274	76.2142	0.315949	80.553	2.3821	96.2385	0.301067	0
32	25.3132	803.362	23	0.241823	82.1722	0.0701164	84.5182	1.11931	90.5277	0.106367	0
29	15.6346	830.178	22	0.475148	88.4144	0.169023	97.4452	1.48806	88.2543	0.216559	0
12	14.4943	823.517	28	0.307129	89.6254	0.0144559	89.8607	1.80779	81.5621	0.18255	0
32	18.0252	832.892	30	0.408681	86.5552	0.289401	111.528	1.5015	82.8977	0.19379	0
17	14.5022	795.565	17	0.475324	79.1269	0.00256804	52.8734	2.5665	89.2449	0.197351	0
12	16.6361	806.614	21	0.340036	75.2051	0.166356	101.461	2.63308	90.652	0.0969818	0
29	16.5013	791.295	25	0.385809	102.48	0.205386	83.1881	1.91108	81.5863	0.110897	0
30	24.6649	759.501	24	0.667218	84.865	0.10607	61.8894	2.43579	87.1243	0.103467	0
1	21.072	845.577	16	0.265277	57.1257	0.151136	83.6149	1.65573	97.1775	0.121329	0
6	23.9389	816.526	25	0.362521	101.466	0.301386	58.5842	2.08734	96.514	0.102131	0
33	22.9964	816.38	30	0.411312	90.2007	0.28618	82.1993	2.2712	83.0885	0.0641358	0
9	22.9894	777.595	30	0.689228	82.9724	0.0337877	70.4339	2.09396	95.8049	0.089995	0
29	21.1038	835.563	23	0.380033	94.3264	0.113672	79.8315	1.49076	93.1449	0.199498	0
12	22.3431	756.162	25	0.386724	103.98	0.00276048	55.1756	2.70912	81.315	0.376411	0
9	18.8726	799.125	30	0.158406	91.0266	0.317864	68.4197	1.7417	93.4347	0.154647	0
5	18.0882	808.157	19	0.248539	95.1751	0.22375	59.1598	2.26109	88.6052	0.345719	0
17	20.5856	788.908	24	0.637952	100.359	0.234773	60.6907	1.82802	90.7275	0.148949	0
2	22.6185	785.202	26	0.491538	93.5107	0.338249	64.8985	1.39569	87.3101	0.0908458	0
3	18.7721	805.713	22	0.420888	90.3622	0.0996775	71.2669	2.12646	87.5493	0.176803	0
8	19.8917	822.591	30	0.384356	111.809	0.327973	92.1552	2.7337	87.3537	0.146668	0
1	14.9185	806.606	17	0.309418	106.318	0.234114	77.6234	2.42144	81.1521	0.28499	0
30	14.8806	784.329	18	0.524471	54.0367	0.266965	73.7752	2.20574	90.631	0.193983	0
39	22.1575	787.484	26	0.393168	73.8438	0.313935	56.7004	1.81168	91.4331	0.154386	0
39	18.8034	779.777	17	0.574093	91.9677	0.32912	60.9603	2.1299	95.8762	0.27515	0
16	16.5499	789.56	17	0.458501	91.691	0.344806	77.1643	2.5236	82.5	0.29582	0
26	20.6925	810.142	28	0.56136	94.4636	0.23438	54.5147	1.87285	84.4318	0.334393	0
3	13.2918	769.747	30	0.444837	77.9687	0.38187	97.949	2.31485	84.3632	0.14276	0
35	15.8427	802.79	20	0.103707	96.2205	0.109703	74.984	2.33024	84.2607	0.266399	0
36	21.8333	841.665	16	0.318435	89.4145	0.217949	59.6591	2.18523	88.0912	0.331908	0
26	17.5176	804.487	22	0.29686	92.0103	0.0138328	56.1554	2.03116	90.0223	0.30781	0
13	19.4375	779.969	17	0.549728	88.2401	0.31399	80.0546	2.49933	86.1798	0.283936	0
26	16.1986	832.247	20	0.677737	60.6064	0.087165	77.4338	2.35647	96.1761	0.360048	0
34	11.271	786.32	28	0.407122	96.4904	0.174096	70.8922	1.99525	96.5382	0.205907	0
26	17.5176	804.487	19	0.29686	92.0103	0.0138328	56.1001	2.03116	90.0223	0.30781	0
13	21.2126	778.624	27	0.390472	79.4069	0.338472	75.3534	2.69837	87.5524	0.445019	0
33	27.8339	817.265	28	0.327526	98.6313	0.29191	80.8071	1.31937	85.5574	0.204059	0
4	18.5788	755.361	22	0.177486	100.602	0.0655884	76.6061	2.33198	88.3074	0.305315	0
16	24.5766	816.695	26	0.325704	74.9573	0.0290874	76.9617	2.5694	88.0816	0.39544	0
6	21.7504	800.834	30	0.592204	78.6407	0.348642	93.6368	2.02782	82.2939	0.383586	0
17	23.1521	801.131	19	0.406119	100.756	0.175488	62.5296	1.4944	89.4768	0.268172	0
31	13.0577	817.069	21	0.558709	103.065	0.155598	72.9165	1.65378	85.8951	0.268556	0
16	19.888	794.481	18	0.305654	71.1596	0.0480227	78.0901	2.65293	89.4669	0.306647	0
35	20.6162	825.316	19	0.260694	96.7154	0.115524	78.367	1.46368	85.3913	0.27041	0
37	14.4004	779.548	15	0.567177	90.2276	0.229319	97.7978	2.356	96.6159	0.244927	0
3	18.6719	758.6	17	0.480056	107.937	0.0145334	81.5424	2.10705	88.5047	0.315875	0
15	22.9648	778.687	21	0.525869	100.239	0.3638	99.638	1.44355	92.3701	0.124578	0
38	16.4938	835.505	26	0.32025	93.9258	0.358585	79.7318	1.22306	86.5345	0.084067	0
36	22.6541	765.787	18	0.55909	68.1764	0.381077	83.2873	1.87782	83.885	0.159289	0
28	12.8181	764.329	18	0.420035	104.353	0.325915	86.917	1.99748	85.5319	0.219259	0
18	15.1728	766.712	29	0.304224	105.674	0.174708	82.1897	2.23398	91.4263	0.345861	0
7	23.5666	797.858	16	0.459316	102.46	0.265683	88.1929	2.12592	94.6716	0.236039	0
4	13.8616	813.088	25	0.176651	114.536	0.194168	80.3489	2.08485	92.0821	0.302542	0
13	17.2151	801.146	30	0.671723	96.173	0.326713	72.8356	1.85472	81.516	0.214115	0
14	20.3711	802.183	15	0.391542	99.9513	0.351128	79.0408	1.58251	92.2799	0.245237	0
15	14.8536	805.012	16	0.252977	105.939	0.269263	80.2682	1.80691	80.6006	0.393775	0
35	10.7727	819.292	22	0.480567	100.124	0.239672	77.7648	1.59493	85.3223	0.377128	0
40	22.8826	759.077	26	0.482644	72.5026	0.242648	65.058	1.89136	91.052	0.430197	0
13	20.7592	783.07	29	0.465968	69.6206	0.283664	68.7349	1.92288	91.3139	0.248676	0
32	22.4499	784.713	23	0.519037	101.05	0.013911	68.774	1.72375	95.291	0.248556	0
40	19.9229	799.97	16	0.481462	84.8407	0.34649	77.7337	1.32582	93.3918	0.188607	0
16	21.0523	781.169	20	0.38478	73.2865	0.276971	60.6572	1.00252	82.1769	0.369051	0
13	14.7615	780.251	21	0.504681	94.073	0.127145	79.0099	2.30539	89.426	0.380493	0
12	23.2905	813.458	17	0.614622	109.223	0.18769	83.7829	2.31243	91.32	0.267988	0
17	23.0397	755.275	16	0.616844	89.9146	0.106499	83.7951	1.59146	86.8068	0.304366	0
38	22.8064	801.789	16	0.298251	108.198	0.204065	108.904	1.94129	88.8087	0.175594	0
17	18.3655	777.195	30	0.304791	103.941	0.116772	84.2943	2.15023	94.043	0.288664	0
34	18.3858	770.045	15	0.608549	107.797	0.170789	73.9789	1.35965	82.956	0.407435	0
26	21.7489	789.584	19	0.251772	82.8591	0.242115	85.8892	1.85178	92.6791	0.171527	0
33	22.5611	791.299	23	0.4315	94.9855	0.366101	84.4443	1.45022	87.2694	0.227603	0
8	16.5368	788.609	20	0.171764	100.537	0.184051	99.3141	2.24299	95.9608	0.308454	0
4	22.5628	813.663	30	0.416136	107.774	0.223765	108.569	2.1954	92.9888	0.354887	0
21	21.4158	763.859	26	0.330227	101.123	0.0783865	92.6716	1.77595	85.9755	0.279489	0
6	17.1789	784.069	25	0.501943	89.7445	0.313164	94.8377	2.05834	93.4122	0.204885	0
22	20.1387	778.902	15	0.534919	103.386	0.133402	77.2703	1.58365	83.1605	0.324678	0
4	15.8189	812.054	29	0.648484	113.522	0.164251	84.4739	1.71729	92.4189	0.342698	0
14	17.8263	786.222	17	0.243146	104.041	0.229397	88.621	1.77709	92.8883	0.326	0
24	23.1171	813.731	30	0.371448	105.854	0.245154	81.1685	1.28459	88.6131	0.277603	0
32	26.1125	782.342	19	0.485178	94.8769	0.262128	105.287	1.88331	88.8499	0.247372	0
6	13.4874	767.082	25	0.554245	63.9856	0.322341	69.584	1.07954	86.2999	0.336154	0
32	10.06	786.95	29	0.39172	96.2579	0.273142	110.197	2.0383	85.0146	0.28121	0
33	21.6267	777.807	27	0.19379	84.6826	0.276853	89.2941	1.58695	93.9973	0.264758	0
26	19.6073	769.231	24	0.394816	92.9315	0.0504089	89.5464	1.75568	85.4135	0.266366	0
6	20.0015	751.022	15	0.547554	63.3	0.13386	99.0726	2.37245	93.8594	0.22098	0
24	18.8665	757.993	21	0.426562	71.3507	0.187212	92.9655	1.19054	93.9854	0.0626765	0
32	18.9182	765.714	19	0.410152	93.7341	0.146238	79.1834	1.43923	82.1033	0.212979	0
18	18.1406	815.022	17	0.331016	101.087	0.0990261	95.1708	1.39374	83.0699	0.29582	0
11	14.6881	761.294	30	0.415622	67.6261	0.310888	78.0519	1.46932	96.1724	0.367381	0
12	20.7764	804.386	25	0.299497	88.0562	0.242276	87.4635	1.97025	86.4388	0.338397	0
17	28.6375	803.246	18	0.321876	103.008	0.176585	92.9753	1.04418	84.1091	0.192952	0
24	22.1348	771.682	28	0.220974	104.279	0.126108	98.9185	2.25485	93.6188	0.399869	0
17	17.3008	814.513	21	0.519338	93.4178	0.146119	80.4343	1.54433	93.1095	0.159925	0
27	19.9281	774.169	28	0.403004	74.6028	0.0681929	92.6012	1.24056	94.9251	0.193168	0
3	22.3291	786.53	28	0.479292	82.3819	0.16518	109.053	1.84387	82.8852	0.133524	0
12	16.0371	789.459	17	0.269198	88.1506	0.138513	79.0978	2.21535	87.5095	0.361305	0
17	22.2986	770.664	29	0.375198	95.5167	0.291776	89.2133	1.16726	88.3639	0.277036	0
2	21.2638	825.353	30	0.549585	98.2223	0.3527	104.877	1.63112	94.2323	0.310024	0
3	21.7591	845.234	22	0.410197	87.3448	0.221606	98.6471	2.15714	94.0969	0.282915	0
24	25.303	773.889	24	0.230789	77.2462	0.17654	78.7077	1.86312	94.9422	0.251886	0
2	15.0957	825.407	22	0.482027	81.9166	0.249681	93.3132	1.01091	93.3859	0.176851	0
13	17.5351	798.081	22	0.179074	71.8087	0.217181	97.6566	1.72134	89.5162	0.299905	0
9	10.6442	834.655	28	0.339748	95.894	0.0525054	94.8342	1.52922	95.8115	0.339977	0
23	22.464	808.044	22	0.142813	86.0307	0.367682	80.7549	1.03679	94.0006	0.220756	0
16	21.4328	802.827	24	0.48484	62.1468	0.11498	91.8165	1.62298	91.1003	0.244737	0
16	29.7676	778.05	23	0.322408	73.2949	0.153073	76.441	1.66545	91.3351	0.351603	0
5	12.4921	794.356	18	0.226374	90.0454	0.280994	69.1113	2.72464	91.6091	0.252941	0
35	14.5234	780.176	27	0.182119	101.163	0.301143	60.1749	1.8335	85.9984	0.144526	0
33	23.5761	771.723	15	0.487447	110.254	0.334235	75.1926	2.23225	88.231	0.122466	0
8	18.0068	797.18	25	0.46751	111.639	0.0168076	97.2947	2.70198	90.9463	0.0672144	0
15	19.3725	765.006	25	0.169508	87.2393	0.310327	72.2269	1.98071	90.6578	0.135395	0
29	16.8426	789.302	30	0.28288	81.6344	0.110795	77.9324	1.73552	92.937	0.124065	0
34	25.8215	819.327	28	0.636327	102.063	0.174617	108.724	2.28687	98.9904	0.258357	0
17	26.3308	771.989	20	0.437112	83.0496	0.324342	53.4773	2.0389	94.2334	0.0811449	0
10	27.3287	785.255	15	0.358335	103.487	0.159479	60.4886	2.86344	88.1777	0.258627	0
38	11.378	823.733	18	0.213206	103.704	0.219608	54.4099	2.08779	86.4722	0.154935	0
36	17.0018	782.464	19	0.246677	60.6006	0.203115	57.6885	2.23414	91.1891	0.169227	0
13	16.8506	803.122	22	0.333739	71.7463	0.0908364	57.6764	2.72261	94.6257	0.46025	0
40	24.431	775.619	18	0.475023	88.8973	0.118518	84.1593	1.82125	85.6644	0.0826555	0
6	12.5052	806.201	28	0.176198	90.0186	0.23121	76.1878	1.78692	85.7162	0.136921	0
36	18.7025	817.353	21	0.501056	81.5765	0.296289	69.1083	2.83022	88.3487	0.226273	0
3	22.5603	806.243	24	0.581788	100.961	0.276656	66.9334	2.63324	84.5496	0.235119	0
16	12.2541	775.928	17	0.398153	95.5923	0.131184	63.2769	2.44213	88.8791	0.282798	0
17	17.849	790.964	15	0.57486	98.8768	0.360805	74.0905	1.87132	94.8003	0.105727	0
30	18.4512	806.25	18	0.374634	84.4009	0.363746	66.235	2.06686	90.2661	0.18527	0
30	16.1396	797.12	19	0.423833	82.3241	0.207407	59.6746	2.23192	91.4866	0.287824	0
10	20.9578	828.839	20	0.380459	65.0151	0.287201	66.6404	1.9006	86.4293	0.156935	0
6	13.1919	794.23	18	0.478276	100.934	0.289946	49.8422	1.64749	84.8599	0.382961	0
36	10.2277	815.501	15	0.545199	70.8963	0.240088	66.0854	2.30061	94.479	0.199871	0
5	23.1216	804.183	24	0.492898	83.052	0.173989	85.3654	2.10008	94.2368	0.469203	0
2	18.4698	788.322	26	0.257911	54.0786	0.250367	66.5839	1.44823	97.9011	0.170974	0
16	17.9467	756.735	17	0.683592	86.0159	0.200831	66.7858	1.84022	82.51	0.179092	0
26	19.2678	812.898	26	0.25574	87.4909	0.107823	70.9587	2.31637	87.8751	0.1725	0
33	27.2709	792.624	25	0.507595	105.358	0.257166	91.3194	1.68273	90.5522	0.291104	0
16	29.0899	803.549	25	0.61961	112.932	0.213955	66.1773	1.79675	93.1721	0.255654	0
26	18.5495	815.63	26	0.163086	88.0741	0.225016	69.2649	1.61741	90.3168	0.129554	0
10	18.0012	809.866	27	0.201312	62.5751	0.272225	87.6034	2.66506	88.05	0.202761	0
16	26.3581	755.413	20	0.455544	96.1934	0.350465	75.3658	2.25267	80.7485	0.354738	0
16	21.9948	770.074	26	0.538835	98.1394	0.130699	59.3196	1.76495	88.4456	0.378373	0
29	16.4881	799.284	22	0.233749	94.9056	0.18351	89.2439	2.42552	90.6934	0.356274	0
16	22.3843	822.855	17	0.186678	105.972	0.231428	86.6274	2.34622	85.579	0.310286	0
