fileNumber	cropAtStart	cropHalfways	k	propExposedImmigrants	lethalTime	immunityCost	cadaverDuration	timeAcceleration	sporulationOn	transmissionEfficiency	BiocontrolSuccess
21	17.6784	763.105	26	0.309418	64.5112	0.17099	56.4413	1.80476	92.708	0.461363	0
13	24.0884	751.162	28	0.391809	58.7493	0.330688	75.5803	1.58788	86.5421	0.343135	0
19	14.2769	782.361	30	0.400089	66.2444	0.117986	89.5886	1.48127	81.8101	0.22945	0
27	16.7022	797.787	26	0.357549	74.28	0.0956558	96.6312	1.63044	91.2958	0.294244	0
4	20.5535	806.426	25	0.496779	65.3519	0.334872	93.8737	2.12317	88.651	0.114965	0
14	28.7226	815.666	22	0.253294	77.9862	0.0127252	107.279	1.49137	93.4093	0.246994	0
40	20.4604	809.42	21	0.484866	73.1484	0.358238	106.452	2.73495	84.9098	0.40154	0
39	23.8093	836.283	15	0.323242	108.715	0.18579	86.491	1.47287	86.7209	0.199829	0
35	16.2113	759.631	25	0.279664	93.2656	0.319497	93.6267	1.75643	92.5983	0.398164	0
6	18.3303	796.922	20	0.490317	64.5025	0.2912	93.7346	2.00148	86.4637	0.192715	0
37	19.183	781.1	15	0.408525	95.2138	0.0791674	101.013	2.45855	84.3384	0.197791	0
4	20.9691	812.017	21	0.289682	69.4866	0.0878187	85.945	1.36289	91.4774	0.187785	0
10	15.851	799.611	25	0.40109	61.4857	0.359585	61.8499	1.39852	85.0157	0.235615	0
29	28.8566	790.106	17	0.323191	86.0381	0.203189	86.6815	1.49971	94.5125	0.358824	0
35	20.3443	770.331	23	0.503923	87.3901	0.0765259	96.6471	1.71399	88.7417	0.230387	0
35	21.8689	758.655	18	0.468935	71.1352	0.289553	104.418	2.12256	88.1945	0.179116	0
40	15.4819	805.903	22	0.195051	75.2634	0.359736	93.1419	1.92393	86.2568	0.477911	0
34	27.1481	800.219	26	0.292604	71.9979	0.111185	95.3766	2.04314	97.2424	0.330647	0
31	24.7787	806.254	16	0.48213	87.8908	0.309321	64.4562	1.5794	97.2449	0.252193	0
33	10.9318	798.887	27	0.382431	79.0727	0.29067	97.0186	1.64495	92.3399	0.235739	0
12	28.729	805.015	26	0.278814	52.6949	0.278219	71.9387	1.6089	89.9063	0.38466	0
6	23.1628	826.445	18	0.161075	73.3876	0.23722	87.1801	1.40705	88.6467	0.215951	0
39	16.9043	824.533	22	0.255601	91.2253	0.229041	102.251	1.58085	93.2571	0.202924	0
35	19.5009	788.597	22	0.444025	79.6323	0.131016	100.486	2.18681	94.238	0.244201	0
11	26.5226	782.243	24	0.445814	93.3879	0.281625	87.797	2.84741	93.354	0.327219	0
40	28.582	786.776	30	0.361994	83.9842	0.127107	104.534	1.78149	95.7479	0.271679	0
1	26.5209	790.054	18	0.282433	82.0179	0.266763	76.6933	2.65209	89.0315	0.224717	0
32	23.6084	784.73	16	0.651438	81.3785	0.105684	63.6573	2.11099	93.5106	0.129218	0
2	19.4382	796.024	29	0.449527	78.1212	0.0162851	68.4928	2.65682	83.3746	0.0978649	0
9	25.3311	786.857	16	0.300351	99.2058	0.272568	53.3522	2.47329	85.9063	0.182504	0
4	18.6534	808.941	30	0.468148	103.896	0.324999	61.5474	2.66802	93.2695	0.199581	0
28	18.7957	778.503	30	0.523113	109.795	0.153978	70.3634	2.66767	89.1354	0.124932	0
27	23.9971	785.062	29	0.607597	84.0205	0.391595	65.6959	2.82717	82.8906	0.178761	0
34	28.3022	812.911	24	0.504512	94.6205	0.118905	72.3357	2.40284	86.1744	0.260428	0
32	19.7626	817.097	18	0.475575	82.9628	0.147461	52.0673	2.2627	81.8981	0.232396	0
35	28.3274	808.623	24	0.415108	91.846	0.0728051	55.3994	1.831	86.2002	0.264541	0
18	24.0446	793.29	19	0.288235	93.4357	0.0852315	55.9396	2.46863	90.7312	0.297586	0
31	19.1357	787.236	29	0.251808	84.7628	0.193232	65.0218	2.79818	89.0202	0.230819	0
11	18.4775	781.402	18	0.479394	83.438	0.341396	69.6595	2.20702	85.4115	0.258947	0
34	17.433	835.622	17	0.545129	80.5749	0.305022	76.0585	2.4639	88.532	0.26382	0
31	14.2699	780.51	23	0.316454	86.3395	0.21691	72.011	2.93359	95.8695	0.261504	0
25	20.9653	806.162	16	0.477845	80.9892	0.235182	84.4345	2.16587	90.2141	0.105677	0
18	21.3958	806.266	17	0.32909	86.8414	0.105547	72.7414	2.00942	90.6658	0.377674	0
4	19.1537	774.188	24	0.660344	76.5522	0.154126	55.7339	2.35543	83.5401	0.176224	0
3	21.5574	791.964	16	0.438213	95.4839	0.372811	85.7653	2.70756	89.4521	0.214594	0
27	27.8027	773.669	17	0.210603	91.0624	0.113204	68.5141	1.80771	80.3031	0.251256	0
35	20.3748	811.678	21	0.422078	89.7551	0.203367	74.5393	2.2096	85.1816	0.146136	0
27	25.0937	844.034	26	0.215894	75.617	0.306673	92.6428	2.35316	84.8965	0.0814221	0
8	14.5062	779.389	29	0.409104	89.787	0.220985	68.38	2.87322	87.5042	0.345316	0
14	25.2135	798.349	24	0.541679	96.0717	0.334306	84.8074	2.92811	84.6529	0.361593	0
1	16.3314	780.564	21	0.200274	79.9644	0.213207	90.1239	2.65209	85.8672	0.354123	0
29	18.0627	831.392	16	0.375987	78.5019	0.238013	71.4117	2.30823	83.4444	0.177785	0
34	29.4284	757.965	29	0.129026	86.9538	0.21228	72.4547	1.56293	87.0092	0.276301	0
32	16.7076	763.231	20	0.33369	73.8356	0.0691098	64.2307	2.34064	90.6999	0.23634	0
34	24.922	771.489	27	0.577884	66.8606	0.307936	99.5065	2.99056	88.9245	0.203674	0
32	24.2542	831.368	18	0.418196	73.4743	0.263995	69.945	2.41873	92.8479	0.266182	0
34	20.4224	786.196	22	0.459028	82.8977	0.249197	78.0854	1.98079	84.2252	0.360885	0
1	17.5991	814.675	25	0.439729	91.364	0.154879	90.8887	2.94121	90.5177	0.24285	0
12	26.8316	824.428	26	0.444814	79.8717	0.372192	59.1866	2.36322	89.1206	0.227458	0
26	19.611	790.58	22	0.42008	74.7133	0.203857	54.7448	1.85046	88.5212	0.22713	0
22	17.8692	812.295	22	0.629119	76.0352	0.192756	62.3987	2.13627	82.1392	0.348136	0
18	20.5088	783.852	22	0.485203	87.554	0.266598	88.6702	2.31002	91.6642	0.489675	0
8	19.7314	805.371	26	0.52946	79.549	0.282055	93.2604	2.38851	86.5574	0.27223	0
8	22.1405	801.231	23	0.276979	84.2481	0.323105	64.1777	2.13904	87.9613	0.180317	0
1	19.9118	786.946	20	0.448052	90.2948	0.154011	89.6366	2.31971	85.9497	0.424521	0
1	15.8365	836.263	19	0.577972	81.6585	0.00529225	78.9813	1.69177	91.0439	0.290582	0
18	14.1699	833.012	19	0.262802	89.5937	0.221637	77.5802	1.98873	83.5759	0.469693	0
34	23.5941	792.948	23	0.543085	80.1057	0.208463	73.1245	2.04768	84.6168	0.218582	0
11	19.6133	828.018	21	0.675012	78.1785	0.284894	86.0669	2.10538	83.7434	0.167039	0
31	20.2344	811.419	17	0.514366	88.6849	0.188765	52.8923	1.22799	88.972	0.290598	0
35	23.144	798.672	25	0.578278	91.0872	0.108579	84.8198	2.01795	92.5449	0.46468	0
25	22.7351	780.03	18	0.382364	79.1097	0.118211	110.951	2.85638	85.6499	0.256956	0
15	16.0301	795.735	24	0.485411	71.5103	0.132592	71.7478	2.48843	88.3704	0.200819	0
2	17.2504	819.159	17	0.398932	76.9616	0.0564415	85.614	2.41542	83.1885	0.274199	0
9	20.3198	778.671	29	0.601353	72.4129	0.111834	74.9342	2.46122	88.0374	0.192521	0
19	23.2805	819.174	25	0.441365	80.4632	0.0743071	85.682	2.30539	88.9699	0.164096	0
11	21.1578	774.212	17	0.501139	81.2552	0.306775	70.7254	2.0003	85.5417	0.148704	0
22	19.5679	842.326	15	0.364855	81.8105	0.148441	102.88	2.36629	83.4766	0.236057	0
14	18.5796	794.739	28	0.457784	78.9125	0.322402	88.0212	2.44603	94.4386	0.241651	0
11	18.7774	819.619	26	0.200326	81.0594	0.21116	103.893	2.01743	89.2879	0.3277	0
1	26.7135	801.157	18	0.602255	87.8552	0.154257	104.209	1.99703	89.122	0.211117	0
13	25.9837	795.596	20	0.595126	83.1798	0.26636	73.5167	2.12294	92.4392	0.230495	0
23	19.0098	758.874	24	0.536568	70.088	0.125877	83.649	2.19612	80.8195	0.296363	0
9	18.207	788.025	30	0.602201	82.218	0.336234	80.4438	2.10598	83.5446	0.269843	0
19	23.8063	763.273	18	0.368682	78.7619	0.226486	76.882	2.03607	85.1533	0.25396	0
19	16.4975	768.922	21	0.174566	66.9132	0.138993	76.7587	2.58918	84.1971	0.164944	0
16	28.41	835.466	25	0.331557	57.402	0.103433	48.5486	1.13811	87.0261	0.399568	0
28	19.7366	800.471	26	0.445721	82.6422	0.199718	81.6377	1.82212	86.701	0.267737	0
8	26.0386	811.555	22	0.326004	81.4654	0.286243	91.142	1.90958	97.2475	0.295413	0
8	18.9621	807.376	26	0.568639	81.9456	0.218522	92.7005	2.1138	86.7317	0.285794	0
39	23.5091	803.451	27	0.526119	74.9172	0.166669	86.4679	1.98813	93.8869	0.423861	0
25	20.2396	796.702	26	0.388488	81.591	0.2483	76.5939	1.2154	80.4521	0.365502	0
32	17.7087	834.739	25	0.301256	84.7215	0.385312	61.6638	1.93688	84.2935	0.282999	0
1	17.159	763.768	19	0.325178	77.1194	0.179787	80.0522	2.16837	90.0096	0.242155	0
7	10.3986	834.131	24	0.192124	93.9809	0.143716	87.0705	2.31377	86.0267	0.173218	0
13	13.889	796.2	18	0.203005	77.1778	0.144612	60.3865	1.68981	83.5655	0.209768	0
23	11.6216	780.186	23	0.444861	69.2259	0.0995812	81.6258	1.98071	91.2236	0.304625	0
17	17.6495	775.823	20	0.307369	70.4988	0.254907	83.1107	1.85503	92.1375	0.377078	0
2	28.1686	818.613	23	0.43446	76.1805	0.125548	95.3581	1.88513	92.1514	0.191242	0
36	20.8365	772.689	30	0.269806	92.6278	0.285567	82.6768	2.90646	89.7897	0.364866	0
15	18.4876	824.64	24	0.628168	70.0401	0.173452	74.5619	1.85742	87.2475	0.217299	0
23	22.113	845.305	26	0.580044	77.0685	0.243296	106.94	2.14752	91.8282	0.149496	0
24	16.1376	809.004	30	0.31805	87.6905	0.308144	75.1182	1.74178	88.0654	0.267938	0
33	21.1677	835.137	26	0.428574	99.6235	0.274937	94.8736	2.3387	90.5458	0.213461	0
25	20.8786	802.082	27	0.58535	79.0752	0.194703	85.5109	2.0409	90.753	0.176006	0
22	21.7883	804.355	19	0.231565	72.0978	0.356629	84.3188	1.59676	85.5368	0.256889	0
5	16.5322	813.765	28	0.362888	79.3873	0.0459688	94.0069	2.09578	86.2551	0.350357	0
40	17.4018	820.289	29	0.472723	79.0284	0.0447531	73.3107	1.68811	91.492	0.216008	0
15	21.6056	788.867	22	0.310371	68.7897	0.142278	88.8263	1.58064	89.1263	0.215092	0
7	25.2574	771.825	23	0.377764	69.1993	0.384318	56.4278	1.21273	92.2203	0.169583	0
37	17.4565	792.201	25	0.384915	69.4997	0.266671	66.2755	1.59918	87.2136	0.151628	0
37	21.0538	760.104	29	0.465944	96.5145	0.217211	77.0583	2.52587	92.6147	0.199042	0
8	20.2047	786.78	21	0.494804	67.0959	0.245678	87.7518	1.86772	96.5301	0.131978	0
27	12.9897	816.572	30	0.610308	84.1561	0.132611	103.008	2.35751	88.3291	0.254231	0
4	15.1542	794.954	26	0.187963	79.1023	0.195609	79.1073	1.31428	89.9912	0.293365	0
33	21.8262	839.23	25	0.56292	97.6206	0.0481126	110.893	2.30185	95.8628	0.191045	0
10	26.6889	761.836	21	0.161301	95.4774	0.237014	82.4822	1.49574	81.0766	0.29482	0
39	17.1147	827.297	28	0.237628	86.4485	0.111575	65.8934	1.54698	91.8606	0.215264	0
31	22.4557	780.425	20	0.576796	71.8769	0.283166	100.3	1.73289	92.873	0.165655	0
19	12.0856	823.5	26	0.273725	65.5563	0.33718	64.6972	1.25204	98.0174	0.413874	0
12	19.439	781.901	16	0.580355	62.6591	0.171406	76.6085	2.10674	93.8625	0.264189	0
12	21.8056	807.133	26	0.620549	69.6759	0.101418	65.969	1.93494	88.4615	0.268473	0
23	16.2648	817.966	22	0.392411	73.5831	0.100706	104.145	1.63534	92.0319	0.132087	0
13	22.6583	754.35	30	0.379808	61.857	0.060892	84.8421	1.33268	90.5674	0.226091	0
22	15.6549	806.025	30	0.560548	68.5164	0.128498	94.5566	1.15698	92.1301	0.269492	0
30	22.2536	788.388	21	0.333323	56.5838	0.162368	73.1063	1.57069	90.7676	0.298847	0
33	22.1195	786.975	25	0.548691	82.1963	0.307548	58.8396	2.84419	92.839	0.38252	0
28	22.4999	778.745	21	0.253118	103.557	0.140441	89.3668	2.86687	89.9635	0.092222	0
38	24.5028	801.514	19	0.388778	86.9687	0.221879	75.6394	2.91411	87.227	0.110199	0
29	24.6525	769.597	19	0.320556	96.5283	0.31062	55.8124	2.36715	91.145	0.176875	0
29	21.2439	792.906	18	0.682975	106.585	0.204941	85.2954	2.69932	85.3264	0.168176	0
11	17.2623	789.338	30	0.554948	54.1931	0.215454	79.5396	2.16525	96.1888	0.0913275	0
11	21.5457	805.512	17	0.282582	80.1909	0.273699	57.9925	2.09283	84.5019	0.145129	0
18	29.3005	772.564	26	0.421741	90.8018	0.243556	88.7824	2.86096	97.4217	0.13903	0
11	15.1379	782.314	16	0.278753	78.5936	0.217919	59.6488	1.75426	95.0903	0.0621202	0
35	18.3842	820.994	26	0.286133	78.0837	0.330184	65.6924	2.72201	94.3032	0.135848	0
22	23.7624	821.795	20	0.536833	92.0814	0.167809	51.7015	2.02233	84.0379	0.177019	0
15	16.0301	783.12	24	0.485411	71.5103	0.132592	71.7478	2.48843	90.6296	0.200819	0
29	28.3985	768.953	22	0.213065	101.971	0.217452	59.1705	2.64264	86.8593	0.257294	0
14	23.2378	806.883	26	0.336319	87.2744	0.218039	100.331	2.7552	84.4306	0.252669	0
39	28.269	761.247	25	0.300103	88.3477	0.0690085	71.4879	2.13758	84.7495	0.389087	0
18	18.248	760.698	18	0.541065	99.3062	0.194109	57.5244	2.45988	91.0054	0.277119	0
16	23.1082	797.124	21	0.381938	74.9653	0.230496	62.0293	2.52047	85.4286	0.374892	0
8	27.5123	786.797	30	0.417479	87.4707	0.20546	86.4269	2.3	94.2198	0.247235	0
25	26.2218	800.226	24	0.57024	100.252	0.28951	70.566	2.23291	88.5032	0.183996	0
11	18.6834	798.917	29	0.589925	63.7545	0.0376885	61.9333	1.59401	95.5021	0.27787	0
4	17.3756	830.815	17	0.332245	81.2818	0.246186	94.3774	2.45105	88.5751	0.164891	0
21	13.0333	803.807	16	0.493058	81.6537	0.253303	85.6972	2.10159	84.5921	0.220961	0
1	17.6734	822.602	16	0.511446	93.0168	0.147054	79.6773	2.14737	92.397	0.21635	0
29	16.8739	813.929	18	0.540759	79.1072	0.248947	74.6921	2.51059	86.6114	0.205066	0
33	17.3196	755.206	25	0.51416	82.9941	0.236871	76.8361	2.89588	86.3575	0.322379	0
14	27.099	824.229	23	0.227805	80.0814	0.147325	75.0462	2.04217	92.798	0.153601	0
31	15.8158	782.271	24	0.595477	90.1444	0.313328	72.9504	2.42531	87.7426	0.360136	0
18	22.6498	769.139	23	0.364512	78.601	0.304319	63.3169	1.68497	84.8331	0.292807	0
32	25.1378	820.544	28	0.392789	106.886	0.0699829	63.622	2.39309	88.0264	0.356081	0
29	23.2814	796.885	26	0.604731	76.475	0.138193	50.4848	1.7334	81.5459	0.170243	0
31	20.2901	805.065	25	0.438465	95.7442	0.362892	99.7707	2.30026	88.6238	0.313678	0
7	22.2128	805.679	27	0.39486	95.3696	0.0364683	76.6376	1.98583	88.5449	0.376436	0
30	21.415	786.814	19	0.478301	90.5894	0.0444694	98.638	2.95711	91.1338	0.229306	0
28	15.1994	805.808	17	0.464191	85.4045	0.165085	83.3818	1.96727	87.0036	0.448442	0
4	19.9941	761.07	19	0.490635	73.5413	0.0457832	75.0064	2.42963	85.1722	0.237644	0
9	23.0743	809.452	19	0.439315	88.417	0.23972	92.7069	2.28012	87.6133	0.187272	0
9	22.4824	769.589	26	0.105285	80.4608	0.208136	94.2554	2.46852	87.8303	0.358671	0
23	22.2863	778.248	25	0.500835	83.8971	0.190837	69.2089	2.20622	90.8318	0.234729	0
9	15.1717	817.625	20	0.28707	90.139	0.248399	103.606	2.9681	86.6876	0.276952	0
3	22.1551	766.555	15	0.440466	67.2511	0.257305	66.7	2.18159	89.9162	0.371905	0
4	14.774	810.231	16	0.365015	86.9513	0.238586	103.606	2.09193	90.8333	0.311039	0
40	25.1022	817.009	22	0.265931	85.473	0.134244	77.8558	2.5196	82.0186	0.396896	0
24	19.1063	817.899	15	0.65931	81.0497	0.245366	70.6835	2.04909	92.6443	0.182481	0
39	16.9461	810.078	15	0.454026	73.4939	0.144509	76.7103	1.78878	90.8802	0.0967036	0
35	19.4576	837.452	22	0.49998	78.7421	0.121741	80.8689	2.01409	88.2885	0.155281	0
22	17.2521	799.266	16	0.371856	73.3904	0.208225	65.7376	2.02032	88.075	0.15284	0
38	24.5214	756.656	20	0.358496	85.3408	0.164298	73.4421	2.24233	90.3047	0.303883	0
26	21.1578	788.416	17	0.501139	81.2552	0.306775	70.7254	2.0003	85.5417	0.148704	0
18	11.5259	773.029	16	0.563234	76.4054	0.182157	77.174	1.90324	89.4641	0.286213	0
26	20.02	820.776	21	0.380436	80.0595	0.0380553	94.8019	2.22863	86.3818	0.313749	0
25	20.5327	780.678	17	0.474596	77.6778	0.345377	83.6782	1.99533	86.8984	0.122224	0
7	15.2591	822.171	30	0.245903	86.2109	0.195059	76.7877	1.80675	92.6844	0.371833	0
35	25.2072	792.213	27	0.152672	92.6307	0.103363	89.3192	1.88239	92.044	0.331606	0
22	16.9221	819.674	20	0.56565	82.7507	0.245743	48.6241	1.181	90.9825	0.402155	0
23	25.4661	829.25	22	0.496047	93.3431	0.216895	87.9703	1.6007	89.5747	0.258424	0
8	25.4911	785.782	30	0.668763	84.0374	0.241727	78.6816	1.70326	91.1375	0.251767	0
1	20.0868	775.578	19	0.551388	102.61	0.182909	77.6594	2.20301	92.613	0.195813	0
18	12.1298	815.886	18	0.200742	87.5742	0.236934	73.8822	2.28401	84.981	0.332077	0
18	18.2511	783.46	20	0.241329	78.1087	0.206456	78.6292	1.78619	86.7358	0.245841	0
26	20.02	820.776	21	0.380436	80.0595	0.241985	94.8019	2.22863	92.8901	0.313749	0
17	14.8077	795.075	18	0.499265	77.7507	0.25568	78.8029	1.88453	80.1128	0.205427	0
31	24.2805	781.939	18	0.599154	82.9363	0.216009	68.9537	1.25507	89.6924	0.188806	0
4	17.4304	787.119	25	0.166134	76.2737	0.209327	92.0989	1.48326	83.6758	0.26879	0
17	22.0453	786.414	16	0.298806	82.3024	0.170371	89.8208	2.04381	87.216	0.230135	0
34	13.709	835.485	20	0.647739	87.2368	0.159399	93.6435	1.87851	91.7079	0.223779	0
19	19.7448	770.272	22	0.408369	77.7909	0.0457832	54.5867	1.3054	90.713	0.344573	0
26	11.1198	844.2	23	0.572951	96.8026	0.268723	72.5181	2.69799	95.0467	0.416369	0
28	21.0545	768.727	17	0.434916	62.0491	0.188407	95.1088	2.92159	95.966	0.343056	0
27	11.7033	819.194	17	0.244642	92.1898	0.36774	102.173	1.98005	89.8631	0.391798	0
7	21.0053	800.508	17	0.154542	84.0616	0.170201	107.136	2.29009	96.3629	0.391128	0
4	20.7824	783.424	30	0.119685	82.5362	0.259173	70.6444	1.44556	85.8138	0.332418	0
9	11.8871	819.669	17	0.220621	77.7934	0.167747	78.5005	1.97337	93.4044	0.236746	0
21	20.2448	827.836	30	0.564933	101.346	0.282301	73.8237	1.98472	93.2972	0.194645	0
30	25.9749	810.058	27	0.627227	57.7083	0.342765	92.7326	1.73221	93.2192	0.0904824	0
23	21.5302	832.363	16	0.415801	91.3835	0.292736	82.1825	1.70886	92.957	0.115317	0
4	26.0222	782.698	24	0.496752	83.9576	0.162574	82.6792	1.69612	91.871	0.300093	0
2	21.608	763.859	26	0.378236	78.2732	0.238459	56.3536	1.4418	87.7049	0.364187	0
1	16.704	839.29	18	0.293881	97.7049	0.227346	89.5042	1.92603	96.6576	0.238943	0
5	14.4355	817.06	22	0.432455	78.9446	0.287973	57.963	1.93516	88.6789	0.298795	0
3	22.7797	785.46	30	0.659873	94.7721	0.23665	78.1714	2.28592	89.7192	0.298642	0
16	24.3665	807.966	29	0.576363	90.346	0.03842	82.9056	2.06738	90.3683	0.259435	0
38	19.8294	772.511	24	0.407255	67.1478	0.038003	98.058	1.84845	91.4247	0.203127	0
19	19.7908	814.71	15	0.364672	75.7167	0.176265	103.215	2.27548	95.2296	0.334297	0
32	11.2646	841.139	16	0.423991	90.3568	0.243231	104.138	2.16525	91.9523	0.476339	0
18	20.2626	790.094	26	0.43332	79.3431	0.0699161	102.144	1.32617	92.4257	0.310916	0
14	15.1682	778.959	27	0.404005	83.5901	0.259507	91.9992	1.57416	90.623	0.313837	0
14	18.4449	796.178	27	0.215204	76.0845	0.0986868	94.4756	1.79748	91.3011	0.152751	0
37	25.9353	767.819	17	0.390138	76.3383	0.284434	98.203	1.65106	87.2905	0.169303	0
28	19.0732	764.02	21	0.167059	78.9471	0.148895	77.3136	1.39133	86.0412	0.265998	0
23	21.7646	832.799	22	0.514749	85.9987	0.248997	85.0558	1.58468	94.5926	0.278421	0
12	24.344	788.099	30	0.542913	80.225	0.154208	87.7864	1.76215	85.6209	0.365275	0
3	16.8011	815.119	17	0.440443	67.3647	0.147207	95.2	2.58486	92.7847	0.286113	0
27	12.4547	799.907	25	0.453458	86.2604	0.187615	73.5295	1.39524	89.6487	0.164255	0
13	18.2786	799.8	27	0.361282	56.51	0.177422	90.8532	1.67876	86.9317	0.194986	0
28	14.3102	832.042	27	0.379202	64.6409	0.181086	90.0665	1.07841	95.1873	0.133417	0
40	11.3563	758.956	18	0.387595	65.1948	0.334376	58.5111	1.77251	92.0723	0.378023	0
1	13.3615	806.082	20	0.206912	81.3205	0.296428	89.3724	2.17788	96.3323	0.385479	0
11	14.8425	818.983	25	0.473271	79.9937	0.209089	87.5822	1.55884	93.5215	0.168562	0
7	19.8702	775.461	24	0.415085	74.2173	0.198354	94.8521	1.64201	85.5467	0.156396	0
4	16.4815	781.027	17	0.401824	63.6169	0.125199	83.7488	1.05054	93.7631	0.157556	0
28	22.3918	799.944	24	0.389068	113.847	0.181041	63.0995	2.89312	84.7949	0.410802	0
22	19.7292	771.308	27	0.295937	71.4562	0.310727	49.4138	1.62609	91.2679	0.11273	0
4	25.3056	795.716	17	0.504765	94.7309	0.13459	49.9847	2.03518	85.0769	0.300948	0
24	22.7274	837.022	23	0.339604	107.248	0.149717	93.3662	2.07187	98.7184	0.302937	0
34	29.0574	806.09	25	0.49183	107.843	0.240441	76.7248	2.36965	83.4074	0.250949	0
32	24.5412	802.559	29	0.145777	111.729	0.243442	66.7825	2.64133	88.5622	0.221446	0
2	21.804	824.895	16	0.384602	95.7774	0.356149	50.7603	2.75586	86.256	0.190827	0
37	17.9635	822.817	28	0.328247	94.7531	0.28073	64.4076	1.721	94.9808	0.101767	0
35	23.542	812.366	23	0.483598	91.9507	0.343042	65.0471	1.73179	86.5073	0.107488	0
32	26.6367	788.153	20	0.231279	80.4802	0.250853	97.249	2.67347	88.9833	0.0588699	0
25	22.7428	784.823	19	0.308516	85.6618	0.0378984	79.3734	2.1449	92.1579	0.165129	0
8	12.9069	810.174	30	0.538098	99.9304	0.0346205	74.5242	2.98764	88.798	0.453632	0
1	28.0071	842.444	17	0.14208	100.454	0.338101	85.6795	1.83538	86.8208	0.152132	0
16	26.2625	817.484	25	0.472549	76.7292	0.272167	55.3624	1.87637	83.9083	0.311671	0
17	16.2967	780.978	30	0.243484	88.212	0.312917	61.8631	2.82443	88.3596	0.373294	0
9	21.3888	798.018	17	0.375108	101.719	0.0111037	74.9118	2.04291	96.1815	0.203776	0
28	24.7971	759.965	22	0.423811	97.7342	0.119331	73.3004	1.94815	89.0046	0.127139	0
23	19.1755	756.467	19	0.555209	81.9239	0.228316	75.4645	2.63005	94.8545	0.401816	0
30	18.9242	837.387	21	0.507083	64.9983	0.126166	66.3329	2.09789	86.4465	0.146105	0
23	12.9553	765.604	22	0.431636	86.1245	0.130494	49.9073	2.04247	87.38	0.423707	0
2	26.2047	805.606	24	0.578191	97.8744	0.351843	49.3725	1.66802	88.6703	0.189402	0
19	24.4592	807.276	21	0.23657	98.8965	0.139435	80.1898	2.38951	84.5956	0.243924	0
22	27.6969	788.144	16	0.418151	100.282	0.14965	70.1108	2.39689	95.481	0.276702	0
27	21.9988	774.064	15	0.271491	66.3066	0.149416	77.5514	2.30247	93.2268	0.139231	0
15	23.4111	827.937	20	0.60588	101.517	0.311586	68.0846	1.83202	86.0139	0.303023	0
21	21.0303	805.364	19	0.389759	100.428	0.105934	62.2108	2.20309	91.2838	0.366897	0
11	13.8997	807.834	18	0.382162	85.6814	0.117246	75.9338	2.00712	91.323	0.284086	0
26	21.4505	821.323	25	0.382655	83.624	0.236002	97.884	2.20357	88.2856	0.352565	0
4	22.4607	802.831	25	0.308888	99.2218	0.149516	82.4438	2.67883	90.0011	0.349572	0
14	19.6259	829.15	16	0.247775	111.122	0.278378	67.1513	2.07202	87.1132	0.332739	0
24	23.0655	769.085	23	0.420843	94.1068	0.171052	80.4034	2.19972	82.8402	0.285929	0
18	16.1868	808.118	24	0.410576	99.5007	0.301362	82.6287	2.6397	94.1379	0.218601	0
27	21.552	813.317	16	0.167342	95.5134	0.389809	73.4216	2.29201	91.799	0.311811	0
17	23.4018	805.8	19	0.354186	88.8635	0.00866416	74.8295	2.35704	89.7911	0.189071	0
19	19.9859	824.457	28	0.410397	100.484	0.0853431	80.2302	2.08831	90.1081	0.289404	0
31	23.4735	807.872	21	0.653607	110.562	0.0896196	80.9165	2.1946	89.0074	0.430865	0
36	18.353	849.19	23	0.652646	65.1448	0.19036	64.3701	2.48867	94.1961	0.443192	0
39	15.8106	785.237	16	0.388644	66.2522	0.329817	76.0463	2.77623	89.9926	0.300605	0
22	24.2552	801.109	24	0.25508	90.1015	0.250668	84.1177	2.52085	93.1636	0.286649	0
2	14.0734	803.178	27	0.405363	86.399	0.110577	48.1445	1.82778	90.2276	0.374673	0
15	22.8341	820.864	19	0.387126	103.402	0.102196	85.2379	1.97225	81.9317	0.345176	0
17	23.0397	755.275	16	0.616844	89.9146	0.106499	74.3835	2.28609	86.8068	0.304366	0
18	16.4514	812.621	21	0.568802	84.7774	0.132906	84.2967	2.3198	88.7289	0.158006	0
3	16.7195	802.47	16	0.385987	79.2965	0.314212	53.5745	1.68569	84.9657	0.328666	0
19	20.8801	814.505	25	0.388086	95.5265	0.222684	90.8976	2.0155	82.488	0.223336	0
14	28.1579	797.519	29	0.277715	103.891	0.191626	75.5902	2.03711	90.9324	0.203573	0
35	15.4544	823.42	24	0.57274	87.9493	0.110708	84.2353	1.83874	89.1566	0.406209	0
24	22.2683	764.06	22	0.194996	88.7289	0.228131	57.8504	1.64068	85.4834	0.293111	0
13	26.0626	834.295	25	0.54492	84.1391	0.0505824	75.1033	2.45456	91.9499	0.348279	0
37	18.5	800.23	26	0.317356	95.9408	0.278338	90.3029	2.51898	82.4659	0.253417	0
7	17.454	829.093	26	0.152343	98.9595	0.220546	80.2278	2.35694	86.2797	0.245306	0
40	22.2014	795.637	21	0.201879	78.1586	0.0374252	62.879	2.5789	94.4718	0.415978	0
31	21.2149	788.355	27	0.37927	103.407	0.0352788	75.1529	1.87316	87.714	0.203715	0
27	23.4492	800.831	17	0.447002	91.481	0.225414	54.1306	1.01572	89.8836	0.181902	0
