Date	Iabs30	CarbonFixed
2020-05-22	14.6240634471052	16.3789510607579
2020-05-23	14.6240634471052	16.3789510607579
2020-05-24	14.6240634471052	16.3789510607579
2020-05-25	14.6240634471052	16.3789510607579
2020-05-26	14.6240634471052	16.3789510607579
2020-05-27	14.6240634471052	16.3789510607579
2020-05-28	14.6240634471052	16.3789510607579
2020-05-29	14.6240634471052	16.3789510607579
2020-05-30	14.6240634471052	16.3789510607579
2020-05-31	14.6240634471052	16.3789510607579
2020-06-01	14.6240634471052	16.3789510607579
2020-06-02	14.6240634471052	16.3789510607579
2020-06-03	14.6240634471052	16.3789510607579
