Date	Precip	Tair	RH	Twater
12/4/1950	7.8	5.5	98	7.5
13/4/1950	0	4.2	97	6.8
14/4/1950	0.7	5.2	97	7.2
15/4/1950	5.4	3.8	98	6.9
16/4/1950	1.4	3.6	99	6.8
17/4/1950	0	4.2	97	6.8
18/4/1950	4.6	7.7	98	8
19/4/1950	0	10.7	97	8.7
20/4/1950	0	10.4	98	8.6
21/4/1950	4.7	12.6	97	9.4
22/4/1950	7.2	9.3	98	8.6
23/4/1950	0	6.8	99	7.6
24/4/1950	8.1	4.4	98	7.2
25/4/1950	0	3.2	96	6.5
26/4/1950	9.2	4.6	96	7.3
27/4/1950	4.6	3.8	99	6.9
28/4/1950	2.6	6.4	96	7.5
29/4/1950	1.1	8.6	97	8.1
30/4/1950	0	13.7	99	9.6
1/5/1950	0	17.1	99	10.5
2/5/1950	1.1	16.4	98	10.4
3/5/1950	0	10.8	97	8.7
4/5/1950	6.9	9	97	8.5
5/5/1950	0	7	99	7.7
6/5/1950	0	9.7	99	8.4
7/5/1950	0	12.4	99	9.2
8/5/1950	0	11.4	97	8.9
9/5/1950	0	15.8	98	10.1
10/5/1950	0	16.4	76	9.9
11/5/1950	0	15.2	67	9.4
12/5/1950	0	17	79	10.2
13/5/1950	0	17.9	52	10
14/5/1950	0	15.4	52	9.2
15/5/1950	0	13.9	69	9.1
16/5/1950	0	13.1	63	8.8
17/5/1950	11.5	13	80	9.5
18/5/1950	2.8	13.8	84	9.4
19/5/1950	0	13.2	72	9
20/5/1950	0	18.1	60	10.1
21/5/1950	0	21.4	65	11.2
22/5/1950	1.5	17.2	78	10.3
23/5/1950	4	16.9	83	10.3
24/5/1950	0	14.9	74	9.5
25/5/1950	6.6	16.2	75	10.1
26/5/1950	0.2	12.9	81	9
27/5/1950	15	11	85	9.1
28/5/1950	5.5	9.6	87	8.4
29/5/1950	0	12.2	74	8.7
30/5/1950	0	13.6	76	9.1
31/5/1950	0	15.7	76	9.7
1/6/1950	0	16.8	58	9.7
2/6/1950	0	17.9	53	10
3/6/1950	0	19.8	52	10.5
4/6/1950	0	20.2	60	10.7
5/6/1950	0	21.8	49	11
6/6/1950	0	21.7	53	11
7/6/1950	0	22.7	53	11.3
8/6/1950	3.3	20.4	67	11
9/6/1950	0	18	67	10.2
10/6/1950	0	16.3	52	9.5
11/6/1950	0	18.4	57	10.2
12/6/1950	4.6	21.6	49	11.1
13/6/1950	7.3	17.9	82	10.7
14/6/1950	0.7	15.6	88	9.9
15/6/1950	11	16.8	84	10.6
16/6/1950	2.9	16.4	88	10.2
17/6/1950	0	16.8	71	10
18/6/1950	0	16.9	64	9.9
19/6/1950	0	17.2	63	9.9
20/6/1950	3	20.2	64	10.9
21/6/1950	6.4	15.3	81	9.9
22/6/1950	1.7	13.3	72	9.1
23/6/1950	12	13.2	77	9.5
24/6/1950	0	14.8	76	9.5
25/6/1950	31.6	15.6	81	11
26/6/1950	0	16	79	9.9
27/6/1950	0	18.1	80	10.5
28/6/1950	0	19.6	79	10.9
29/6/1950	0	23.1	67	11.7
30/6/1950	2.5	24	74	12.1
1/7/1950	0	20.4	64	10.9
2/7/1950	6.5	18.4	91	11
3/7/1950	0.9	24.1	71	12.1
4/7/1950	0.2	24.6	66	12.1
5/7/1950	0	20.4	73	11
6/7/1950	0.3	18.4	75	10.5
7/7/1950	1.6	16	84	10
8/7/1950	0	17.5	76	10.2
9/7/1950	0	22	57	11.2
10/7/1950	0	16.9	67	9.9
11/7/1950	4.8	14.7	82	9.7
12/7/1950	0	15.4	73	9.6
13/7/1950	0	19.5	57	10.5
14/7/1950	12	15.4	90	10.3
15/7/1950	0	15.2	75	9.6
16/7/1950	0.9	18.7	69	10.5
17/7/1950	0	16.3	66	9.7
18/7/1950	0	18.2	66	10.3
19/7/1950	0	19.4	72	10.7
20/7/1950	0	22.1	66	11.4
21/7/1950	0.5	23.5	59	11.7
22/7/1950	24.8	21.8	77	12.4
23/7/1950	24.9	16	89	11
24/7/1950	0	15.8	69	9.6
25/7/1950	0	18.1	71	10.3
26/7/1950	37.4	20.4	77	12.5
27/7/1950	2.7	17.6	71	10.3
28/7/1950	4.8	18.5	76	10.7
29/7/1950	0	16.9	76	10.1
30/7/1950	0	17.2	72	10.1
31/7/1950	3.4	17.7	84	10.6
1/8/1950	0.7	17.6	77	10.3
2/8/1950	13.4	15.2	82	10.2
3/8/1950	27.5	11.6	92	9.9
4/8/1950	4	13.9	92	9.6
5/8/1950	0	16.1	80	9.9
6/8/1950	0	18	59	10.1
7/8/1950	0	18.1	62	10.2
8/8/1950	0	17.6	68	10.1
9/8/1950	0	18.6	70	10.5
10/8/1950	7.6	20.8	70	11.4
11/8/1950	0	14.5	89	9.6
12/8/1950	0	16.2	81	10
13/8/1950	0	17.6	80	10.3
14/8/1950	0	16.9	83	10.2
15/8/1950	0	17.5	75	10.2
16/8/1950	5.5	15	89	10
17/8/1950	5.8	15.4	91	10.1
18/8/1950	3.1	12.6	81	9.1
19/8/1950	0	12	80	8.8
20/8/1950	0	16.7	75	10
21/8/1950	0	19.4	69	10.7
22/8/1950	0	21.2	71	11.2
23/8/1950	0	23.9	51	11.6
24/8/1950	1.5	18.3	82	10.6
25/8/1950	0	18.4	79	10.6
26/8/1950	10.6	18.7	79	11
27/8/1950	0.2	18.5	82	10.6
28/8/1950	14.8	19.6	79	11.4
29/8/1950	0	14.2	76	9.3
30/8/1950	0	14.5	77	9.4
31/8/1950	10.8	17.4	73	10.6
1/9/1950	1.2	13.5	87	9.3
2/9/1950	7.6	13.9	89	9.7
3/9/1950	1.7	12	81	8.8
4/9/1950	3.9	13.5	91	9.5
5/9/1950	0	15.9	88	10
6/9/1950	0	16.8	85	10.2
7/9/1950	9.5	14.3	88	9.9
8/9/1950	3.7	12.2	80	9
9/9/1950	10.7	13.4	92	9.8
10/9/1950	0	16.6	83	10.1
11/9/1950	0	18	78	10.4
12/9/1950	0	12.6	83	9
13/9/1950	0	14.4	76	9.4
14/9/1950	2.4	18.6	76	10.6
15/9/1950	14.6	13.8	89	10
16/9/1950	1.8	10.5	88	8.5
17/9/1950	0.4	11	91	8.7
18/9/1950	1.7	10.6	83	8.5
19/9/1950	17.3	10.2	85	9
20/9/1950	7.9	11.2	92	9
21/9/1950	8	9.4	85	8.4
22/9/1950	0.5	10.6	83	8.4
23/9/1950	2.6	10.6	80	8.5
24/9/1950	0	11.2	79	8.5
25/9/1950	3.9	13.8	76	9.3
26/9/1950	0	10.5	86	8.4
27/9/1950	1.1	10.5	88	8.5
28/9/1950	0	10.1	81	8.2
29/9/1950	0	10.9	87	8.6
30/9/1950	1.5	-999	-999	-295.6
1/10/1950	2.5	-999	-999	-295.6
2/10/1950	14.1	-999	-999	-295.2
3/10/1950	0.8	9.7	89	8.3
4/10/1950	0	10.2	74	8.1
5/10/1950	0	12.8	74	8.9
6/10/1950	0	13.7	81	9.3
7/10/1950	0	14.4	85	9.5
8/10/1950	2.5	12.6	85	9.1
9/10/1950	2.3	11	90	8.7
10/10/1950	0.3	11.8	93	8.9
11/10/1950	0.7	8.3	84	7.8
12/10/1950	0	8.2	88	7.8
13/10/1950	0	11.4	78	8.6
14/10/1950	0	12.8	76	8.9
15/10/1950	0	12.4	81	8.9
16/10/1950	0	14.6	78	9.5
17/10/1950	0	12.2	84	8.9
18/10/1950	0	10.9	90	8.6
19/10/1950	0	11.8	90	8.9
20/10/1950	0	9.8	93	8.4
21/10/1950	0	8.2	80	7.7
22/10/1950	0	7.2	68	7.2
23/10/1950	0	6.8	76	7.2
24/10/1950	0	4.8	94	7
25/10/1950	0	2.1	83	6
26/10/1950	0	1.5	75	5.7
27/10/1950	0	0.5	80	5.5
28/10/1950	0	1.2	80	5.7
29/10/1950	0	1.6	70	5.6
30/10/1950	0	1	69	5.5
31/10/1950	0	1.8	77	5.8
1/11/1950	0.8	1.2	79	5.7
2/11/1950	25.3	5.2	96	8
3/11/1950	17.1	3.9	91	7.3
4/11/1950	1.3	3	96	6.5
5/11/1950	1	2.8	92	6.4
6/11/1950	0.1	2.6	97	6.4
7/11/1950	0.2	2.2	96	6.3
8/11/1950	0	3.2	90	6.4
9/11/1950	0.5	4.3	76	6.5
10/11/1950	6.8	10.9	80	8.7
11/11/1950	7.3	8.5	87	8.2
12/11/1950	14.5	6.9	91	8
13/11/1950	10.9	7.7	86	8
14/11/1950	14.6	3.7	92	7.2
15/11/1950	1.9	2.8	90	6.4
16/11/1950	16.8	7	96	8.2
17/11/1950	2.2	5.4	85	7.1
18/11/1950	4	4.2	91	6.9
19/11/1950	4.8	5.3	91	7.2
20/11/1950	1.8	5.1	83	6.9
21/11/1950	6.4	5.5	83	7.2
22/11/1950	7.6	5.2	95	7.4
23/11/1950	3.9	5	88	7.1
24/11/1950	0	4	91	6.7
25/11/1950	0	2.9	96	6.5
26/11/1950	0	1.6	88	6
27/11/1950	1	0.3	86	5.6
28/11/1950	22.2	8.7	94	8.9
29/11/1950	11.6	5.4	91	7.5
30/11/1950	0	4.4	91	6.8
1/12/1950	8.6	6	80	7.4
2/12/1950	36.5	4.3	94	8.2
3/12/1950	2.3	1.3	96	6.1
4/12/1950	0	-1.9	86	4.9
5/12/1950	0.2	-2.8	94	4.8
6/12/1950	0	-4.4	88	4.3
7/12/1950	0.4	-5.8	88	3.9
8/12/1950	0	-3	90	4.7
9/12/1950	0	-4.3	88	4.3
10/12/1950	0.2	-4	87	4.4
11/12/1950	5	1	96	6.1
12/12/1950	4.6	0.2	95	5.8
13/12/1950	3.7	-0.7	93	5.5
14/12/1950	0.4	1	95	5.9
15/12/1950	1.1	0.8	94	5.9
16/12/1950	2.5	-2.2	92	5
17/12/1950	2.8	-2.8	94	4.9
18/12/1950	1	-2.4	91	4.9
19/12/1950	0	-3	91	4.7
20/12/1950	0	-6.1	90	3.8
21/12/1950	0	-5.4	91	4
22/12/1950	0	-5.6	89	3.9
23/12/1950	0	-4.1	90	4.4
24/12/1950	0	-4.6	90	4.2
25/12/1950	7.3	-2.5	92	5.1
26/12/1950	7.5	-2	93	5.3
27/12/1950	0	-2	91	5
28/12/1950	0	-5.2	92	4.1
29/12/1950	0	-8.1	90	3.2
30/12/1950	0.1	-8.6	90	3.1
31/12/1950	0.1	-6.2	85	3.7
1/1/1951	5.2	0.7	96	6
2/1/1951	8.8	1	94	6.2
3/1/1951	0	0.4	91	5.7
4/1/1951	4	0.4	89	5.8
5/1/1951	0	4.2	81	6.6
6/1/1951	3.5	5.3	68	6.8
7/1/1951	1.8	4.7	87	6.9
8/1/1951	0.7	3.4	94	6.6
9/1/1951	2.2	2.9	83	6.3
10/1/1951	0	3.2	77	6.2
11/1/1951	0.3	7.4	74	7.4
12/1/1951	0.8	3.6	85	6.5
13/1/1951	0.5	3.1	89	6.4
14/1/1951	1.3	3.8	89	6.6
15/1/1951	24.4	2.6	86	7.1
16/1/1951	0	1.6	88	6
17/1/1951	18.2	1.8	97	6.8
18/1/1951	8.2	4.6	89	7.1
19/1/1951	18.6	3.4	87	7.1
20/1/1951	17.5	7	93	8.2
21/1/1951	9.4	6	97	7.7
22/1/1951	0.7	4.4	96	6.9
23/1/1951	0	4	92	6.7
24/1/1951	0	3.6	83	6.4
25/1/1951	0	1.2	90	5.9
26/1/1951	0	2.7	91	6.3
27/1/1951	0	2.7	91	6.3
28/1/1951	0	2.6	88	6.2
29/1/1951	0	1.8	87	6
30/1/1951	0	1.4	89	5.9
31/1/1951	0	1.4	92	6
1/2/1951	0	2.1	87	6.1
2/2/1951	0	2.1	89	6.1
3/2/1951	1	1.6	85	5.9
4/2/1951	4.1	4.8	76	6.8
5/2/1951	7.1	3	88	6.6
6/2/1951	0	3.3	82	6.3
7/2/1951	0	3	77	6.2
8/2/1951	0.2	5.4	77	6.8
9/2/1951	1.6	6.7	75	7.2
10/2/1951	0.3	3.7	88	6.6
11/2/1951	0.2	3.9	88	6.6
12/2/1951	0	6	81	7.1
13/2/1951	0	4	87	6.6
14/2/1951	0.7	3.6	86	6.5
15/2/1951	1.5	1.8	92	6.1
16/2/1951	0.1	2.3	77	6
17/2/1951	11.4	5.2	91	7.4
18/2/1951	0.9	2.4	74	6
19/2/1951	6.7	1.8	87	6.2
20/2/1951	5.1	5.3	83	7.1
21/2/1951	7.8	1.8	86	6.3
22/2/1951	5.6	1.6	89	6.2
23/2/1951	1	1.6	85	5.9
24/2/1951	0	2.7	80	6.1
25/2/1951	0	1.9	86	6
26/2/1951	0.9	-0.8	85	5.3
27/2/1951	0	0	84	5.4
28/2/1951	0	-0.7	93	5.4
1/3/1951	2.2	-0.8	91	5.4
2/3/1951	0.4	-1.7	88	5
3/3/1951	0	-2.5	70	4.5
4/3/1951	0	-1.2	80	5
5/3/1951	0	0.6	73	5.4
6/3/1951	0	2.4	59	5.7
7/3/1951	0	3.8	60	6.1
8/3/1951	0	3.6	87	6.5
9/3/1951	0.4	0	98	5.7
10/3/1951	0	2.8	88	6.3
11/3/1951	5.4	2.8	92	6.6
12/3/1951	0	5.5	68	6.7
13/3/1951	13.6	7	71	7.7
14/3/1951	3.7	6.4	73	7.2
15/3/1951	0.1	5.2	84	6.9
16/3/1951	11.1	8.4	81	8.2
17/3/1951	22.6	12.4	91	9.9
18/3/1951	10.3	8	87	8.1
19/3/1951	21.4	6	89	8
20/3/1951	0	2	79	5.9
21/3/1951	0	1	71	5.5
22/3/1951	1.2	3.1	78	6.3
23/3/1951	2.6	10.6	69	8.3
24/3/1951	4	1.5	93	6.2
25/3/1951	0.3	0	82	5.4
26/3/1951	2.4	1.4	91	6
27/3/1951	6.8	3.3	94	6.8
28/3/1951	1.1	0.1	85	5.5
29/3/1951	0.1	0.7	79	5.5
30/3/1951	0	3.8	77	6.4
31/3/1951	0.5	2	95	6.2
1/4/1951	4.7	6.2	83	7.3
2/4/1951	6.2	4.5	94	7.1
3/4/1951	2.3	4.1	91	6.8
4/4/1951	1.6	6.8	70	7.2
5/4/1951	1.8	7.2	88	7.6
6/4/1951	0.1	9.2	79	8
7/4/1951	5.4	8.7	79	8
8/4/1951	7	3.8	87	6.8
9/4/1951	12.6	4.4	88	7.2
10/4/1951	0	4.2	87	6.7
11/4/1951	0	2.6	85	6.2
12/4/1951	0	5.1	77	6.8
13/4/1951	1.6	6.7	82	7.4
14/4/1951	0.5	3.7	83	6.5
15/4/1951	0	4.1	68	6.3
16/4/1951	0	11	47	7.9
17/4/1951	0	9.4	63	7.7
18/4/1951	0.1	10.4	62	8
19/4/1951	0	13.6	65	9
20/4/1951	0	7.9	77	7.5
21/4/1951	0	8	58	7.3
22/4/1951	0	8.1	40	7
23/4/1951	0	11.1	32	7.7
24/4/1951	0	13.7	29	8.4
25/4/1951	0	17.8	39	9.7
26/4/1951	0.7	13.2	68	8.9
27/4/1951	9.2	10.1	95	8.8
28/4/1951	0.1	3.5	82	6.4
29/4/1951	0	4	80	6.5
30/4/1951	0	5.4	72	6.8
1/5/1951	0	12	49	8.2
2/5/1951	0	14.2	58	9
3/5/1951	0	15.1	56	9.2
4/5/1951	11.3	10.1	88	8.8
5/5/1951	0	10.8	71	8.3
6/5/1951	0	15	46	9
7/5/1951	0.1	11.1	83	8.6
8/5/1951	0	10.7	80	8.4
9/5/1951	1.3	10.7	72	8.3
10/5/1951	0.5	10.2	76	8.2
11/5/1951	0	9.8	46	7.6
12/5/1951	0	10.2	50	7.7
13/5/1951	2.2	12.4	47	8.4
14/5/1951	0.9	7	80	7.4
15/5/1951	2.1	6.8	82	7.4
16/5/1951	10.2	6.8	83	7.7
17/5/1951	0.4	10.2	75	8.2
18/5/1951	0	12.1	67	8.6
19/5/1951	0	16.4	54	9.6
20/5/1951	1	11.8	84	8.8
21/5/1951	0	13	70	8.9
22/5/1951	0.2	12.7	72	8.8
23/5/1951	0	16.9	53	9.7
24/5/1951	0	21.5	52	11
25/5/1951	0	18.3	68	10.3
26/5/1951	20.9	16.6	79	10.8
27/5/1951	5.2	10.8	93	8.8
28/5/1951	0.3	11.8	77	8.7
29/5/1951	3.2	11.7	76	8.7
30/5/1951	0	12.4	68	8.7
31/5/1951	0	15.1	64	9.4
1/6/1951	15	11.6	83	9.3
2/6/1951	2	11.1	89	8.7
3/6/1951	0	13.5	85	9.3
4/6/1951	1.7	13.6	86	9.4
5/6/1951	4.2	15.2	75	9.7
6/6/1951	1.8	15.1	81	9.7
7/6/1951	0	16.6	63	9.8
8/6/1951	6	16.8	71	10.2
9/6/1951	8.2	15.5	79	10
10/6/1951	2.9	11.8	82	8.8
11/6/1951	0	14.9	80	9.6
12/6/1951	8.3	16.5	76	10.3
13/6/1951	0	15.4	79	9.7
14/6/1951	0	20.4	55	10.7
15/6/1951	3.9	19.9	69	11
16/6/1951	3	17.7	92	10.7
17/6/1951	13	17.6	87	10.9
18/6/1951	27.1	14.3	92	10.6
19/6/1951	0.2	13	77	9
20/6/1951	0	15.7	69	9.6
21/6/1951	0.3	20.1	56	10.7
22/6/1951	23	18.4	80	11.4
23/6/1951	1.9	15.2	86	9.8
24/6/1951	1.6	11.9	93	9
25/6/1951	1.1	13	80	9.1
26/6/1951	1	11.8	80	8.7
27/6/1951	20	11.5	86	9.5
28/6/1951	1.2	13.5	86	9.3
29/6/1951	0	14.6	69	9.3
30/6/1951	0	14.3	63	9.1
1/7/1951	0	15.2	59	9.3
2/7/1951	0	18.9	57	10.3
3/7/1951	0	20.1	62	10.7
4/7/1951	0	19.3	64	10.6
5/7/1951	0	13.3	58	8.8
6/7/1951	0	16.8	56	9.7
7/7/1951	0	20.4	59	10.8
8/7/1951	1.3	20.2	69	10.9
9/7/1951	1.3	18.1	71	10.4
10/7/1951	0	21.2	68	11.2
11/7/1951	1.6	19.4	72	10.8
12/7/1951	0	17.1	68	10
13/7/1951	0	18.9	67	10.5
14/7/1951	2.4	18.7	78	10.7
15/7/1951	1	15.3	86	9.8
16/7/1951	0	12.2	84	8.9
17/7/1951	0	16.4	66	9.8
18/7/1951	0	19.6	64	10.6
19/7/1951	0	17.6	63	10.1
20/7/1951	0.3	19	67	10.5
21/7/1951	0	18.2	58	10.1
22/7/1951	7.3	19.7	64	10.9
23/7/1951	9.3	16.2	82	10.3
24/7/1951	0.2	12.6	92	9.1
25/7/1951	1	12	98	9.1
26/7/1951	0	14	87	9.4
27/7/1951	0	18.2	69	10.3
28/7/1951	0	21.1	57	10.9
29/7/1951	0	23	51	11.4
30/7/1951	0	22.4	64	11.4
31/7/1951	0	24.1	63	11.9
1/8/1951	0	22.7	62	11.5
2/8/1951	0	22.1	68	11.4
3/8/1951	40.2	20.4	76	12.6
4/8/1951	3.7	17.6	79	10.5
5/8/1951	0	16.5	77	10
6/8/1951	2.1	18.3	74	10.5
7/8/1951	5.3	17.9	79	10.6
8/8/1951	6.3	15.2	92	10.1
9/8/1951	14.4	12.6	91	9.6
10/8/1951	0.1	14	86	9.4
11/8/1951	0	15.7	72	9.7
12/8/1951	12.8	15.7	81	10.3
13/8/1951	3.7	15.1	72	9.6
14/8/1951	0	12.4	77	8.8
15/8/1951	0	14.9	66	9.3
16/8/1951	0	15.4	66	9.5
17/8/1951	0	15.8	59	9.5
18/8/1951	0	18	64	10.2
19/8/1951	0	20.1	65	10.8
20/8/1951	25.3	13.8	87	10.3
21/8/1951	1	14	85	9.4
22/8/1951	0	15.8	81	9.9
23/8/1951	0	16.7	75	10
24/8/1951	0	17.8	66	10.2
25/8/1951	0	16	80	9.9
26/8/1951	0.7	16.8	78	10.1
27/8/1951	0	15	77	9.6
28/8/1951	0	19.9	60	10.7
29/8/1951	0	21.2	67	11.1
30/8/1951	1.3	19.3	68	10.7
31/8/1951	5.3	14.6	91	9.9
1/9/1951	1.4	14.5	73	9.4
2/9/1951	12.9	13.9	84	9.8
3/9/1951	0	13.9	90	9.5
4/9/1951	0	16	75	9.8
5/9/1951	0	18.3	68	10.3
6/9/1951	0	19.8	76	10.9
7/9/1951	0	20.2	73	11
8/9/1951	0	18.9	85	10.8
9/9/1951	0	19	82	10.8
10/9/1951	0	20	80	11
11/9/1951	0	21.4	75	11.3
12/9/1951	0	21.8	72	11.4
13/9/1951	12.3	21.8	66	11.8
14/9/1951	0.2	13.8	76	9.2
15/9/1951	0.6	15.4	73	9.6
16/9/1951	1.2	15.1	83	9.7
17/9/1951	0	12.2	76	8.7
18/9/1951	0	11	76	8.4
19/9/1951	0.7	10.7	85	8.5
20/9/1951	0	9.8	67	7.9
21/9/1951	0	10.3	61	8
22/9/1951	0	13.2	61	8.8
23/9/1951	29.4	14.4	88	10.7
24/9/1951	0	12	78	8.7
25/9/1951	0	14.3	73	9.3
26/9/1951	0	12.6	84	9
27/9/1951	0	12.4	84	8.9
28/9/1951	4	12.2	88	9.1
29/9/1951	0.6	13.3	86	9.3
30/9/1951	0	13	80	9
1/10/1951	0	13.4	86	9.3
2/10/1951	0	12.5	84	9
3/10/1951	0	12.3	76	8.8
4/10/1951	0	11.3	72	8.4
5/10/1951	0	10.4	78	8.3
6/10/1951	0	10.4	73	8.2
7/10/1951	0	7.7	69	7.4
8/10/1951	0	7.5	69	7.3
9/10/1951	0	8.6	53	7.3
10/10/1951	0	5.4	64	6.6
11/10/1951	0	5.7	67	6.8
12/10/1951	0	7.8	63	7.3
13/10/1951	0	10.5	64	8.1
14/10/1951	0	10.3	61	8
15/10/1951	0	8.6	54	7.4
16/10/1951	0	8.2	55	7.3
17/10/1951	0	6.6	73	7.1
18/10/1951	0	6.9	70	7.1
19/10/1951	0	7.9	71	7.4
20/10/1951	0	8.6	79	7.8
21/10/1951	0.5	8.7	76	7.8
22/10/1951	1.1	6.9	92	7.6
23/10/1951	1.2	4.6	85	6.8
24/10/1951	0	6.1	93	7.3
25/10/1951	0	8.1	91	7.8
26/10/1951	0	8.4	90	7.9
27/10/1951	0	8.6	81	7.8
28/10/1951	1.3	9.6	78	8.1
29/10/1951	0	9.6	86	8.2
30/10/1951	3	10.4	86	8.5
31/10/1951	13.8	8.8	95	8.6
1/11/1951	19.1	5.3	98	7.9
2/11/1951	4	6.9	87	7.6
3/11/1951	5.5	4.3	95	7
4/11/1951	0	5.6	78	6.9
5/11/1951	0	7	70	7.2
6/11/1951	7.8	7.8	77	7.8
7/11/1951	0.2	10.8	86	8.5
8/11/1951	4	8.9	87	8.1
9/11/1951	0	10.1	85	8.3
10/11/1951	3	8.8	78	7.9
11/11/1951	7.2	10.1	83	8.5
12/11/1951	12.4	7.6	96	8.2
13/11/1951	1.8	6.9	91	7.6
14/11/1951	8.7	6.2	95	7.7
15/11/1951	0	6.7	85	7.3
16/11/1951	0	8.4	69	7.6
17/11/1951	1.5	9.4	75	8
18/11/1951	2.9	9.5	82	8.2
19/11/1951	1	5.6	92	7.2
20/11/1951	1.9	6	93	7.4
21/11/1951	9.2	5.6	91	7.5
22/11/1951	1.4	4.4	92	6.9
23/11/1951	2.8	4.8	91	7
24/11/1951	4.7	10.3	93	8.7
25/11/1951	8.8	7	94	7.9
26/11/1951	0	2.2	84	6.1
27/11/1951	0	0.8	84	5.7
28/11/1951	4.3	1	88	5.9
29/11/1951	1.1	1.9	87	6.1
30/11/1951	0.5	3.8	98	6.8
1/12/1951	0	4.1	94	6.8
2/12/1951	3.7	3.4	95	6.7
3/12/1951	0.1	0.7	97	5.9
4/12/1951	1.3	2.6	94	6.4
5/12/1951	0	4.1	87	6.6
6/12/1951	4.2	4.8	82	6.9
7/12/1951	0	0.9	92	5.8
8/12/1951	0.9	3.1	81	6.3
9/12/1951	1.1	4.6	88	6.8
10/12/1951	1.3	0.8	85	5.7
11/12/1951	0	-0.7	73	5
12/12/1951	0	-1.8	71	4.7
13/12/1951	0	-0.6	68	5
14/12/1951	0	0.2	80	5.4
15/12/1951	0	1.9	87	6
16/12/1951	0.5	1.6	88	6
17/12/1951	0.3	3.8	99	6.8
