Date	Precip	Tair	RH	Twater
1/1/1972	0	0.6	93	5.8
2/1/1972	0	-2.3	97	5
3/1/1972	2.1	-0.8	96	5.5
4/1/1972	0	1.8	82	5.9
5/1/1972	0	0.6	77	5.5
6/1/1972	0	-0.6	83	5.2
7/1/1972	0	-1.9	94	5.1
8/1/1972	0	-1.2	96	5.3
9/1/1972	0.3	2.7	79	6.1
10/1/1972	2.4	6	91	7.3
11/1/1972	0	6.8	84	7.4
12/1/1972	0	4.8	87	6.8
13/1/1972	0	2	98	6.2
14/1/1972	0.1	1	98	6
15/1/1972	0	0.3	96	5.7
16/1/1972	0	-2.6	95	4.9
17/1/1972	0	-5.7	90	3.9
18/1/1972	0	-6.8	85	3.5
19/1/1972	0	-1.7	89	5
20/1/1972	0.3	2.6	75	6
21/1/1972	3.8	0.2	96	5.8
22/1/1972	0	-0.3	93	5.5
23/1/1972	0	-1	91	5.3
24/1/1972	2.5	-0.7	82	5.3
25/1/1972	11.1	-1.1	98	5.8
26/1/1972	2.5	-2.2	84	4.9
27/1/1972	0	1.4	90	5.9
28/1/1972	0.5	0.6	81	5.6
29/1/1972	1.2	-6	78	3.7
30/1/1972	0.5	-8.3	87	3.2
31/1/1972	0.2	-6.8	82	3.5
1/2/1972	0	-3.8	79	4.3
2/2/1972	0	2.9	77	6.1
3/2/1972	4.4	3.5	71	6.4
4/2/1972	0.4	2.2	95	6.3
5/2/1972	0	3	85	6.3
6/2/1972	0	5.8	74	6.9
7/2/1972	0	11.8	46	8.1
8/2/1972	0.1	7.2	85	7.5
9/2/1972	1.8	3.8	98	6.8
10/2/1972	2.2	3.3	98	6.7
11/2/1972	2.6	5.5	86	7.1
12/2/1972	0.3	3.3	84	6.4
13/2/1972	0.5	4.2	70	6.4
14/2/1972	0.6	2	92	6.2
15/2/1972	0	3.1	70	6.1
16/2/1972	0	5.6	49	6.4
17/2/1972	0	2.4	83	6.1
18/2/1972	0	3.5	80	6.4
19/2/1972	0	-0.1	97	5.6
20/2/1972	0	1.9	93	6.1
21/2/1972	0	6.4	68	7
22/2/1972	0	2.2	88	6.1
23/2/1972	0	1.2	91	5.9
24/2/1972	0	2.8	85	6.2
25/2/1972	0	2	90	6.1
26/2/1972	0	0.9	95	5.9
27/2/1972	0	1.9	91	6.1
28/2/1972	0	1.2	93	5.9
29/2/1972	0	3.2	89	6.4
1/3/1972	0	4	86	6.6
2/3/1972	0	3.8	85	6.5
3/3/1972	0	5	68	6.6
4/3/1972	2.7	4.2	80	6.7
5/3/1972	0.1	3.2	88	6.4
6/3/1972	0.3	5.8	66	6.8
7/3/1972	0.6	3.6	84	6.5
8/3/1972	0	5.4	67	6.7
9/3/1972	2	7	74	7.3
10/3/1972	13.3	3.2	98	7.1
11/3/1972	0.1	2.4	96	6.3
12/3/1972	0	-0.8	81	5.2
13/3/1972	0	3.4	77	6.3
14/3/1972	0	8.8	68	7.7
15/3/1972	0	10.6	61	8
16/3/1972	0	10.4	58	7.9
17/3/1972	0	10	67	8
18/3/1972	0	12.6	54	8.5
19/3/1972	0	12.9	50	8.5
20/3/1972	0	13	52	8.6
21/3/1972	0	11	58	8.1
22/3/1972	0	11.6	56	8.2
23/3/1972	0	11.8	43	8.1
24/3/1972	0	8.6	57	7.4
25/3/1972	0	11.1	45	7.9
26/3/1972	0.4	9.9	63	7.9
27/3/1972	5.4	5.6	82	7.2
28/3/1972	0.5	4.2	79	6.6
29/3/1972	0	5.2	67	6.6
30/3/1972	0	6.7	61	6.9
31/3/1972	0.7	9.9	70	8
1/4/1972	15.8	8.4	89	8.5
2/4/1972	0.3	12.1	83	8.9
3/4/1972	0	12.6	81	8.9
4/4/1972	3.3	12.8	77	9.1
5/4/1972	1.4	8.1	74	7.6
6/4/1972	3	8.5	85	8
7/4/1972	4.3	13.2	73	9.1
8/4/1972	1.7	7.3	81	7.5
9/4/1972	0	9.9	60	7.8
10/4/1972	0.9	8.9	68	7.7
11/4/1972	2.6	4.8	88	7
12/4/1972	0	6.3	72	7
13/4/1972	0	9	62	7.6
14/4/1972	0	10.2	58	7.9
15/4/1972	30.5	3.1	91	7.6
16/4/1972	2.2	3.4	87	6.5
17/4/1972	2.5	3.6	94	6.7
18/4/1972	0.4	5.1	92	7
19/4/1972	0.3	4.5	78	6.6
20/4/1972	0	7.8	80	7.6
21/4/1972	3	6.5	88	7.5
22/4/1972	2	7	95	7.7
23/4/1972	0.2	8.6	85	7.9
24/4/1972	0	6.6	75	7.1
25/4/1972	0	2.1	48	5.4
26/4/1972	0.2	5.9	46	6.5
27/4/1972	4.8	4.4	88	6.9
28/4/1972	0.2	4.2	78	6.5
29/4/1972	0	10	52	7.7
30/4/1972	0	16.2	36	9.2
1/5/1972	0	15.3	50	9.2
2/5/1972	0.5	14.6	59	9.2
3/5/1972	0	15.2	56	9.3
4/5/1972	3	8.8	85	8.1
5/5/1972	2.4	10.1	86	8.4
6/5/1972	0.8	11	91	8.7
7/5/1972	11.8	13.4	76	9.5
8/5/1972	3	13.6	74	9.2
9/5/1972	5	13.4	70	9.2
10/5/1972	4.6	8.7	77	7.9
11/5/1972	0.1	7.4	83	7.5
12/5/1972	11.4	5.2	85	7.3
13/5/1972	4.4	10.6	57	8.1
14/5/1972	3.7	4.9	95	7.1
15/5/1972	3.5	6	92	7.4
16/5/1972	9.6	4.8	94	7.3
17/5/1972	0	6.8	83	7.3
18/5/1972	0	10.2	63	8
19/5/1972	0	11.2	67	8.3
20/5/1972	1.1	11.1	80	8.5
21/5/1972	0	12.2	71	8.7
22/5/1972	0	16.6	51	9.6
23/5/1972	5.2	14.6	71	9.5
24/5/1972	0.1	14.5	71	9.3
25/5/1972	0.1	15.8	80	9.8
26/5/1972	4.5	15.2	82	9.9
27/5/1972	6.3	9	74	8
28/5/1972	0.9	9.3	82	8.1
29/5/1972	0	13.4	74	9.1
30/5/1972	0.7	13.3	67	8.9
31/5/1972	0	11.4	73	8.5
1/6/1972	7.8	10.7	71	8.5
2/6/1972	0.2	9.9	80	8.2
3/6/1972	0	15.6	59	9.4
4/6/1972	0	20.9	50	10.8
5/6/1972	0.6	18.6	72	10.5
6/6/1972	17.8	12.6	90	9.8
7/6/1972	35	13.7	84	10.6
8/6/1972	0	11	71	8.3
9/6/1972	0.3	14.2	68	9.2
10/6/1972	0.6	10.6	81	8.4
11/6/1972	24.9	9.1	94	9.1
12/6/1972	2	9.6	90	8.3
13/6/1972	0	13.4	70	9
14/6/1972	13.1	15.1	77	10.1
15/6/1972	9.3	12.6	92	9.5
16/6/1972	7.4	11.3	87	9
17/6/1972	0	12.1	77	8.7
18/6/1972	0	16.4	59	9.6
19/6/1972	1.9	14.8	79	9.6
20/6/1972	0	14.6	67	9.3
21/6/1972	0	17.1	66	10
22/6/1972	0	17.7	63	10.1
23/6/1972	0	13.5	68	9
24/6/1972	0	12.2	80	8.8
25/6/1972	0	17.7	66	10.1
26/6/1972	0	21.3	58	11
27/6/1972	0.6	22	58	11.2
28/6/1972	4.7	15.1	91	10
29/6/1972	36.5	16.2	88	11.4
30/6/1972	0.1	11.4	82	8.6
1/7/1972	0.6	13.9	67	9.1
2/7/1972	4.1	11.8	81	8.9
3/7/1972	1.8	12.8	93	9.3
4/7/1972	0	18.2	72	10.4
5/7/1972	0.4	17.2	78	10.2
6/7/1972	0	16.8	78	10.1
7/7/1972	0	18.8	69	10.5
8/7/1972	0	22.8	52	11.3
9/7/1972	45.8	22.6	64	13.2
10/7/1972	2.5	14	75	9.3
11/7/1972	0.4	12.6	84	9
12/7/1972	0	14.2	71	9.2
13/7/1972	0	15.4	70	9.6
14/7/1972	0	17.3	58	9.9
15/7/1972	0	16.4	76	9.9
16/7/1972	0	20.7	73	11.1
17/7/1972	0.2	22.3	76	11.6
18/7/1972	7.4	21.7	75	11.7
19/7/1972	5.2	19.9	79	11.2
20/7/1972	2.1	20.3	85	11.3
21/7/1972	14.9	20.1	87	11.7
22/7/1972	9.9	18.4	91	11.1
23/7/1972	0	20.5	79	11.1
24/7/1972	19.6	20.2	76	11.7
25/7/1972	0	19.2	73	10.7
26/7/1972	0	16.7	74	10
27/7/1972	0	13.8	78	9.2
28/7/1972	0.1	14.8	76	9.5
29/7/1972	0	15.4	78	9.7
30/7/1972	0	16.3	70	9.8
31/7/1972	0.2	16.2	72	9.8
1/8/1972	0.6	16	65	9.7
2/8/1972	0.2	13.1	75	9
3/8/1972	39.4	12.6	93	10.6
4/8/1972	0	14.8	73	9.4
5/8/1972	0	17.9	66	10.2
6/8/1972	0	19.8	61	10.6
7/8/1972	2	22.4	61	11.5
8/8/1972	0	21.6	70	11.3
9/8/1972	0	20.7	62	10.9
10/8/1972	0	22.3	71	11.5
11/8/1972	0	18.9	83	10.8
12/8/1972	1	20.3	78	11.1
13/8/1972	0	23.2	66	11.7
14/8/1972	0.7	20.5	79	11.2
15/8/1972	3.3	15.5	95	10.1
16/8/1972	1.9	13.7	96	9.6
17/8/1972	15.6	15.1	76	10.1
18/8/1972	11.7	12.2	78	9.2
19/8/1972	0.2	9.4	87	8.2
20/8/1972	0	11.6	76	8.6
21/8/1972	0.2	12.7	80	9
22/8/1972	0	12.1	79	8.8
23/8/1972	0	12.8	79	9
24/8/1972	0	15	68	9.4
25/8/1972	0	16.3	69	9.8
26/8/1972	0	16.4	71	9.9
27/8/1972	0	16.7	77	10
28/8/1972	3.3	16.7	87	10.3
29/8/1972	0	16.9	63	9.9
30/8/1972	0	16.4	62	9.7
31/8/1972	0	15.7	59	9.5
1/9/1972	0	14.3	65	9.2
2/9/1972	0	11.6	77	8.6
3/9/1972	0	13	84	9.1
4/9/1972	0	15.6	78	9.7
5/9/1972	0	16.9	80	10.1
6/9/1972	0	17.1	83	10.3
7/9/1972	0	17.5	71	10.2
8/9/1972	0	16.7	78	10.1
9/9/1972	0	17.6	68	10.1
10/9/1972	7.3	11.4	82	8.9
11/9/1972	0	9.8	69	8
12/9/1972	0	10.3	70	8.1
13/9/1972	0	9.8	74	8
14/9/1972	0	11.2	61	8.2
15/9/1972	0	10.4	71	8.2
16/9/1972	5.1	8.8	83	8.1
17/9/1972	4.1	8.4	97	8.2
18/9/1972	0	8.9	85	8
19/9/1972	0	8	94	7.9
20/9/1972	0	9.7	88	8.2
21/9/1972	0	10.6	87	8.5
22/9/1972	0	11.8	87	8.8
23/9/1972	0	11.4	76	8.5
24/9/1972	0	8.8	67	7.6
25/9/1972	0	6.4	76	7.1
26/9/1972	0	7.5	73	7.4
27/9/1972	0	8.8	75	7.8
28/9/1972	0	9.1	81	8
29/9/1972	0	9.6	71	7.9
30/9/1972	0	9.1	76	7.9
1/10/1972	0	10	80	8.2
2/10/1972	0	9.9	70	8
3/10/1972	0	7.8	65	7.3
4/10/1972	0	7.8	48	7
5/10/1972	0	9.3	47	7.4
6/10/1972	0	9.6	56	7.7
7/10/1972	0	11.2	70	8.4
8/10/1972	0	12.2	71	8.7
9/10/1972	0	12.2	69	8.6
10/10/1972	0	10.2	81	8.3
11/10/1972	0	6.6	96	7.5
12/10/1972	0	11.6	79	8.6
13/10/1972	0	8.2	85	7.8
14/10/1972	0	8.4	68	7.5
15/10/1972	0	7.8	64	7.3
16/10/1972	0	7.7	72	7.4
17/10/1972	0	7.9	75	7.5
18/10/1972	0	5.8	81	7
19/10/1972	0	5.1	43	6.2
20/10/1972	0.2	3.7	59	6.1
21/10/1972	15.2	2.5	88	6.8
22/10/1972	21.5	2.6	97	7.2
23/10/1972	1.4	7.2	97	7.7
24/10/1972	0	7.9	85	7.7
25/10/1972	0	8.4	79	7.7
26/10/1972	2.7	9.8	82	8.3
27/10/1972	7.8	12.4	82	9.2
28/10/1972	10.7	7.2	98	8.1
29/10/1972	0	7.3	88	7.6
30/10/1972	0	6.2	93	7.3
31/10/1972	0	8.7	79	7.8
1/11/1972	0	12.1	69	8.6
2/11/1972	0	10.6	81	8.4
3/11/1972	0	7.8	92	7.8
4/11/1972	0.1	6.4	90	7.3
5/11/1972	0	5.6	97	7.2
6/11/1972	0.1	7.8	85	7.7
7/11/1972	0	6.9	86	7.4
8/11/1972	0.2	6.5	89	7.4
9/11/1972	0	7.4	87	7.6
10/11/1972	6	12.2	69	8.9
11/11/1972	4.1	3.8	92	6.8
12/11/1972	1.4	3.5	94	6.6
13/11/1972	13.1	6.9	78	7.8
14/11/1972	28.4	1.7	98	7.2
15/11/1972	1.4	0.8	97	5.9
16/11/1972	30	4.5	91	7.9
17/11/1972	10.5	11.2	80	8.9
18/11/1972	0.2	0.4	92	5.7
19/11/1972	3.2	1.8	85	6.1
20/11/1972	4.7	7.8	81	7.8
21/11/1972	1.7	5.2	89	7.1
22/11/1972	6	4	97	7
23/11/1972	1.2	3.7	92	6.7
24/11/1972	3	0.8	94	5.9
25/11/1972	0.3	0	92	5.6
26/11/1972	0	-2.1	94	5
27/11/1972	0	-2.6	88	4.8
28/11/1972	0	1.7	60	5.5
29/11/1972	0.3	5.4	73	6.8
30/11/1972	1	7.2	76	7.4
1/12/1972	0.2	4.7	94	6.9
2/12/1972	0	4.6	74	6.6
3/12/1972	5.6	7	79	7.5
4/12/1972	0.2	6.2	92	7.3
5/12/1972	0	6.6	73	7.1
6/12/1972	0	8	58	7.3
7/12/1972	11.7	7	82	7.8
8/12/1972	15.8	4.9	90	7.5
9/12/1972	0.1	2.4	94	6.3
10/12/1972	0	2	78	5.9
11/12/1972	0.1	2.4	81	6.1
12/12/1972	0	2.9	77	6.1
13/12/1972	0	4.8	67	6.5
14/12/1972	0	0.8	83	5.6
15/12/1972	0	-1.3	92	5.2
16/12/1972	0	-3	91	4.7
17/12/1972	0	-5.3	95	4.1
18/12/1972	0	-4.6	95	4.3
19/12/1972	0	-0.7	86	5.3
20/12/1972	0	-1.1	75	5
21/12/1972	0	-2.9	85	4.6
22/12/1972	0	-6.4	96	3.8
23/12/1972	0	-4.9	96	4.2
24/12/1972	0	-6.8	94	3.7
25/12/1972	0	-7.7	93	3.4
26/12/1972	0	-5.8	96	4
27/12/1972	0	-6.1	93	3.9
28/12/1972	0	-2.6	93	4.8
29/12/1972	0	-3.4	82	4.4
30/12/1972	0	-4.8	79	4
31/12/1972	0	-5.3	83	3.9
1/1/1973	0	-6.3	89	3.7
2/1/1973	0	-3.8	83	4.3
3/1/1973	0	-5.1	91	4.1
4/1/1973	0	-2.6	95	4.9
5/1/1973	0	-1.4	92	5.2
6/1/1973	0	-3.8	93	4.5
7/1/1973	0.2	-3.8	96	4.6
8/1/1973	0.3	-3	98	4.8
9/1/1973	0	-1.7	99	5.2
10/1/1973	0	-1.3	84	5.1
11/1/1973	0	-3	85	4.6
12/1/1973	0	-4.8	94	4.2
13/1/1973	0	-5.8	96	4
14/1/1973	0.3	4.6	75	6.6
15/1/1973	1.8	4.1	90	6.8
16/1/1973	0	1.8	90	6
17/1/1973	0.3	-0.7	94	5.4
18/1/1973	1.3	-1.3	98	5.4
19/1/1973	0.3	-0.5	99	5.6
20/1/1973	0	2	85	6
21/1/1973	2.1	2.3	82	6.1
22/1/1973	0	0.4	91	5.7
23/1/1973	0	-0.6	88	5.3
24/1/1973	0	-4.3	90	4.3
25/1/1973	0	-6.2	94	3.8
26/1/1973	0.2	-0.7	76	5.1
27/1/1973	7.6	1.1	97	6.2
28/1/1973	0.8	0.6	97	5.9
29/1/1973	2.4	1.8	88	6.1
30/1/1973	0.3	3.6	97	6.7
31/1/1973	6.7	1.8	96	6.4
1/2/1973	0.1	0.5	92	5.7
2/2/1973	0	0.9	83	5.7
3/2/1973	0	1.1	81	5.7
4/2/1973	0	-0.5	90	5.4
5/2/1973	0	0.3	90	5.6
6/2/1973	0	1.9	83	6
7/2/1973	0	3	92	6.4
8/2/1973	0	3.2	82	6.3
9/2/1973	7.3	5.8	63	7
10/2/1973	4.1	1	90	6
11/2/1973	3.6	-0.4	95	5.6
12/2/1973	0	1.9	87	6
13/2/1973	0.6	1.3	85	5.8
14/2/1973	0	0.4	67	5.3
15/2/1973	0	1.5	56	5.4
16/2/1973	0	-1.1	75	5
17/2/1973	7.5	-2	78	5
18/2/1973	3.4	-1.4	97	5.4
19/2/1973	5.5	-0.6	97	5.7
20/2/1973	0	0	87	5.5
21/2/1973	9.1	1.6	88	6.3
22/2/1973	3.6	2.6	86	6.3
23/2/1973	11.7	0	95	6.1
24/2/1973	0.4	-2	81	4.8
25/2/1973	3.8	-1.7	89	5.2
26/2/1973	0.6	-2.7	91	4.8
27/2/1973	0.4	-3	79	4.5
28/2/1973	0	-2.2	74	4.6
1/3/1973	0.2	0.5	65	5.3
2/3/1973	3.8	0.6	89	5.8
3/3/1973	0	2.5	83	6.1
4/3/1973	0	5	74	6.7
5/3/1973	0	9.2	40	7.3
6/3/1973	9	5.1	77	7.1
7/3/1973	3.6	0.4	97	5.9
8/3/1973	0.2	1.3	82	5.8
9/3/1973	0	1.7	75	5.8
10/3/1973	0	-0.8	65	4.9
11/3/1973	0	0.8	61	5.3
12/3/1973	2.8	-1.3	86	5.2
13/3/1973	0.4	-0.2	87	5.4
14/3/1973	0	1	70	5.5
15/3/1973	0	1.6	63	5.5
16/3/1973	0	1.6	66	5.6
17/3/1973	0	2.8	64	5.9
18/3/1973	2.4	3.4	80	6.4
19/3/1973	0.1	2.4	75	6
20/3/1973	0	3.3	72	6.2
21/3/1973	0	5.4	67	6.7
22/3/1973	0	8.2	55	7.3
23/3/1973	0	10.5	50	7.8
24/3/1973	0	12	36	8
25/3/1973	0	9.2	57	7.6
26/3/1973	0	7.3	81	7.4
27/3/1973	0	8.4	72	7.6
28/3/1973	0.1	10.4	71	8.2
29/3/1973	0.2	5.6	84	7
30/3/1973	4.7	6.3	84	7.4
31/3/1973	0.2	5.4	96	7.2
1/4/1973	0	7	70	7.2
2/4/1973	2.2	5.8	67	6.9
3/4/1973	0.6	1	82	5.7
4/4/1973	0	1.9	67	5.7
5/4/1973	0	7	55	6.9
6/4/1973	0	10.4	59	8
7/4/1973	0	5.6	59	6.6
8/4/1973	0	4.2	63	6.3
9/4/1973	8.2	2.6	76	6.3
10/4/1973	15.6	-0.5	98	6.1
11/4/1973	4.4	0.9	90	6
12/4/1973	5.3	0.6	95	6
13/4/1973	0	1.6	66	5.6
14/4/1973	0	3	67	6
15/4/1973	2.9	3.6	75	6.4
16/4/1973	0	5.6	77	6.9
17/4/1973	0	6.3	69	7
18/4/1973	7.6	5.9	77	7.3
19/4/1973	7.1	2.2	89	6.4
20/4/1973	5	0.2	98	5.9
21/4/1973	0.1	2.8	82	6.2
22/4/1973	0	7.4	56	7.1
23/4/1973	0	8.9	63	7.6
24/4/1973	1.1	9.5	53	7.6
25/4/1973	0.6	6.6	94	7.5
26/4/1973	0	8.9	67	7.7
27/4/1973	3.9	13.6	45	8.8
28/4/1973	7.8	9.6	87	8.5
29/4/1973	6.7	10.4	85	8.6
30/4/1973	0	15.8	56	9.4
1/5/1973	1.5	19.4	46	10.3
2/5/1973	9.1	14.4	74	9.7
3/5/1973	0.2	17.2	65	10
4/5/1973	0.7	18.3	62	10.3
5/5/1973	33.4	15.7	77	11
6/5/1973	0.2	9.7	86	8.2
7/5/1973	3.7	8.8	83	8
8/5/1973	15.1	6.9	90	8
9/5/1973	0	8.5	82	7.8
10/5/1973	10.1	10	81	8.6
11/5/1973	0	8.6	68	7.6
12/5/1973	0	10.6	57	8
13/5/1973	0	13.4	51	8.7
14/5/1973	0	16.7	49	9.6
15/5/1973	0	11.2	67	8.3
16/5/1973	0	11.9	50	8.2
17/5/1973	0.3	13.7	36	8.5
18/5/1973	0	15.9	57	9.5
19/5/1973	1.2	13.9	72	9.2
20/5/1973	3	16.8	55	9.8
21/5/1973	2.9	12.7	90	9.2
22/5/1973	2.8	17	61	10
23/5/1973	8.9	15	67	9.7
24/5/1973	0	13.4	69	9
25/5/1973	0	14.6	63	9.2
26/5/1973	0	16.5	51	9.5
27/5/1973	0	18.1	46	9.9
28/5/1973	10.8	17.6	62	10.4
29/5/1973	2.4	12.2	92	9.1
30/5/1973	4.4	15	78	9.7
31/5/1973	2.9	18.6	77	10.7
1/6/1973	11.5	18	77	10.8
2/6/1973	0.2	12.2	83	8.9
3/6/1973	0	15.2	66	9.4
4/6/1973	0	17	70	10
5/6/1973	0	17.9	68	10.2
6/6/1973	0	16.4	66	9.8
7/6/1973	2	12.3	70	8.7
8/6/1973	0	13	79	9
9/6/1973	0	16.1	70	9.8
10/6/1973	0	17.1	73	10.1
11/6/1973	0	17.2	72	10.1
12/6/1973	0	20.6	68	11
13/6/1973	9.8	17.8	75	10.7
14/6/1973	2.6	13.2	73	9.1
15/6/1973	0	16.8	52	9.6
16/6/1973	0	19	58	10.4
17/6/1973	0	20.8	57	10.9
18/6/1973	0	18	68	10.3
19/6/1973	0	20.2	58	10.7
20/6/1973	23.6	12.6	82	9.8
21/6/1973	0	10	89	8.3
22/6/1973	10.1	13.7	76	9.5
23/6/1973	64	11.3	97	11.2
24/6/1973	0.2	14.2	92	9.6
25/6/1973	0.3	18	80	10.5
26/6/1973	0	21.2	70	11.2
27/6/1973	2.8	24.3	59	12
28/6/1973	0	21.3	65	11.1
29/6/1973	9.7	17.3	79	10.6
30/6/1973	0	20	60	10.7
1/7/1973	0	21.7	61	11.2
2/7/1973	0	22.7	57	11.4
3/7/1973	0	23.6	64	11.8
4/7/1973	0	23.2	67	11.7
5/7/1973	0	24.4	59	11.9
6/7/1973	0.2	19.2	79	10.8
7/7/1973	0.1	17.9	77	10.4
8/7/1973	0	19.4	70	10.7
9/7/1973	0	18.1	78	10.5
10/7/1973	0	20	61	10.7
11/7/1973	0	20.2	60	10.7
12/7/1973	3.4	17.4	77	10.4
13/7/1973	0	18.2	70	10.3
14/7/1973	1.5	18.8	80	10.7
15/7/1973	9.4	15.3	93	10.3
16/7/1973	11.3	16.9	75	10.5
17/7/1973	1.3	15.4	69	9.6
18/7/1973	3	14.4	87	9.7
19/7/1973	0.9	15.9	80	9.9
20/7/1973	4.1	18.4	73	10.6
21/7/1973	1.9	15.4	93	10
22/7/1973	9.6	13.6	89	9.7
23/7/1973	7.7	12.7	90	9.4
24/7/1973	0	13.2	81	9.1
25/7/1973	5.4	12.4	90	9.2
26/7/1973	2.6	11.6	96	9
27/7/1973	0	11.9	83	8.8
28/7/1973	1.7	13.8	77	9.3
29/7/1973	0	16.2	81	10
30/7/1973	0	17.6	73	10.2
31/7/1973	0	19.1	69	10.6
1/8/1973	0	18.9	63	10.4
2/8/1973	1.5	16.2	86	10.1
3/8/1973	0.2	17	84	10.3
4/8/1973	2.7	16.4	89	10.3
5/8/1973	0	18.7	74	10.6
6/8/1973	0.3	24.7	54	11.9
7/8/1973	8.4	15.4	92	10.2
8/8/1973	0	16.3	67	9.8
9/8/1973	0	17.8	69	10.2
10/8/1973	0	22.1	55	11.2
11/8/1973	0	22.4	70	11.5
12/8/1973	0	23.3	61	11.6
13/8/1973	0	22.9	58	11.5
14/8/1973	0	21.8	58	11.2
15/8/1973	0	21.5	53	11
16/8/1973	0	22	48	11
17/8/1973	0	22.5	52	11.3
18/8/1973	0	22.8	60	11.5
19/8/1973	0.2	23.8	58	11.7
20/8/1973	15.1	21.2	77	11.9
21/8/1973	0	20.3	76	11
22/8/1973	0	19.2	73	10.7
23/8/1973	0	19.6	74	10.8
24/8/1973	0	20.6	69	11
25/8/1973	29.1	16.1	86	11.1
26/8/1973	0.5	15.5	96	10
27/8/1973	2	17.6	87	10.5
28/8/1973	8.5	15.9	92	10.4
29/8/1973	0	17.4	87	10.4
30/8/1973	18.6	14.9	94	10.5
31/8/1973	0	12.4	76	8.8
1/9/1973	0	15.6	70	9.6
2/9/1973	0	19.3	62	10.5
3/9/1973	0	22.2	52	11.2
4/9/1973	0	23.6	51	11.5
5/9/1973	0	22.7	46	11.2
6/9/1973	0	23.4	51	11.5
7/9/1973	0	22.8	62	11.5
8/9/1973	0	21.4	74	11.3
9/9/1973	0	21.6	60	11.1
10/9/1973	0.6	15.8	89	10
11/9/1973	0	14.6	73	9.4
12/9/1973	0	14.2	63	9.1
13/9/1973	0	16	59	9.5
14/9/1973	0	16.4	75	9.9
15/9/1973	1.7	19.9	73	10.9
16/9/1973	0.7	17.6	84	10.4
17/9/1973	0	18.8	73	10.6
18/9/1973	0	14.3	92	9.6
19/9/1973	0.2	14.4	79	9.4
20/9/1973	5.5	17.8	71	10.5
21/9/1973	3.5	11.7	86	8.9
22/9/1973	0	11.1	73	8.4
23/9/1973	0	10	75	8.1
24/9/1973	0	10.2	73	8.1
25/9/1973	0	10.6	73	8.2
26/9/1973	0	10.9	76	8.4
27/9/1973	0	11.3	77	8.5
28/9/1973	0	14.7	66	9.3
29/9/1973	8.5	10	86	8.6
30/9/1973	0.4	8.8	80	7.9
1/10/1973	0.9	9.3	81	8
2/10/1973	0	11.1	78	8.5
3/10/1973	0	11	83	8.5
4/10/1973	0	12.3	90	9
5/10/1973	0	13.2	91	9.3
6/10/1973	6.5	12.6	89	9.3
7/10/1973	8.5	11	94	9
8/10/1973	0.3	10.8	92	8.6
9/10/1973	0	11.1	85	8.6
10/10/1973	0	10.2	89	8.4
11/10/1973	3.8	9.1	92	8.3
12/10/1973	0	3.9	81	6.5
13/10/1973	0.7	7	87	7.5
14/10/1973	13.1	11.1	92	9.2
15/10/1973	10.8	10.5	95	9
16/10/1973	15.9	10.6	83	9
17/10/1973	6.4	8.2	93	8.1
18/10/1973	0.8	4	77	6.5
19/10/1973	1.7	6	69	6.9
20/10/1973	0	7.2	91	7.6
21/10/1973	3.4	8	81	7.8
22/10/1973	5.4	5.8	81	7.2
23/10/1973	1.1	6.2	90	7.3
24/10/1973	0	5.5	81	6.9
25/10/1973	0	3.7	61	6.1
26/10/1973	0	4.1	68	6.3
27/10/1973	0	5	75	6.7
28/10/1973	0	8.2	57	7.3
29/10/1973	0	4.7	84	6.8
30/10/1973	0	4.8	84	6.8
31/10/1973	0	6	83	7.1
1/11/1973	0	5.4	88	7
2/11/1973	0	5.9	90	7.2
3/11/1973	0	2.2	98	6.3
4/11/1973	0	12	65	8.5
5/11/1973	14.7	10.1	87	8.9
6/11/1973	0.6	2.5	89	6.2
7/11/1973	0.4	2	92	6.1
8/11/1973	0.2	4	88	6.6
9/11/1973	0	8.2	86	7.8
10/11/1973	0	7	82	7.4
11/11/1973	0.2	4.7	95	7
12/11/1973	0	3.4	76	6.3
13/11/1973	12	6.1	94	7.8
14/11/1973	9.2	5.6	90	7.5
15/11/1973	20.3	8.5	95	8.8
16/11/1973	5.7	7	92	7.8
17/11/1973	0	1.8	71	5.7
18/11/1973	0	1.6	78	5.8
19/11/1973	0	7.4	85	7.5
20/11/1973	0	3.1	73	6.1
21/11/1973	0	2	82	6
22/11/1973	0	4.9	71	6.6
23/11/1973	0	6.9	81	7.3
24/11/1973	0.1	6.6	84	7.3
25/11/1973	9.1	4.2	96	7.2
26/11/1973	3.1	-0.6	89	5.5
27/11/1973	0.8	-2.9	85	4.7
28/11/1973	5.7	-4	87	4.6
29/11/1973	3.8	-2	94	5.2
30/11/1973	4.9	-3.8	92	4.7
1/12/1973	0.1	-7	86	3.5
2/12/1973	0	-10.5	79	2.4
3/12/1973	0.4	-9.2	77	2.7
4/12/1973	9.3	-0.3	95	5.9
5/12/1973	3.6	3.7	97	6.8
6/12/1973	7.5	4.5	97	7.2
7/12/1973	2.4	4.4	94	6.9
8/12/1973	4.4	4.3	86	6.8
9/12/1973	0	-1.5	77	4.9
10/12/1973	0	-3.3	74	4.3
11/12/1973	0.2	0.7	68	5.4
12/12/1973	0.2	-0.5	93	5.5
13/12/1973	4.8	2.6	95	6.5
14/12/1973	5.4	1.3	87	6.1
15/12/1973	0.5	-1.7	92	5.1
16/12/1973	0.5	0	62	5.1
17/12/1973	4.3	0.6	95	5.9
