Date	Precip	Tair	RH	Twater
16/4/1985	3.3	7.6	93	7.9
17/4/1985	0	8.6	64	7.5
18/4/1985	0	9.8	50	7.6
19/4/1985	0	10.8	55	8
20/4/1985	0	11.8	58	8.3
21/4/1985	0	14.1	64	9.1
22/4/1985	0	14.5	63	9.2
23/4/1985	0	9.4	65	7.8
24/4/1985	0	3.4	59	6
25/4/1985	0	7.1	64	7.1
26/4/1985	0	4.2	59	6.2
27/4/1985	8.1	5	70	6.9
28/4/1985	1.3	2.4	81	6.1
29/4/1985	1	3.4	88	6.5
30/4/1985	1.9	8.2	86	7.9
1/5/1985	4.6	9.9	75	8.3
2/5/1985	6.2	5.2	86	7.2
3/5/1985	0	4.6	78	6.6
4/5/1985	0	7.6	74	7.4
5/5/1985	0	11.2	65	8.3
6/5/1985	0	14.5	56	9.1
7/5/1985	2.4	17.2	65	10.1
8/5/1985	0.4	12.4	69	8.7
9/5/1985	0.6	10.2	90	8.4
10/5/1985	0	11	79	8.5
11/5/1985	0.4	14.6	67	9.3
12/5/1985	0	13.4	59	8.8
13/5/1985	0	17	72	10
14/5/1985	0	13.6	61	8.9
15/5/1985	0	13.9	70	9.1
16/5/1985	3.9	18.8	57	10.4
17/5/1985	0	15.6	68	9.6
18/5/1985	3.5	16	73	9.9
19/5/1985	0	15.4	81	9.7
20/5/1985	1	15.4	85	9.8
21/5/1985	10.1	13.6	88	9.7
22/5/1985	5.8	10.4	87	8.6
23/5/1985	0.8	11.3	86	8.7
24/5/1985	0	13.8	73	9.2
25/5/1985	0	18	61	10.1
26/5/1985	0	19.1	61	10.4
27/5/1985	0	19.6	66	10.7
28/5/1985	9.2	15	89	10.1
29/5/1985	14.9	11.8	92	9.5
30/5/1985	0.5	13.4	90	9.3
31/5/1985	0	15.6	63	9.5
1/6/1985	0	20	52	10.5
2/6/1985	0	16.8	54	9.7
3/6/1985	0	20.2	50	10.6
4/6/1985	0	20.8	61	10.9
5/6/1985	0	21	60	11
6/6/1985	0.2	19.1	70	10.6
7/6/1985	4	16.4	73	10
8/6/1985	0	10.3	66	8
9/6/1985	15.4	10.6	79	8.9
10/6/1985	13.5	11.2	82	9.1
11/6/1985	0	11.6	73	8.5
12/6/1985	0.8	13	70	8.9
13/6/1985	0	11.3	69	8.4
14/6/1985	3.1	14.4	69	9.4
15/6/1985	0	10.8	65	8.2
16/6/1985	0	12.4	55	8.4
17/6/1985	0	13.9	54	8.9
18/6/1985	0	12.8	66	8.7
19/6/1985	10.9	15	71	9.9
20/6/1985	0	12	82	8.8
21/6/1985	2.2	15.4	67	9.6
22/6/1985	4.3	14.1	73	9.4
23/6/1985	1.1	13.6	73	9.1
24/6/1985	4.9	13.5	81	9.4
25/6/1985	0	14.6	59	9.1
26/6/1985	2.8	12.8	83	9.1
27/6/1985	0	12.8	77	8.9
28/6/1985	0	13.6	73	9.1
29/6/1985	0	15	68	9.4
30/6/1985	0	16.4	68	9.8
1/7/1985	3.2	17.4	79	10.4
2/7/1985	0	16.2	66	9.7
3/7/1985	0	20.1	51	10.6
4/7/1985	0	20.1	56	10.6
5/7/1985	1.7	19.1	82	10.9
6/7/1985	8.6	17.2	92	10.8
7/7/1985	0	15.1	65	9.4
8/7/1985	0	16.1	64	9.6
9/7/1985	4.1	17.2	70	10.2
10/7/1985	0	15.1	73	9.5
11/7/1985	0	15.8	67	9.6
12/7/1985	0	17.4	63	10
13/7/1985	0	18.8	61	10.4
14/7/1985	0	23.3	60	11.6
15/7/1985	0	19.8	63	10.7
16/7/1985	2.1	17.8	75	10.4
17/7/1985	0	18.4	62	10.3
18/7/1985	0.4	21.2	63	11.1
19/7/1985	0.3	19.8	75	10.9
20/7/1985	4.6	17.6	61	10.2
21/7/1985	0	13.9	68	9.1
22/7/1985	0	17.9	64	10.2
23/7/1985	0	17.7	71	10.2
24/7/1985	0	19.5	58	10.5
25/7/1985	0	21.7	63	11.2
26/7/1985	2.1	23.4	60	11.7
27/7/1985	0	18	61	10.1
28/7/1985	11	19.6	75	11.2
29/7/1985	2.9	17	83	10.3
30/7/1985	0	16.5	64	9.8
31/7/1985	8	15.5	88	10.2
1/8/1985	20.8	14.2	92	10.4
2/8/1985	0	15.6	71	9.6
3/8/1985	0	16.2	77	9.9
4/8/1985	0.6	15.8	75	9.8
5/8/1985	0	18.5	64	10.3
6/8/1985	3.6	12.6	92	9.3
7/8/1985	0	13.6	76	9.1
8/8/1985	0	14.2	85	9.5
9/8/1985	0	19.4	70	10.7
10/8/1985	2.1	15.2	75	9.7
11/8/1985	0	17.5	70	10.1
12/8/1985	6.4	16.7	90	10.5
13/8/1985	0	18.8	86	10.8
14/8/1985	0.5	22.4	72	11.6
15/8/1985	2.8	18.8	90	11
16/8/1985	0	17.6	81	10.4
17/8/1985	0	13.9	80	9.3
18/8/1985	0	15.6	69	9.6
19/8/1985	7.3	17.6	70	10.4
20/8/1985	0	15.4	70	9.6
21/8/1985	0	18.4	73	10.5
22/8/1985	0	21.2	66	11.1
23/8/1985	0	17.2	70	10.1
24/8/1985	9.1	17.6	74	10.6
25/8/1985	0	14.1	79	9.3
26/8/1985	0	12.5	77	8.9
27/8/1985	0	13.4	70	9
28/8/1985	0	12.7	72	8.8
29/8/1985	0	15	68	9.4
30/8/1985	0	17	68	10
31/8/1985	0	19.4	68	10.7
1/9/1985	2.6	14.3	90	9.7
2/9/1985	0	13.3	74	9
3/9/1985	12.2	15.2	76	10
4/9/1985	0.4	13.6	82	9.3
5/9/1985	10.7	15.1	85	10.1
6/9/1985	0	10	72	8.1
7/9/1985	0	9.2	70	7.8
8/9/1985	0	12.9	67	8.8
9/9/1985	0	10.6	81	8.4
10/9/1985	0	9.8	75	8.1
11/9/1985	0	12.8	72	8.9
12/9/1985	0	14.8	77	9.5
13/9/1985	1.7	16.6	81	10.1
14/9/1985	0	12.9	92	9.2
15/9/1985	0.5	12.2	88	9
16/9/1985	0	10.5	79	8.3
17/9/1985	0	16.6	73	9.9
18/9/1985	0	17.4	81	10.3
19/9/1985	0	17.9	68	10.2
20/9/1985	0	17.3	76	10.2
21/9/1985	0	18.6	69	10.4
22/9/1985	0	19.4	67	10.6
23/9/1985	0	18	79	10.4
24/9/1985	0	16.3	79	10
25/9/1985	0	13.9	89	9.5
26/9/1985	0	13.9	78	9.3
27/9/1985	0	14	76	9.3
28/9/1985	0	13.6	74	9.1
29/9/1985	0	12.8	79	9
30/9/1985	0	12.7	79	8.9
1/10/1985	0	14.6	81	9.5
2/10/1985	3	15.4	93	10.1
3/10/1985	0	15.8	87	10
4/10/1985	1.7	17.5	72	10.2
5/10/1985	3.7	14.8	94	9.9
6/10/1985	0	13.6	85	9.3
7/10/1985	0.7	14.8	85	9.7
8/10/1985	2.6	9.4	87	8.2
9/10/1985	0.6	10.8	79	8.4
10/10/1985	0	12	82	8.8
11/10/1985	0	12.3	82	8.9
12/10/1985	0	10.2	89	8.4
13/10/1985	0	6.1	80	7.1
14/10/1985	0	7.8	81	7.6
15/10/1985	0	10.1	94	8.5
16/10/1985	0	7.6	84	7.6
17/10/1985	0	8.4	81	7.8
18/10/1985	0	6.3	88	7.3
19/10/1985	0	9	75	7.8
20/10/1985	0	8.8	64	7.6
21/10/1985	0	8.2	66	7.4
22/10/1985	0	6.2	75	7
23/10/1985	0	9.2	55	7.5
24/10/1985	0	8.3	42	7.1
25/10/1985	0	3.8	77	6.4
26/10/1985	0	2.9	82	6.2
27/10/1985	0	2.4	84	6.1
28/10/1985	0	0.8	91	5.8
29/10/1985	0	1	82	5.7
30/10/1985	0	-0.1	86	5.4
31/10/1985	0	1.4	92	6
1/11/1985	0.3	6.6	81	7.3
2/11/1985	4.5	4.4	86	6.9
3/11/1985	0	1.8	82	5.9
4/11/1985	4	1.2	97	6.1
5/11/1985	11	11	80	8.9
6/11/1985	0	5.6	66	6.7
7/11/1985	0.7	7.6	85	7.6
8/11/1985	15.5	9.2	95	8.8
9/11/1985	4.3	13.1	89	9.4
10/11/1985	5.3	6.7	75	7.4
11/11/1985	0.5	1.8	76	5.8
12/11/1985	0	-1.2	86	5.1
13/11/1985	0	0	82	5.4
14/11/1985	0	-0.9	86	5.2
15/11/1985	0	-2.4	88	4.8
16/11/1985	0	-2.8	87	4.7
17/11/1985	0	-0.8	67	4.9
18/11/1985	0	-2	55	4.4
19/11/1985	0.7	-2.1	75	4.7
20/11/1985	7.7	-2.5	89	5.1
21/11/1985	5	-2	96	5.3
22/11/1985	4.2	-2.2	97	5.2
23/11/1985	0.6	-1.4	94	5.2
24/11/1985	0.5	-2	92	5
25/11/1985	0	-2	91	5
26/11/1985	0	-3.7	92	4.5
27/11/1985	3.6	-2	75	4.8
28/11/1985	1.2	0.1	88	5.6
29/11/1985	7.3	-0.3	95	5.8
30/11/1985	7.3	3.2	95	6.8
1/12/1985	0	4	96	6.8
2/12/1985	0	6.4	92	7.4
3/12/1985	0	9.8	82	8.2
4/12/1985	0	9.1	79	7.9
5/12/1985	2.4	9.6	64	7.9
6/12/1985	0	8.1	72	7.5
7/12/1985	8.7	8.3	85	8.1
8/12/1985	0.9	6.3	95	7.4
9/12/1985	3.6	6.8	91	7.6
10/12/1985	0	2.1	90	6.1
11/12/1985	0	0.9	94	5.9
12/12/1985	0	-0.8	84	5.2
13/12/1985	0.4	-0.8	80	5.2
14/12/1985	1.4	3.6	94	6.7
15/12/1985	0.1	7.4	89	7.6
16/12/1985	0	7.4	86	7.6
17/12/1985	0.5	5.6	88	7.1
18/12/1985	3.1	5.1	93	7.1
19/12/1985	0	5.5	81	6.9
20/12/1985	0.4	5.3	85	7
21/12/1985	0	2.4	58	5.7
22/12/1985	0	0.4	82	5.5
23/12/1985	0	3.8	90	6.6
24/12/1985	0.8	4.6	86	6.8
25/12/1985	2.3	8	86	7.8
26/12/1985	0	7.4	74	7.4
27/12/1985	6.3	5	75	6.9
28/12/1985	19.9	-0.1	95	6.3
29/12/1985	0.8	-2.2	90	4.9
30/12/1985	0	-3.2	93	4.7
31/12/1985	0	-8	85	3.2
1/1/1986	4.1	-4.8	84	4.2
2/1/1986	0.7	3.6	84	6.5
3/1/1986	1.1	2.6	89	6.3
4/1/1986	0	-0.4	81	5.3
5/1/1986	2.7	1	72	5.6
6/1/1986	1.2	1	94	5.9
7/1/1986	0	-0.1	74	5.2
8/1/1986	2.2	-1.8	82	5
9/1/1986	0.9	-1.6	87	5.1
10/1/1986	6.9	1.2	90	6.1
11/1/1986	2.9	5	88	7
12/1/1986	3	3.6	79	6.5
13/1/1986	10.5	6.6	87	7.7
14/1/1986	5.4	6.8	76	7.4
15/1/1986	3.6	3.4	85	6.5
16/1/1986	0	1.6	80	5.8
17/1/1986	0	-1	86	5.2
18/1/1986	12.2	3.8	88	7
19/1/1986	3.7	8	85	7.8
20/1/1986	0	4	69	6.3
21/1/1986	4.4	4.5	71	6.6
22/1/1986	4.5	5	73	6.8
23/1/1986	24.1	6.4	89	8.2
24/1/1986	1.4	1.2	80	5.8
25/1/1986	0.7	0.4	78	5.5
26/1/1986	0.8	-2.7	90	4.8
27/1/1986	0.4	-4.4	83	4.2
28/1/1986	2.2	-2.3	92	5
29/1/1986	0	-0.5	68	5
30/1/1986	0	1.8	61	5.6
31/1/1986	0	3.4	65	6.1
1/2/1986	4.1	1	92	6
2/2/1986	0	1.8	86	6
3/2/1986	0	2.3	79	6
4/2/1986	0	0.1	71	5.2
5/2/1986	1.1	-1.8	83	4.9
6/2/1986	0.5	-1.5	90	5.1
7/2/1986	0	-4.8	63	3.7
8/2/1986	0.7	-8.7	72	2.8
9/2/1986	3.2	-11.8	73	2
10/2/1986	2.5	-7.8	88	3.4
11/2/1986	0	-4.6	71	3.9
12/2/1986	0	-3.8	52	3.8
13/2/1986	0	-5	52	3.5
14/2/1986	0	-4.8	73	3.9
15/2/1986	0	-3	73	4.4
16/2/1986	0	-2.6	73	4.5
17/2/1986	0	-2.6	73	4.5
18/2/1986	0	-5.1	78	3.9
19/2/1986	0	-6	80	3.7
20/2/1986	0.3	-5.8	84	3.8
21/2/1986	0	-6.7	63	3.2
22/2/1986	0	-6.8	73	3.3
23/2/1986	0	-4.5	62	3.8
24/2/1986	0	-5.8	57	3.3
25/2/1986	0	-5.4	59	3.5
26/2/1986	0	-7.2	47	2.8
27/2/1986	0	-5.6	46	3.2
28/2/1986	0	-3	41	3.9
1/3/1986	0	-1	48	4.5
2/3/1986	0	-1.4	67	4.7
3/3/1986	0	-0.2	78	5.3
4/3/1986	4.6	0.2	82	5.6
5/3/1986	1.9	4.9	97	7.1
6/3/1986	9.4	5.5	93	7.5
7/3/1986	0	2.1	89	6.1
8/3/1986	2.4	1.8	87	6.1
9/3/1986	0	2	87	6
10/3/1986	0	2.6	84	6.2
11/3/1986	0	2	80	5.9
12/3/1986	0	3.5	77	6.3
13/3/1986	0	2.9	81	6.2
14/3/1986	0	3.8	73	6.3
15/3/1986	0	3.4	85	6.4
16/3/1986	0	4.1	76	6.5
17/3/1986	0	7.2	71	7.2
18/3/1986	0	5.8	69	6.8
19/3/1986	0	6.6	74	7.1
20/3/1986	4.2	6.8	82	7.5
21/3/1986	1.6	4.6	64	6.5
22/3/1986	2.3	6.2	65	6.9
23/3/1986	5.5	6.7	80	7.5
24/3/1986	34.9	5.8	85	8.4
25/3/1986	0.5	3	76	6.2
26/3/1986	6.1	3	86	6.5
27/3/1986	2.2	8.2	91	8
28/3/1986	0.5	7.8	69	7.4
29/3/1986	5.4	6.5	69	7.2
30/3/1986	12.2	5.6	83	7.5
31/3/1986	4.9	9	69	7.9
1/4/1986	0	7.1	53	6.9
2/4/1986	9.2	5.8	75	7.3
3/4/1986	7.3	5	95	7.3
4/4/1986	0	2.5	73	6
5/4/1986	0	1.6	76	5.7
6/4/1986	0.3	4.8	78	6.7
7/4/1986	0	10.2	71	8.1
8/4/1986	0	9.2	83	8
9/4/1986	0	8.3	74	7.6
10/4/1986	0.5	2.3	80	6
11/4/1986	0	-0.8	51	4.6
12/4/1986	0	-1.6	62	4.6
13/4/1986	1.2	0.8	59	5.3
14/4/1986	1.9	5	86	7
15/4/1986	0.4	10	56	7.8
16/4/1986	4.1	7.2	79	7.5
17/4/1986	2.5	6.7	76	7.3
18/4/1986	0	6.5	67	7
19/4/1986	1.9	4.6	83	6.8
20/4/1986	6.1	5.6	77	7.1
21/4/1986	8.4	8.2	94	8.2
22/4/1986	9.6	5.4	84	7.3
23/4/1986	3.4	7.7	83	7.7
24/4/1986	0.2	9.2	81	8
25/4/1986	0	11.4	77	8.5
26/4/1986	24	11.2	78	9.4
27/4/1986	0	9.9	73	8
28/4/1986	2.7	12.6	67	8.8
29/4/1986	0.2	14.5	71	9.3
30/4/1986	0	12.4	71	8.7
1/5/1986	0	17.1	59	9.8
2/5/1986	0	16.6	58	9.7
3/5/1986	0	16.2	60	9.6
4/5/1986	1	15.4	61	9.4
5/5/1986	0	16.4	64	9.7
6/5/1986	3	18.6	61	10.4
7/5/1986	1.8	11.3	82	8.7
8/5/1986	1.4	10.6	66	8.2
9/5/1986	0.4	11.8	69	8.5
10/5/1986	12.3	14.2	73	9.7
11/5/1986	0	14.4	70	9.3
12/5/1986	0	16.5	62	9.7
13/5/1986	8.9	15.9	80	10.2
14/5/1986	2.2	13	79	9.1
15/5/1986	1	11.3	81	8.6
16/5/1986	4	11.8	75	8.8
17/5/1986	0	14.9	82	9.6
18/5/1986	1.2	17.4	86	10.4
19/5/1986	4.1	15.8	95	10.2
20/5/1986	0.7	18.8	85	10.8
21/5/1986	1	17.8	73	10.3
22/5/1986	0	15	66	9.4
23/5/1986	0.8	18.9	68	10.5
24/5/1986	4.4	12.6	72	9
25/5/1986	0	14.8	59	9.2
26/5/1986	0	19	65	10.5
27/5/1986	3.6	18.4	78	10.7
28/5/1986	7.1	10.2	90	8.7
29/5/1986	2.9	9.7	77	8.2
30/5/1986	3.2	8	86	7.8
31/5/1986	3.9	7.3	92	7.8
1/6/1986	3.6	12.5	63	8.7
2/6/1986	0	12.2	79	8.8
3/6/1986	15.8	13.6	73	9.7
4/6/1986	0.8	9.8	77	8.1
5/6/1986	0.6	9.4	71	7.9
6/6/1986	4.9	8.4	77	7.9
7/6/1986	32.9	8.7	92	9.2
8/6/1986	0	11.6	81	8.7
9/6/1986	0	16	69	9.7
10/6/1986	1.5	20	55	10.7
11/6/1986	2.7	11.6	91	8.9
12/6/1986	0	12.3	75	8.8
13/6/1986	0	14.1	63	9.1
14/6/1986	0	19.8	67	10.7
15/6/1986	0	22.1	62	11.3
16/6/1986	0	21.9	68	11.4
17/6/1986	0	21.8	72	11.4
18/6/1986	0	19.8	80	11
19/6/1986	0.3	21.8	76	11.5
20/6/1986	0	22.1	71	11.5
21/6/1986	0	22.2	79	11.6
22/6/1986	0	22.3	73	11.6
23/6/1986	13.1	21.6	76	11.9
24/6/1986	0	16	69	9.7
25/6/1986	0	19.2	62	10.5
26/6/1986	0	23.2	45	11.3
27/6/1986	0	21.8	55	11.1
28/6/1986	0	22.4	55	11.3
29/6/1986	0	22.3	51	11.2
30/6/1986	0	19.9	55	10.6
1/7/1986	0	20.6	56	10.8
2/7/1986	0	22	59	11.2
3/7/1986	0	20.6	71	11
4/7/1986	0	20.4	61	10.8
5/7/1986	15.5	21	64	11.6
6/7/1986	3.7	16.8	87	10.4
7/7/1986	0	15.2	77	9.6
8/7/1986	1.7	13.8	73	9.2
9/7/1986	0.4	14.6	81	9.5
10/7/1986	0	15.5	69	9.6
11/7/1986	4.1	12	91	9.1
12/7/1986	0	13.9	77	9.2
13/7/1986	0.8	12.2	80	8.8
14/7/1986	0	13.4	71	9
15/7/1986	0	17	67	10
16/7/1986	0	20.4	58	10.8
17/7/1986	0	22.1	61	11.3
18/7/1986	0	17.6	58	10
19/7/1986	0	15.4	59	9.4
20/7/1986	0	16.4	60	9.7
21/7/1986	0	17.9	68	10.2
22/7/1986	5.5	20.4	62	11
23/7/1986	12.6	16.6	89	10.7
24/7/1986	0.3	12.4	71	8.7
25/7/1986	0.4	16	64	9.6
26/7/1986	0.4	18.3	79	10.5
27/7/1986	0	19.8	69	10.8
28/7/1986	0	21.4	68	11.2
29/7/1986	0	21.4	64	11.1
30/7/1986	1.6	20.1	66	10.9
31/7/1986	0	22.2	64	11.4
1/8/1986	0	19	64	10.5
2/8/1986	0	21.8	60	11.2
3/8/1986	0	26.6	54	12.4
4/8/1986	4.5	20.4	83	11.4
5/8/1986	0	16.3	63	9.7
6/8/1986	0	18.6	63	10.3
7/8/1986	0	20	57	10.6
8/8/1986	0	16.6	59	9.7
9/8/1986	0	17.7	63	10.1
10/8/1986	1.9	17.8	84	10.5
11/8/1986	1.1	20.2	76	11.1
12/8/1986	9.2	17.4	92	10.8
13/8/1986	0	17.4	79	10.3
14/8/1986	0	17.2	77	10.2
15/8/1986	1	19.4	80	10.9
16/8/1986	0	19.2	80	10.8
17/8/1986	0.9	19.3	79	10.8
18/8/1986	15.9	18.3	85	11.2
19/8/1986	2.9	16	83	10.1
20/8/1986	0	13	77	9
21/8/1986	0	14.6	73	9.4
22/8/1986	13	16	89	10.5
23/8/1986	3.4	14.2	85	9.6
24/8/1986	11.3	12.8	90	9.6
25/8/1986	0.3	12.8	77	8.9
26/8/1986	0.6	15.7	74	9.7
27/8/1986	0.7	10.9	80	8.5
28/8/1986	0.7	10.4	91	8.5
29/8/1986	3.9	9.8	86	8.4
30/8/1986	0	10.8	77	8.4
31/8/1986	1.4	11.4	80	8.6
1/9/1986	0	11.4	73	8.5
2/9/1986	0	13	79	9
3/9/1986	4.7	13.3	84	9.4
4/9/1986	0	10.6	84	8.4
5/9/1986	0	10.6	80	8.4
6/9/1986	0	15.4	69	9.5
7/9/1986	0.3	12.4	80	8.9
8/9/1986	0	11.8	74	8.6
9/9/1986	0	10.9	65	8.2
10/9/1986	0	9.5	73	7.9
11/9/1986	0	11.2	76	8.5
12/9/1986	44.4	11.7	94	10.6
13/9/1986	11.4	12.7	98	9.7
14/9/1986	0.5	18.1	86	10.6
15/9/1986	11.5	20	88	11.6
16/9/1986	30.7	11.3	94	9.9
17/9/1986	7.2	11.8	97	9.3
18/9/1986	0	8.1	90	7.8
19/9/1986	0	11.4	59	8.2
20/9/1986	0	9.7	68	7.9
21/9/1986	0	10.7	82	8.4
22/9/1986	0	11.4	81	8.6
23/9/1986	0	12.3	85	8.9
24/9/1986	0	15.9	75	9.8
25/9/1986	0	11	69	8.3
26/9/1986	0	8.9	79	7.9
27/9/1986	0	10.6	85	8.4
28/9/1986	0	10.8	82	8.5
29/9/1986	0	11	78	8.4
30/9/1986	0	15.8	74	9.7
1/10/1986	0	12.7	80	9
2/10/1986	0	13.7	85	9.3
3/10/1986	0	13.4	85	9.2
4/10/1986	0	11.9	84	8.8
5/10/1986	0	11.8	88	8.8
6/10/1986	0	14.4	86	9.5
7/10/1986	0	12.9	89	9.2
8/10/1986	0	13.8	83	9.3
9/10/1986	0	9.6	88	8.2
10/10/1986	0	9.7	91	8.3
11/10/1986	0	10.4	88	8.4
12/10/1986	0	10.5	88	8.5
13/10/1986	0	10.2	90	8.4
14/10/1986	0	12.1	90	9
15/10/1986	0	12.6	89	9.1
16/10/1986	0	12	91	8.9
17/10/1986	0	12.8	82	9
18/10/1986	0.4	8.8	90	8
19/10/1986	7.8	9.8	86	8.5
20/10/1986	24.5	10.7	82	9.3
21/10/1986	13.5	9	80	8.4
22/10/1986	41.5	13.7	93	11
23/10/1986	8.5	7	84	7.7
24/10/1986	0.4	5.4	75	6.8
25/10/1986	8.9	8.1	88	8.1
26/10/1986	0	7.2	75	7.3
27/10/1986	0	3.3	80	6.3
28/10/1986	3	8.2	82	7.8
29/10/1986	3.9	6.8	94	7.7
30/10/1986	0	2.3	95	6.3
31/10/1986	4	7.4	93	7.8
1/11/1986	16.3	10.4	96	9.2
2/11/1986	0.6	4.6	83	6.7
3/11/1986	0	1.9	83	6
4/11/1986	0	2.3	91	6.2
5/11/1986	0.3	4.9	85	6.8
6/11/1986	0	6.5	92	7.4
7/11/1986	0	3.1	95	6.5
8/11/1986	0.2	6.3	88	7.3
9/11/1986	0	2	88	6.1
10/11/1986	0	5.8	88	7.1
11/11/1986	0	6.8	88	7.4
12/11/1986	0	7.8	80	7.6
13/11/1986	0.3	5.9	78	7
14/11/1986	0	8.2	77	7.6
15/11/1986	0.2	9.2	79	8
16/11/1986	0.4	9.9	81	8.2
17/11/1986	1.3	10.2	88	8.4
18/11/1986	0.8	8.4	72	7.6
19/11/1986	1	10.3	61	8
20/11/1986	4.7	5.8	92	7.4
21/11/1986	5.9	4.5	92	7.1
22/11/1986	10.4	8	89	8.2
23/11/1986	0.3	4.7	82	6.7
24/11/1986	0.3	7.2	75	7.3
25/11/1986	0	9.4	93	8.2
26/11/1986	0	8.2	82	7.7
27/11/1986	0	2.4	88	6.2
28/11/1986	0	3.6	73	6.3
29/11/1986	0	0	81	5.4
30/11/1986	0	-2.3	98	5
1/12/1986	0	0.4	89	5.6
2/12/1986	0.3	5	93	7
3/12/1986	0	4	88	6.6
4/12/1986	0	2.1	88	6.1
5/12/1986	0	8.3	73	7.6
6/12/1986	4.4	7.6	84	7.7
7/12/1986	0.2	7.2	94	7.6
8/12/1986	0	6.3	90	7.3
9/12/1986	0	6.5	89	7.4
10/12/1986	0	1.8	93	6.1
11/12/1986	0	0	96	5.6
12/12/1986	0	2.5	86	6.2
13/12/1986	2	2.9	90	6.4
14/12/1986	0.9	4	81	6.5
15/12/1986	10.6	3.1	82	6.7
16/12/1986	7.9	3.5	81	6.7
17/12/1986	6.3	4.6	86	7
18/12/1986	20.2	9	90	8.8
