Date	Precip	Tair	RH	Twater
3/5/1951	0	14.9	56	9.2
4/5/1951	1.1	14	65	9.1
5/5/1951	0	13.1	61	8.7
6/5/1951	0	15.1	48	9.1
7/5/1951	0	14.8	59	9.2
8/5/1951	0	13.7	69	9.1
9/5/1951	1.8	13.5	65	9
10/5/1951	0	12.7	73	8.8
11/5/1951	0	11.8	48	8.2
12/5/1951	0	10.7	51	7.9
13/5/1951	1.8	14.3	46	8.9
14/5/1951	0	10	67	8
15/5/1951	0.7	9.4	61	7.7
16/5/1951	7.2	8.6	78	8
17/5/1951	1.7	12.4	66	8.7
18/5/1951	0	13.2	62	8.8
19/5/1951	0	16.5	56	9.6
20/5/1951	0	16.8	61	9.8
21/5/1951	0	15.4	49	9.2
22/5/1951	0	14	63	9
23/5/1951	0	17.8	52	9.9
24/5/1951	0	23.2	49	11.4
25/5/1951	0	20.2	50	10.6
26/5/1951	20.1	18.5	71	11.2
27/5/1951	4.2	12.8	83	9.2
28/5/1951	0.6	13.3	72	9
29/5/1951	4.5	13.2	74	9.2
30/5/1951	0	12.7	75	8.9
31/5/1951	0	16.3	68	9.8
1/6/1951	5.2	12.6	80	9.1
2/6/1951	0	16	72	9.8
3/6/1951	0	16.5	64	9.8
4/6/1951	0	17.4	62	10
5/6/1951	10.7	18.4	65	10.7
6/6/1951	5.4	16.6	70	10.1
7/6/1951	0	18.2	62	10.2
8/6/1951	29.1	17.6	69	11.2
9/6/1951	3.3	17.7	66	10.3
10/6/1951	7.9	14	73	9.5
11/6/1951	0	16.6	67	9.8
12/6/1951	12.5	18.1	66	10.7
13/6/1951	0	16.4	75	9.9
14/6/1951	0	19.8	67	10.7
15/6/1951	1	21.4	56	11
16/6/1951	3.8	18.8	88	11
17/6/1951	7.1	19.9	79	11.2
18/6/1951	9.1	17	81	10.5
19/6/1951	0.6	14.4	78	9.4
20/6/1951	0	17.4	69	10.1
21/6/1951	0	20.7	63	10.9
22/6/1951	10.9	20.1	74	11.4
23/6/1951	2.5	17.7	79	10.4
24/6/1951	0.7	15.9	79	9.9
25/6/1951	0	14.8	73	9.4
26/6/1951	0	15.7	58	9.4
27/6/1951	5.2	14.4	68	9.4
28/6/1951	0	16.5	68	9.8
29/6/1951	0	15.6	63	9.5
30/6/1951	0	16.1	57	9.5
1/7/1951	0	16.9	51	9.7
2/7/1951	0	18.9	61	10.4
3/7/1951	0	21.8	56	11.1
4/7/1951	0	22.2	52	11.2
5/7/1951	0	13.6	69	9
6/7/1951	0	17.2	55	9.8
7/7/1951	0	20.2	63	10.8
8/7/1951	4.3	23.7	60	11.9
9/7/1951	0	20.2	74	11
10/7/1951	0	22.6	63	11.5
11/7/1951	3.2	21.8	67	11.4
12/7/1951	0	20.8	66	11
13/7/1951	0	21.7	65	11.3
14/7/1951	0.3	20	73	10.9
15/7/1951	3.5	17.8	79	10.5
16/7/1951	0	15.4	77	9.7
17/7/1951	0	18.2	62	10.2
18/7/1951	0	22.4	64	11.4
19/7/1951	0	18.6	60	10.3
20/7/1951	0	20	64	10.8
21/7/1951	0	19	58	10.4
22/7/1951	1.6	23.3	54	11.6
23/7/1951	5.7	18.4	68	10.6
24/7/1951	0	16.8	73	10
25/7/1951	0	15.4	79	9.7
26/7/1951	0	17.2	75	10.1
27/7/1951	0	17.7	73	10.3
28/7/1951	0	20.2	66	10.8
29/7/1951	0	22.9	57	11.5
30/7/1951	0	23.6	62	11.7
31/7/1951	0	26.7	56	12.5
1/8/1951	2.4	23.8	60	11.8
2/8/1951	0	23.4	67	11.8
3/8/1951	18.4	23	66	12.3
4/8/1951	5.4	19	79	10.9
5/8/1951	0	18.2	68	10.3
6/8/1951	3.4	21.5	60	11.2
7/8/1951	5.6	20.8	73	11.3
8/8/1951	4.9	17.6	89	10.7
9/8/1951	0.5	16.5	88	10.2
10/8/1951	0	16.6	84	10.1
11/8/1951	0	17.9	79	10.4
12/8/1951	1.8	17.7	83	10.5
13/8/1951	2.1	17.7	75	10.4
14/8/1951	0	16.9	75	10.1
15/8/1951	0	16.6	65	9.8
16/8/1951	0	18.1	74	10.4
17/8/1951	0	16.8	62	9.8
18/8/1951	0	19.1	71	10.6
19/8/1951	0	20.5	66	10.9
20/8/1951	10.1	16.6	82	10.5
21/8/1951	4.1	15.3	86	9.9
22/8/1951	0	17	80	10.2
23/8/1951	0	19.1	76	10.7
24/8/1951	0	18.3	66	10.3
25/8/1951	1.5	18.4	74	10.5
26/8/1951	0	18.9	78	10.7
27/8/1951	0.1	18.2	81	10.5
28/8/1951	0	20.2	62	10.8
29/8/1951	0	22	62	11.3
30/8/1951	0	22.6	64	11.5
31/8/1951	9.6	16.4	79	10.3
1/9/1951	1.4	16	68	9.7
2/9/1951	10.8	16.2	74	10.2
3/9/1951	0	15.4	77	9.7
4/9/1951	0	16.3	71	9.8
5/9/1951	0	18.8	71	10.5
6/9/1951	0	20.3	64	10.8
7/9/1951	0	21.6	69	11.3
8/9/1951	0	21.4	78	11.4
9/9/1951	0	21.9	69	11.4
10/9/1951	0	20.4	68	10.9
11/9/1951	0	21.1	74	11.2
12/9/1951	0	22.1	69	11.4
13/9/1951	2.5	24.1	75	12.2
14/9/1951	0.6	16.1	76	9.9
15/9/1951	0	15.4	80	9.7
16/9/1951	3.8	17.2	68	10.2
17/9/1951	0	13	78	9
18/9/1951	0.4	13.9	63	9
19/9/1951	0.9	12.4	71	8.8
20/9/1951	0	10.4	80	8.3
21/9/1951	0	9.5	67	7.8
22/9/1951	0	13.2	73	9
23/9/1951	12.2	13.8	80	9.7
24/9/1951	0	13.5	71	9
25/9/1951	0	13.9	73	9.2
26/9/1951	0	13	77	9
27/9/1951	0	13.5	76	9.1
28/9/1951	0	13	79	9
29/9/1951	0	15.2	70	9.5
30/9/1951	0	15.2	70	9.5
1/10/1951	0	15.3	78	9.7
2/10/1951	0	14.3	78	9.4
3/10/1951	0	13.3	74	9
4/10/1951	0	11.7	70	8.5
5/10/1951	0	10.7	76	8.3
6/10/1951	0	12	79	8.7
7/10/1951	0	7.8	75	7.5
8/10/1951	0	7	72	7.2
9/10/1951	0	9.6	73	8
10/10/1951	0	8.8	71	7.7
11/10/1951	0	5.9	61	6.7
12/10/1951	0	6.8	65	7
13/10/1951	0	8.4	69	7.6
14/10/1951	0	9	64	7.6
15/10/1951	0	7.5	61	7.2
16/10/1951	0	7.5	72	7.4
17/10/1951	0	6	72	6.9
18/10/1951	0	7.4	74	7.4
19/10/1951	0	8.6	73	7.7
20/10/1951	0	8.4	82	7.8
21/10/1951	0.3	8.4	88	7.9
22/10/1951	6.3	8.2	88	8.1
23/10/1951	5.1	6.4	84	7.4
24/10/1951	0.6	8	87	7.8
25/10/1951	0	11.2	77	8.5
26/10/1951	0	10.7	83	8.4
27/10/1951	0	8.8	77	7.8
28/10/1951	0	8	85	7.7
29/10/1951	0	9.3	75	7.9
30/10/1951	0.4	9.5	86	8.2
31/10/1951	9.5	11	83	8.9
1/11/1951	19.3	6.4	88	8
2/11/1951	1	8	77	7.6
3/11/1951	2.7	6.9	71	7.3
4/11/1951	0	6.6	78	7.2
5/11/1951	0	7.9	70	7.4
6/11/1951	4.7	7.8	73	7.6
7/11/1951	0	9.6	85	8.2
8/11/1951	3.5	8.7	83	8
9/11/1951	0	11.3	81	8.6
10/11/1951	2.9	9.5	88	8.3
11/11/1951	14	10.9	78	8.9
12/11/1951	12.3	9.8	83	8.6
13/11/1951	0.8	9.5	74	8
14/11/1951	3.9	8.6	89	8.1
15/11/1951	0	7.6	74	7.4
16/11/1951	0	7.4	86	7.6
17/11/1951	1	8.3	83	7.8
18/11/1951	0	10.1	79	8.2
19/11/1951	1.4	6.6	84	7.4
20/11/1951	2.4	7.4	93	7.8
21/11/1951	8.1	8.2	86	8.1
22/11/1951	0	6.9	82	7.4
23/11/1951	1.1	7	86	7.5
24/11/1951	0.1	10.7	88	8.5
25/11/1951	1.6	10	85	8.3
26/11/1951	0	4.3	80	6.6
27/11/1951	0	3	77	6.2
28/11/1951	1.3	4.1	76	6.5
29/11/1951	0.1	4.1	79	6.5
30/11/1951	0	6.5	84	7.3
1/12/1951	0	6.6	86	7.3
2/12/1951	2.2	5.8	90	7.3
3/12/1951	0	3.6	86	6.5
4/12/1951	0.8	4.8	86	6.9
5/12/1951	0	6.1	79	7.1
6/12/1951	2.1	6.3	80	7.2
7/12/1951	0	2.6	80	6.1
8/12/1951	3.7	5.4	78	7
9/12/1951	0.1	8.2	80	7.7
10/12/1951	2.8	3.7	73	6.4
11/12/1951	0	1.3	83	5.8
12/12/1951	0	-2.4	89	4.8
13/12/1951	0	-3.6	84	4.4
14/12/1951	0	-4	85	4.3
15/12/1951	0	-1.2	89	5.2
16/12/1951	0	4.4	82	6.6
17/12/1951	0	5.4	92	7.1
18/12/1951	0	3.3	89	6.5
19/12/1951	0	-0.5	96	5.5
20/12/1951	0	-0.1	95	5.6
21/12/1951	0	-1.2	93	5.2
22/12/1951	0	-1.9	95	5.1
23/12/1951	0	-1.6	96	5.2
24/12/1951	1.4	-1.2	96	5.3
25/12/1951	15.6	7.8	77	8.1
26/12/1951	0	6.4	80	7.2
27/12/1951	1.4	7.1	75	7.3
28/12/1951	0	4.7	76	6.6
29/12/1951	0	0.4	73	5.4
30/12/1951	0.8	3.7	77	6.4
31/12/1951	11.4	4.6	76	7
1/1/1952	5.2	5.4	72	6.9
2/1/1952	4.9	6	76	7.2
3/1/1952	0.5	3.8	76	6.4
4/1/1952	0.5	2.7	81	6.2
5/1/1952	1.8	2.9	80	6.3
6/1/1952	0	0.3	84	5.5
7/1/1952	0	-0.9	92	5.3
8/1/1952	0	-0.2	91	5.5
9/1/1952	11.7	3.5	81	6.8
10/1/1952	11.4	4.8	82	7.2
11/1/1952	7.6	6.6	78	7.5
12/1/1952	1.6	3.4	80	6.4
13/1/1952	0	2.1	75	5.9
14/1/1952	0	3.1	84	6.3
15/1/1952	0	7	74	7.2
16/1/1952	2.8	8	85	7.8
17/1/1952	9.5	3.4	81	6.7
18/1/1952	0	2.4	77	6
19/1/1952	2.1	1	80	5.7
20/1/1952	0	0.6	77	5.5
21/1/1952	0.8	1.1	84	5.8
22/1/1952	0	1.2	86	5.8
23/1/1952	0	-0.2	88	5.4
24/1/1952	0	-3.2	84	4.5
25/1/1952	0	-3.6	84	4.4
26/1/1952	0.1	-1	92	5.3
27/1/1952	0	-0.4	85	5.3
28/1/1952	1.3	-2.5	86	4.8
29/1/1952	0	0	89	5.5
30/1/1952	0	1.2	81	5.7
31/1/1952	7.8	2.2	85	6.4
1/2/1952	7.9	3.1	81	6.6
2/2/1952	8.5	2	74	6.1
3/2/1952	0	1.6	81	5.8
4/2/1952	0.2	1.8	80	5.9
5/2/1952	0	0.7	81	5.6
6/2/1952	0.5	2.1	81	6
7/2/1952	2.4	3.6	79	6.5
8/2/1952	0	2.8	72	6
9/2/1952	0	1.3	77	5.7
10/2/1952	7.6	1	78	5.9
11/2/1952	14.4	2.3	75	6.5
12/2/1952	0	-0.9	90	5.3
13/2/1952	0	-4.4	93	4.3
14/2/1952	0	-5.3	90	4
15/2/1952	0	-3.4	84	4.5
16/2/1952	0	-2.8	89	4.7
17/2/1952	0	-1	87	5.2
18/2/1952	0	-0.5	90	5.4
19/2/1952	0.5	1.8	89	6
20/2/1952	0	3.5	87	6.5
21/2/1952	0	4.6	87	6.8
22/2/1952	0	3	84	6.3
23/2/1952	0	1.2	88	5.8
24/2/1952	0	3	84	6.3
25/2/1952	0	6.4	78	7.1
26/2/1952	0	5.6	76	6.9
27/2/1952	0	4.5	80	6.6
28/2/1952	0	2.6	86	6.2
29/2/1952	0	2.8	81	6.2
1/3/1952	0	5.4	74	6.8
2/3/1952	0	5.4	79	6.9
3/3/1952	0	8.1	66	7.4
4/3/1952	0	10.6	62	8.1
5/3/1952	4.3	8.4	75	7.8
6/3/1952	0	5.1	83	6.9
7/3/1952	0	3.1	75	6.2
8/3/1952	0	2.2	72	5.9
9/3/1952	7.2	4.6	81	6.9
10/3/1952	0	6	83	7.1
11/3/1952	0	5.8	87	7.1
12/3/1952	0	4.8	77	6.7
13/3/1952	0	3.6	81	6.4
14/3/1952	0	0.3	76	5.4
15/3/1952	0	3.8	51	5.9
16/3/1952	0	5.4	73	6.8
17/3/1952	0.3	9	80	7.9
18/3/1952	10.8	9	76	8.2
19/3/1952	0	11.4	69	8.4
20/3/1952	0.5	9.3	77	8
21/3/1952	5.1	9.6	66	8
22/3/1952	5.5	9.6	76	8.2
23/3/1952	2.1	8	70	7.5
24/3/1952	13.3	9.3	81	8.5
25/3/1952	5	9.7	77	8.2
26/3/1952	2.7	3.4	77	6.4
27/3/1952	0	3.3	79	6.3
28/3/1952	29.6	0.7	82	6.7
29/3/1952	7.3	1.3	88	6.1
30/3/1952	0.8	5.3	91	7.1
31/3/1952	19.7	7.1	86	8.2
1/4/1952	2.8	0.6	87	5.8
2/4/1952	1.9	2.6	84	6.2
3/4/1952	0	3.8	80	6.4
4/4/1952	0	5	78	6.7
5/4/1952	0.1	6.6	77	7.2
6/4/1952	0	8.6	72	7.7
7/4/1952	0	11.4	70	8.4
8/4/1952	0	13.9	66	9.1
9/4/1952	0	15.6	58	9.4
10/4/1952	0	14.4	64	9.2
11/4/1952	0	17.3	44	9.6
12/4/1952	0	15.4	51	9.2
13/4/1952	0	16.6	48	9.5
14/4/1952	0	17.6	52	9.9
15/4/1952	1.2	16.6	56	9.7
16/4/1952	1.4	16.8	64	9.9
17/4/1952	0	18.5	42	10
18/4/1952	0	17	46	9.6
19/4/1952	0	17.7	48	9.8
20/4/1952	0.3	15.6	54	9.3
21/4/1952	4.2	13.7	64	9.1
22/4/1952	4.6	13.6	61	9.1
23/4/1952	0	11.8	71	8.6
24/4/1952	4.5	11.8	66	8.6
25/4/1952	0	12	70	8.6
26/4/1952	0	12.3	62	8.5
27/4/1952	0	9.8	76	8.1
28/4/1952	0	9.4	67	7.8
29/4/1952	0	10.8	63	8.1
30/4/1952	0	14	58	9
1/5/1952	0	17.6	47	9.8
2/5/1952	0	17.1	51	9.7
3/5/1952	0	15.6	60	9.4
4/5/1952	0	14.8	66	9.3
5/5/1952	0	14.2	59	9
6/5/1952	0	16.2	54	9.5
7/5/1952	0	15.6	61	9.5
8/5/1952	0	17.6	54	9.9
9/5/1952	0	16.2	65	9.7
10/5/1952	0	16.4	65	9.8
11/5/1952	5.7	16.1	70	10
12/5/1952	0.4	13	72	8.9
13/5/1952	0	14	62	9
14/5/1952	0	14.3	62	9.1
15/5/1952	0	18.8	54	10.2
16/5/1952	0	18.1	58	10.1
17/5/1952	0	16.6	54	9.6
18/5/1952	0	15.6	57	9.4
19/5/1952	0	18.8	52	10.2
20/5/1952	0	12.3	52	8.4
21/5/1952	0	11.6	62	8.3
22/5/1952	0	12.6	53	8.5
23/5/1952	0	14.2	53	8.9
24/5/1952	0.6	13.7	71	9.1
25/5/1952	1.3	13.1	61	8.8
26/5/1952	2.6	12.6	72	8.9
27/5/1952	1.2	13.6	67	9
28/5/1952	0.5	16.3	66	9.8
29/5/1952	0	14	66	9.1
30/5/1952	0	15.6	55	9.4
31/5/1952	1.8	18.8	61	10.4
1/6/1952	0	19.8	68	10.8
2/6/1952	0	19.8	56	10.6
3/6/1952	1.1	16.4	54	9.6
4/6/1952	0	16.6	54	9.6
5/6/1952	0	20	46	10.4
6/6/1952	3	19.8	59	10.7
7/6/1952	1.2	15.6	84	9.9
8/6/1952	0	13.6	71	9.1
9/6/1952	0	14.8	59	9.2
10/6/1952	0	16.4	62	9.7
11/6/1952	0	18.8	50	10.2
12/6/1952	0	19.4	53	10.4
13/6/1952	0	21.2	58	11
14/6/1952	0	18.5	61	10.3
15/6/1952	1.6	21.3	54	11
16/6/1952	0	16.1	62	9.6
17/6/1952	4	20	72	11
18/6/1952	9.8	18.7	80	11
19/6/1952	0	18.5	65	10.3
20/6/1952	0	16.8	53	9.7
21/6/1952	0	15	64	9.3
22/6/1952	0	20	52	10.5
23/6/1952	4.3	18.2	63	10.4
24/6/1952	0	14.6	66	9.3
25/6/1952	0	21.5	47	10.9
26/6/1952	0	17.5	52	9.8
27/6/1952	0	18.6	49	10.1
28/6/1952	0	20.8	44	10.6
29/6/1952	0	24.4	41	11.6
30/6/1952	0	27.4	42	12.5
1/7/1952	0	27.5	43	12.5
2/7/1952	2.4	30.5	40	13.4
3/7/1952	0	27.1	60	12.7
4/7/1952	0	29	60	13.2
5/7/1952	0	29.9	47	13.3
6/7/1952	0	29.7	46	13.2
7/7/1952	5.6	22.6	72	11.8
8/7/1952	3.2	23.3	67	11.9
9/7/1952	0	20.8	71	11.1
10/7/1952	0	22.2	62	11.3
11/7/1952	0	24	52	11.7
12/7/1952	0	20.3	63	10.8
13/7/1952	0	20.8	51	10.8
14/7/1952	0	21.8	53	11.1
15/7/1952	0	17.9	69	10.2
16/7/1952	0	19.4	53	10.4
17/7/1952	0	20.2	51	10.6
18/7/1952	0	18.6	59	10.3
19/7/1952	0	19.9	67	10.8
20/7/1952	0	22	61	11.3
21/7/1952	0	23.2	55	11.5
22/7/1952	0	23.9	45	11.5
23/7/1952	0	21.4	57	11
24/7/1952	0	15.8	58	9.5
25/7/1952	0	20.8	55	10.8
26/7/1952	0	19.6	63	10.6
27/7/1952	1.7	21.2	54	11
28/7/1952	1	17.6	73	10.3
29/7/1952	0	16.2	64	9.7
30/7/1952	0	19.8	65	10.7
31/7/1952	0	19.8	52	10.5
1/8/1952	0	22.5	48	11.2
2/8/1952	0	23.6	52	11.6
3/8/1952	0	21.6	57	11.1
4/8/1952	0	20.6	57	10.8
5/8/1952	0	23.9	42	11.5
6/8/1952	0	24.8	41	11.7
7/8/1952	0.9	21	66	11.1
8/8/1952	0	20.2	67	10.9
9/8/1952	6.2	18.8	69	10.7
10/8/1952	0	20.5	57	10.8
11/8/1952	0	21.5	56	11
12/8/1952	0	26.2	52	12.3
13/8/1952	0	23.4	53	11.5
14/8/1952	0.3	26.1	53	12.3
15/8/1952	5.4	22.4	68	11.7
16/8/1952	0	20	58	10.7
17/8/1952	0	18.7	69	10.5
18/8/1952	5.9	18.4	60	10.4
19/8/1952	1.4	17.2	75	10.2
20/8/1952	0.1	17.5	63	10
21/8/1952	1.7	14.5	76	9.5
22/8/1952	0	15.1	65	9.4
23/8/1952	0	16.7	73	10
24/8/1952	0	19	63	10.5
25/8/1952	0	17.6	65	10.1
26/8/1952	0	19.1	64	10.5
27/8/1952	0	21	56	10.9
28/8/1952	0	19.6	53	10.5
29/8/1952	0	20.3	58	10.7
30/8/1952	15.7	20	72	11.5
31/8/1952	3.5	20.9	70	11.2
1/9/1952	0	19.7	73	10.8
2/9/1952	0	19.2	75	10.7
3/9/1952	2.9	18.4	74	10.6
4/9/1952	2.5	16.8	70	10
5/9/1952	16.4	11.8	89	9.5
6/9/1952	1.1	11.3	85	8.7
7/9/1952	1.5	12.1	91	9
8/9/1952	3.3	9.2	90	8.3
9/9/1952	1.1	10.3	88	8.5
10/9/1952	1.9	11.8	89	8.9
11/9/1952	0	12.2	81	8.8
12/9/1952	33.1	10.9	88	9.8
13/9/1952	0	10.4	79	8.3
14/9/1952	0	10.6	83	8.4
15/9/1952	0	11.3	81	8.6
16/9/1952	0	12.2	66	8.6
17/9/1952	2.4	13.7	71	9.2
18/9/1952	0.2	11.3	82	8.6
19/9/1952	5.3	7.4	83	7.7
20/9/1952	0	8.9	75	7.8
21/9/1952	1.8	12	70	8.7
22/9/1952	0	11.2	83	8.6
23/9/1952	0	12.2	83	8.9
24/9/1952	0	14.4	82	9.5
25/9/1952	8.3	13	84	9.4
26/9/1952	0.7	11.8	83	8.8
27/9/1952	13.3	10.4	92	9
28/9/1952	3.8	10	81	8.4
29/9/1952	1.8	9.4	83	8.1
30/9/1952	9.7	9.8	91	8.7
1/10/1952	3.1	12.6	72	8.9
2/10/1952	6.3	9.7	64	8.1
3/10/1952	1.6	11	85	8.6
4/10/1952	0.5	10	88	8.3
5/10/1952	0	10.2	78	8.2
6/10/1952	0	11.8	75	8.6
7/10/1952	0.4	11.1	60	8.2
8/10/1952	0	9.3	71	7.8
9/10/1952	0	7.4	76	7.4
10/10/1952	2	9	72	7.8
11/10/1952	0.7	6.6	78	7.2
12/10/1952	0	4.4	83	6.7
13/10/1952	7	4.7	87	7.1
14/10/1952	2.3	10.3	79	8.3
15/10/1952	0	6.8	72	7.2
16/10/1952	0	5.9	77	7
17/10/1952	0	6	79	7
18/10/1952	0	6.6	76	7.2
19/10/1952	1.4	8.7	69	7.7
20/10/1952	21	6.8	87	8.2
21/10/1952	1.7	9.6	88	8.3
22/10/1952	6.5	11.3	85	8.9
23/10/1952	5.5	10.4	89	8.7
24/10/1952	4.4	14.9	77	9.7
25/10/1952	3.6	12	88	9
26/10/1952	0.5	11.8	79	8.7
27/10/1952	0	9.3	80	8
28/10/1952	1.8	11.4	81	8.7
29/10/1952	1.8	13.5	76	9.2
30/10/1952	9.4	10.2	78	8.6
31/10/1952	4.6	7.1	82	7.6
1/11/1952	1.8	6.2	86	7.3
2/11/1952	6.9	9.3	80	8.3
3/11/1952	2.4	8.6	81	7.9
4/11/1952	0	4.7	85	6.8
5/11/1952	0.9	8.6	72	7.7
6/11/1952	16.5	8.2	76	8.2
7/11/1952	2.9	6.2	75	7.1
8/11/1952	7.6	2.5	85	6.4
9/11/1952	2.4	5.2	79	6.9
10/11/1952	9.7	6	81	7.4
11/11/1952	0.5	5.4	73	6.8
12/11/1952	3.5	3	81	6.4
13/11/1952	0	1.8	84	5.9
14/11/1952	0	0.8	86	5.7
15/11/1952	0	-1.4	91	5.2
16/11/1952	0	-2.5	90	4.8
17/11/1952	0	-1	83	5.1
18/11/1952	0.3	-0.3	82	5.3
19/11/1952	0.8	1.8	87	6
20/11/1952	0.1	1.7	84	5.9
21/11/1952	7.8	3.6	94	6.9
22/11/1952	1	4.7	86	6.8
23/11/1952	0	4.2	80	6.6
24/11/1952	0	1	82	5.7
25/11/1952	3.8	-2.1	87	5
26/11/1952	12.2	0	92	6
27/11/1952	11.7	5.9	90	7.6
28/11/1952	10.6	8.7	90	8.4
29/11/1952	0.3	3.3	86	6.4
30/11/1952	34.1	4.6	96	8.2
1/12/1952	5.8	0.7	90	5.9
2/12/1952	0	-1.6	79	4.9
3/12/1952	2	0.7	76	5.6
4/12/1952	0	1	73	5.5
5/12/1952	0	-0.3	77	5.2
6/12/1952	0	0.4	79	5.5
7/12/1952	0	-1	81	5.1
8/12/1952	0	-2.6	84	4.7
9/12/1952	0	-5.8	89	3.9
10/12/1952	0	-4.9	87	4.1
11/12/1952	1.8	0	89	5.6
12/12/1952	13.8	4.2	89	7.2
13/12/1952	16.2	4.2	88	7.3
14/12/1952	2.3	2.6	92	6.4
15/12/1952	0.8	1.7	73	5.8
16/12/1952	10.9	-0.7	75	5.5
17/12/1952	4.8	3.1	86	6.5
18/12/1952	1.2	2.2	86	6.1
19/12/1952	3.9	0.5	93	5.9
20/12/1952	22.1	6.8	82	8.1
