Date	Time	T	I	N	U
13/07/2017	21:05:00	14.87468624	0	0.000264036	0.072642666
13/07/2017	22:05:00	14.9398241	0	0.000275406	0.060628317
13/07/2017	23:05:00	14.93017769	0	0.000284071	0.048532745
14/07/2017	00:05:00	14.8315134	0	0.000288572	0.043419937
14/07/2017	01:05:00	14.70707226	0	0.000292167	0.043564962
14/07/2017	02:05:00	14.58455563	14.56268978	0.000286719	0.050722125
14/07/2017	03:05:00	14.43863392	72.02475739	0.000282695	0.074822045
14/07/2017	04:05:00	14.28394794	130.9008942	0.000279545	0.099440701
14/07/2017	05:05:00	14.16196632	192.3639679	0.000273996	0.115765374
14/07/2017	06:05:00	14.24350929	237.2331543	0.000268179	0.123302626
14/07/2017	07:05:00	14.53952694	296.8789978	0.000266102	0.126613015
14/07/2017	08:05:00	14.95223331	344.5178528	0.000268556	0.120287964
14/07/2017	09:05:00	15.39239788	360.2461243	0.000274593	0.107069636
14/07/2017	10:05:00	15.69032097	318.11026	0.000281073	0.087731873
14/07/2017	11:05:00	15.92200184	352.8063354	0.0002844	0.067716218
14/07/2017	12:05:00	16.17012596	312.1440735	0.000282341	0.062380509
14/07/2017	13:05:00	16.37437057	283.5351563	0.000275608	0.067801323
14/07/2017	14:05:00	16.52412796	230.6959534	0.000269734	0.079760383
14/07/2017	15:05:00	16.59709358	165.2238464	0.000265811	0.096373838
14/07/2017	16:05:00	16.571661	99.53627777	0.000261946	0.111174134
14/07/2017	17:05:00	16.44391823	40.37366104	0.000255489	0.114727061
14/07/2017	18:05:00	16.31251144	0.645945787	0.000248585	0.113608467
14/07/2017	19:05:00	16.20029449	0	0.000253649	0.116938631
14/07/2017	20:05:00	16.10149574	0	0.000265755	0.112774143
14/07/2017	21:05:00	16.01335335	0	0.000281755	0.100335318
14/07/2017	22:05:00	15.93774986	0	0.000299626	0.084510749
14/07/2017	23:05:00	15.85767174	0	0.000313667	0.076635078
15/07/2017	00:05:00	15.77243137	0	0.000320412	0.080522095
15/07/2017	01:05:00	15.68850994	0	0.000323454	0.083839913
15/07/2017	02:05:00	15.60962677	23.43597603	0.000314417	0.086495935
15/07/2017	03:05:00	15.53126335	79.30023956	0.000307478	0.099811386
15/07/2017	04:05:00	15.45580101	143.8752441	0.000301187	0.116458886
15/07/2017	05:05:00	15.39232159	209.5104523	0.000293111	0.125411418
15/07/2017	06:05:00	15.44657707	270.3770447	0.000284034	0.123987849
15/07/2017	07:05:00	15.62693405	321.5319214	0.000280352	0.121512704
15/07/2017	08:05:00	15.86691093	359.0880127	0.000279789	0.120720994
15/07/2017	09:05:00	16.13814545	379.98172	0.000281932	0.110611852
15/07/2017	10:05:00	16.40522575	382.0932922	0.000286531	0.089971104
15/07/2017	11:05:00	16.64438057	365.8589478	0.000288736	0.075291934
15/07/2017	12:05:00	16.87731171	331.0412598	0.000285939	0.074570772
15/07/2017	13:05:00	17.10151291	284.0969238	0.000279034	0.081855372
15/07/2017	14:05:00	17.28005791	225.5542603	0.000272545	0.091349936
15/07/2017	15:05:00	17.38109779	161.7421417	0.000267469	0.107325735
15/07/2017	16:05:00	17.37380409	79.94280243	0.000262469	0.127006282
15/07/2017	17:05:00	17.25032425	39.80059814	0.000255295	0.138545286
15/07/2017	18:05:00	17.09420776	0.196391687	0.000248177	0.141955449
15/07/2017	19:05:00	16.9051609	0	0.000252541	0.140480383
15/07/2017	20:05:00	16.71671677	0	0.000261161	0.135375648
15/07/2017	21:05:00	16.55042267	0	0.000274934	0.123802659
15/07/2017	22:05:00	16.42409706	0	0.000293482	0.10332574
15/07/2017	23:05:00	16.32167053	0	0.000312904	0.081910606
16/07/2017	00:05:00	16.22235489	0	0.000327839	0.073227619
16/07/2017	01:05:00	16.12396431	0	0.000334036	0.078937219
16/07/2017	02:05:00	16.01748466	6.752102375	0.000325266	0.092609695
16/07/2017	03:05:00	15.8970356	13.46333599	0.000315928	0.109496988
16/07/2017	04:05:00	15.75958729	14.02410412	0.000308041	0.135441155
16/07/2017	05:05:00	15.6111002	15.48969173	0.000298638	0.15479051
16/07/2017	06:05:00	15.49054527	20.45321274	0.000285959	0.16171719
16/07/2017	07:05:00	15.38940239	24.90360641	0.00027679	0.159952995
16/07/2017	08:05:00	15.34173965	44.0309639	0.000274536	0.15148713
16/07/2017	09:05:00	15.39128304	105.3091507	0.000279891	0.141028766
16/07/2017	10:05:00	15.55136395	193.4883575	0.000292926	0.120721582
16/07/2017	11:05:00	15.88173866	355.9432373	0.000306907	0.095231742
16/07/2017	12:05:00	16.19280624	327.7225342	0.000318637	0.07457695
16/07/2017	13:05:00	16.38607216	283.0778503	0.000324814	0.057652507
16/07/2017	14:05:00	16.48923302	226.9622955	0.000324285	0.033768915
16/07/2017	15:05:00	16.51357841	163.8743896	0.000318367	0.00874353
16/07/2017	16:05:00	16.43891335	98.94953918	0.000311274	0.026852244
16/07/2017	17:05:00	16.25928307	39.46281052	0.000307539	0.049947531
16/07/2017	18:05:00	16.06610107	0	0.000303963	0.041722392
16/07/2017	19:05:00	15.86617374	0	0.000311604	0.028945692
16/07/2017	20:05:00	15.68384171	0	0.000318158	0.034006292
16/07/2017	21:05:00	15.52506542	0	0.000324567	0.043465688
16/07/2017	22:05:00	15.38811016	0	0.000332161	0.059384463
16/07/2017	23:05:00	15.25951004	0	0.000340751	0.07448833
17/07/2017	00:05:00	15.1532011	0	0.000352753	0.089834445
17/07/2017	01:05:00	15.05583286	0	0.000368893	0.090565598
17/07/2017	02:05:00	14.94816875	10.19891167	0.00037128	0.080029649
17/07/2017	03:05:00	14.8361187	38.51364517	0.000369174	0.062158373
17/07/2017	04:05:00	14.72942829	85.12862396	0.000364546	0.037799474
17/07/2017	05:05:00	14.62845707	143.8164063	0.000357193	0.014406174
17/07/2017	06:05:00	14.58409214	268.464386	0.000348337	0.010962957
17/07/2017	07:05:00	14.61892796	301.1773071	0.000339173	0.026593332
17/07/2017	08:05:00	14.65297222	327.136322	0.000329732	0.040688801
17/07/2017	09:05:00	14.83676052	374.3495178	0.000321961	0.054242491
17/07/2017	10:05:00	15.09356117	256.7123413	0.00031776	0.067787123
17/07/2017	11:05:00	15.40452003	363.1868591	0.000317977	0.067763654
17/07/2017	12:05:00	15.73237801	331.5144653	0.000323659	0.061180649
17/07/2017	13:05:00	15.95527554	284.8575439	0.000328716	0.04917696
17/07/2017	14:05:00	16.06982994	226.9495239	0.000326088	0.024719079
17/07/2017	15:05:00	16.0872097	162.567688	0.000315767	0.008985815
17/07/2017	16:05:00	16.01691628	97.23092651	0.000306539	0.018064994
17/07/2017	17:05:00	15.86513424	37.78145218	0.000299646	0.046734401
17/07/2017	18:05:00	15.7082901	0	0.000294718	0.072272773
17/07/2017	19:05:00	15.52293682	0	0.000300733	0.072794061
17/07/2017	20:05:00	15.31521893	0	0.000303673	0.06673161
17/07/2017	21:05:00	15.21210003	0	0.000310698	0.066116611
17/07/2017	22:05:00	15.20221519	0	0.000322672	0.070003021
17/07/2017	23:05:00	15.19568443	0	0.000336784	0.059349956
18/07/2017	00:05:00	15.21717548	0	0.000354791	0.047713707
18/07/2017	01:05:00	15.21304226	0	0.000373706	0.032345358
18/07/2017	02:05:00	15.12582779	8.676781654	0.000371186	0.021106399
18/07/2017	03:05:00	14.98927689	29.55651093	0.000360768	0.031273106
18/07/2017	04:05:00	14.87572575	68.82823181	0.000353371	0.040422912
18/07/2017	05:05:00	14.77897453	196.2863159	0.000349159	0.051455901
18/07/2017	06:05:00	14.78015518	266.3286743	0.000345349	0.063314909
18/07/2017	07:05:00	14.85238552	250.2773285	0.000341148	0.081519998
18/07/2017	08:05:00	14.99220657	355.1705322	0.000332598	0.092702496
18/07/2017	09:05:00	15.22250462	376.710144	0.000316934	0.100615904
18/07/2017	10:05:00	15.56379318	379.8291321	0.000306295	0.10859027
18/07/2017	11:05:00	15.94855499	364.5310669	0.000304025	0.102870322
18/07/2017	12:05:00	16.28329468	333.0368042	0.000308577	0.092005472
18/07/2017	13:05:00	16.50547981	285.9935303	0.00031478	0.07598967
18/07/2017	14:05:00	16.62772179	227.852356	0.000316833	0.052092679
18/07/2017	15:05:00	16.67661858	163.1177673	0.000313672	0.030111224
18/07/2017	16:05:00	16.66610336	97.16859436	0.000305649	0.022603974
18/07/2017	17:05:00	16.57951546	37.19000244	0.00030191	0.04589577
18/07/2017	18:05:00	16.49786186	0	0.000299584	0.071632636
18/07/2017	19:05:00	16.40876579	0	0.000310153	0.098176765
18/07/2017	20:05:00	16.29205704	0	0.000316452	0.102720008
18/07/2017	21:05:00	16.15202904	0	0.000315527	0.110690106
18/07/2017	22:05:00	16.04674721	0	0.000318172	0.128394585
18/07/2017	23:05:00	15.96901131	0	0.000328777	0.12863302
19/07/2017	00:05:00	15.93988705	0	0.000350476	0.110924244
19/07/2017	01:05:00	15.93758774	0	0.00037982	0.089157035
19/07/2017	02:05:00	15.91235161	18.62705803	0.000389649	0.063690603
19/07/2017	03:05:00	15.86231327	73.38279724	0.000388285	0.046008409
19/07/2017	04:05:00	15.77730751	139.1565552	0.00037709	0.044417116
19/07/2017	05:05:00	15.68613815	207.1784821	0.000371106	0.058769173
19/07/2017	06:05:00	15.68339825	268.8198547	0.000364756	0.080587147
19/07/2017	07:05:00	15.77092361	320.4155884	0.000358048	0.114245499
19/07/2017	08:05:00	15.94388008	358.5318604	0.000347013	0.129120646
19/07/2017	09:05:00	16.18349457	380.9219971	0.000327603	0.132077076
19/07/2017	10:05:00	16.47949791	384.7816772	0.00031519	0.140514871
19/07/2017	11:05:00	16.76369858	370.018219	0.000314885	0.142139877
19/07/2017	12:05:00	16.98915482	336.9207153	0.000322235	0.133119079
19/07/2017	13:05:00	17.13120651	289.4580078	0.000333121	0.11986281
19/07/2017	14:05:00	17.18787956	230.7237854	0.000341087	0.098264294
19/07/2017	15:05:00	17.16833305	164.6651459	0.000344604	0.077870713
19/07/2017	16:05:00	17.08806229	97.38486481	0.000342086	0.071802887
19/07/2017	17:05:00	16.97010612	36.15128326	0.000331588	0.078555427
19/07/2017	18:05:00	16.8752861	0	0.000318635	0.100782329
19/07/2017	19:05:00	16.78165436	0	0.000318671	0.129360589
19/07/2017	20:05:00	16.66230965	0	0.000317345	0.152193397
19/07/2017	21:05:00	16.50855637	0	0.000313051	0.152452353
19/07/2017	22:05:00	16.34207153	0	0.000311943	0.15077299
19/07/2017	23:05:00	16.17832947	0	0.000318702	0.145124478
20/07/2017	00:05:00	16.04831505	0	0.000335174	0.132328889
20/07/2017	01:05:00	15.97732258	0	0.000362342	0.111985734
20/07/2017	02:05:00	15.92725658	16.81087685	0.000378043	0.090471789
20/07/2017	03:05:00	15.86013412	68.95678711	0.000386338	0.073575509
20/07/2017	04:05:00	15.76499462	129.085907	0.000385038	0.066714483
20/07/2017	05:05:00	15.65738773	190.2158203	0.000375211	0.06472086
20/07/2017	06:05:00	15.63001442	256.6009216	0.000361439	0.069123098
20/07/2017	07:05:00	15.68705654	306.3274536	0.000349147	0.095945107
20/07/2017	08:05:00	15.82067108	329.8508911	0.000339793	0.126610295
20/07/2017	09:05:00	16.02636147	363.5619812	0.000328812	0.137462176
20/07/2017	10:05:00	16.2915287	363.9919128	0.000311797	0.137643661
20/07/2017	11:05:00	16.54911041	349.7424927	0.000298264	0.144305732
20/07/2017	12:05:00	16.79955864	304.408844	0.00029289	0.137890751
20/07/2017	13:05:00	17.00824547	257.4894104	0.000294522	0.129726913
20/07/2017	14:05:00	17.11919975	162.3661652	0.000301513	0.112528906
20/07/2017	15:05:00	17.11228561	112.8617783	0.000309636	0.094142224
20/07/2017	16:05:00	17.01256943	36.13260651	0.000315335	0.076970559
20/07/2017	17:05:00	16.89660454	12.28703785	0.00031498	0.067826466
20/07/2017	18:05:00	16.80546951	0	0.000309892	0.071507031
20/07/2017	19:05:00	16.72296143	0	0.000312885	0.078691591
20/07/2017	20:05:00	16.63746643	0	0.000313922	0.09938948
20/07/2017	21:05:00	16.5435276	0	0.000315226	0.133956516
20/07/2017	22:05:00	16.44421387	0	0.00031579	0.149185422
20/07/2017	23:05:00	16.35038567	0	0.000313415	0.141439709
21/07/2017	00:05:00	16.31368446	0	0.00031765	0.126217055
21/07/2017	01:05:00	16.33560753	0	0.000335002	0.112508584
21/07/2017	02:05:00	16.34477997	9.421168327	0.000350183	0.099214658
21/07/2017	03:05:00	16.34360313	11.29402065	0.000367451	0.083378192
21/07/2017	04:05:00	16.32864189	34.37780762	0.000381444	0.066499777
21/07/2017	05:05:00	16.29581261	61.87408829	0.000383884	0.045601448
21/07/2017	06:05:00	16.28946495	93.0192337	0.000374416	0.03673441
21/07/2017	07:05:00	16.31362152	144.9056091	0.000361256	0.049639742
21/07/2017	08:05:00	16.44219017	327.9180298	0.000351818	0.066877577
21/07/2017	09:05:00	16.60004807	79.97860718	0.000342787	0.089493729
21/07/2017	10:05:00	16.76482391	336.809082	0.000331608	0.110774013
21/07/2017	11:05:00	17.06040192	356.7779541	0.000316018	0.115051473
21/07/2017	12:05:00	17.35427475	326.2091064	0.000301485	0.117796973
21/07/2017	13:05:00	17.5552578	280.0790405	0.000295858	0.125044871
21/07/2017	14:05:00	17.66228485	222.1132813	0.000295322	0.118603981
21/07/2017	15:05:00	17.66088486	157.4550018	0.000301463	0.107374283
21/07/2017	16:05:00	17.55688095	92.11631775	0.000310209	0.092030236
21/07/2017	17:05:00	17.39445686	32.31970596	0.000314946	0.072800913
21/07/2017	18:05:00	17.27836418	0	0.00031463	0.068369271
21/07/2017	19:05:00	17.20094109	0	0.000320032	0.072616409
21/07/2017	20:05:00	17.14573669	0	0.000320277	0.086072346
21/07/2017	21:05:00	17.08901215	0	0.0003203	0.111288299
21/07/2017	22:05:00	17.02561378	0	0.000320047	0.132345246
21/07/2017	23:05:00	16.9429512	0	0.000319098	0.137251127
22/07/2017	00:05:00	16.83883476	0	0.000320248	0.131392444
22/07/2017	01:05:00	16.70288658	0	0.00033075	0.124233057
22/07/2017	02:05:00	16.58104515	9.203784943	0.000339598	0.115262149
22/07/2017	03:05:00	16.51693344	31.12845039	0.000353044	0.106515933
22/07/2017	04:05:00	16.47049522	67.55709076	0.000371986	0.088190239
22/07/2017	05:05:00	16.41840363	135.6921387	0.00038896	0.069909523
22/07/2017	06:05:00	16.41663742	230.6097412	0.0003935	0.049065182
22/07/2017	07:05:00	16.50101852	283.5222473	0.000383517	0.042495693
22/07/2017	08:05:00	16.65374374	231.9237061	0.000366024	0.059863778
22/07/2017	09:05:00	16.86526108	364.5990601	0.000351107	0.083981048
22/07/2017	10:05:00	17.11910057	365.5640869	0.000336964	0.113255567
22/07/2017	11:05:00	17.3890934	304.6772766	0.000320997	0.128442541
22/07/2017	12:05:00	17.63989258	312.0886536	0.000303925	0.132706902
22/07/2017	13:05:00	17.81821823	278.8953247	0.000293569	0.129186681
22/07/2017	14:05:00	17.86784172	216.8529358	0.000292894	0.125010979
22/07/2017	15:05:00	17.82032204	130.3518677	0.000296718	0.121968833
22/07/2017	16:05:00	17.67757034	71.26809692	0.000305797	0.111710684
22/07/2017	17:05:00	17.4717598	28.12119293	0.00031867	0.095345625
22/07/2017	18:05:00	17.29707718	0	0.000329976	0.073191382
22/07/2017	19:05:00	17.14981842	0	0.000345683	0.058842274
22/07/2017	20:05:00	17.01998901	0	0.000350941	0.06286131
22/07/2017	21:05:00	16.89130974	0	0.000350534	0.078098684
22/07/2017	22:05:00	16.75242233	0	0.000349974	0.097649985
22/07/2017	23:05:00	16.60466194	0	0.000348832	0.12297052
23/07/2017	00:05:00	16.44585419	0	0.000345749	0.133843524
23/07/2017	01:05:00	16.28641129	0	0.000342402	0.128592176
23/07/2017	02:05:00	16.19363403	12.97339439	0.000337945	0.127058236
23/07/2017	03:05:00	16.13664627	32.09714508	0.000339382	0.125220391
23/07/2017	04:05:00	16.08411026	85.94184113	0.000344057	0.119261618
23/07/2017	05:05:00	16.07987022	67.57013702	0.000353674	0.102983372
23/07/2017	06:05:00	16.17603683	221.2121887	0.000367427	0.079671668
23/07/2017	07:05:00	16.31277084	253.9103394	0.000373527	0.059091658
23/07/2017	08:05:00	16.45818901	284.6791992	0.000364274	0.056290717
23/07/2017	09:05:00	16.62604904	330.4873352	0.000346505	0.083432383
23/07/2017	10:05:00	16.80429268	359.8581848	0.000330012	0.107412814
23/07/2017	11:05:00	17.02227974	320.9585571	0.000313754	0.124839449
23/07/2017	12:05:00	17.18747711	21.13432503	0.000297642	0.12914044
23/07/2017	13:05:00	17.23960876	24.7767868	0.000282657	0.124589184
23/07/2017	14:05:00	17.39630127	61.39024734	0.000276256	0.120789863
23/07/2017	15:05:00	17.48891068	74.19377899	0.000276316	0.117563224
23/07/2017	16:05:00	17.4622345	55.35890198	0.000278041	0.109543865
23/07/2017	17:05:00	17.34373856	20.39204407	0.000282784	0.098202472
23/07/2017	18:05:00	17.24498749	0	0.000292727	0.088796847
23/07/2017	19:05:00	17.1590023	0	0.000315148	0.074053546
23/07/2017	20:05:00	17.07681847	0	0.000330869	0.060654676
23/07/2017	21:05:00	16.98986626	0	0.000333414	0.056664542
23/07/2017	22:05:00	16.89001846	0	0.000331143	0.069939019
23/07/2017	23:05:00	16.79089737	0	0.000328971	0.078836518
24/07/2017	00:05:00	16.68805122	0	0.000326786	0.099220935
24/07/2017	01:05:00	16.59049988	0	0.000327328	0.10586592
24/07/2017	02:05:00	16.51897621	13.38376045	0.000318313	0.107391803
24/07/2017	03:05:00	16.49265289	66.94623566	0.000315493	0.10518313
24/07/2017	04:05:00	16.49175262	129.9955902	0.000316302	0.102601754
24/07/2017	05:05:00	16.54249573	193.899353	0.000325709	0.099918941
24/07/2017	06:05:00	16.71747208	253.9621277	0.000345564	0.101832075
24/07/2017	07:05:00	16.92825699	304.3057861	0.000362214	0.095031164
24/07/2017	08:05:00	17.14902878	340.3595581	0.00036375	0.07706066
24/07/2017	09:05:00	17.38713837	335.4666748	0.000351336	0.057389181
24/07/2017	10:05:00	17.64323044	366.8570557	0.000331753	0.045103197
24/07/2017	11:05:00	17.90328407	338.7937317	0.000309317	0.042354742
24/07/2017	12:05:00	18.13648415	271.5739746	0.000290218	0.04885248
24/07/2017	13:05:00	18.31699371	204.3179779	0.0002755	0.059096878
24/07/2017	14:05:00	18.3550415	147.8916626	0.000268182	0.076621378
24/07/2017	15:05:00	18.24555969	90.00643158	0.000271669	0.098035487
24/07/2017	16:05:00	18.12073708	46.38183594	0.000275327	0.108633387
24/07/2017	17:05:00	17.97126389	20.90852547	0.000273767	0.112128074
24/07/2017	18:05:00	17.83284378	0	0.0002756	0.11141024
24/07/2017	19:05:00	17.71261597	0	0.000299945	0.105092206
24/07/2017	20:05:00	17.60645294	0	0.00032657	0.091136051
24/07/2017	21:05:00	17.50496864	0	0.000344895	0.078434494
24/07/2017	22:05:00	17.40912819	0	0.000351225	0.068670474
24/07/2017	23:05:00	17.30124092	0	0.000350533	0.062621102
25/07/2017	00:05:00	17.16082573	0	0.000344636	0.064669213
25/07/2017	01:05:00	16.99582481	0	0.000339706	0.071720778
25/07/2017	02:05:00	16.82359314	10.25940895	0.000326934	0.084237754
25/07/2017	03:05:00	16.70468712	50.94906235	0.000332797	0.094418437
25/07/2017	04:05:00	16.6422596	102.0521545	0.000350095	0.102269605
25/07/2017	05:05:00	16.61544037	155.9897766	0.000366914	0.102054032
25/07/2017	06:05:00	16.68579483	231.5521088	0.000381832	0.100764007
25/07/2017	07:05:00	16.84900665	282.3995667	0.000393733	0.097448465
25/07/2017	08:05:00	16.97170639	286.8841248	0.000390866	0.078955946
25/07/2017	09:05:00	17.06264877	307.8430176	0.000372281	0.046392153
25/07/2017	10:05:00	17.17891884	243.8202362	0.00034625	0.028110737
25/07/2017	11:05:00	17.23584175	197.7779236	0.000322532	0.032760599
25/07/2017	12:05:00	17.22877693	136.9930267	0.00030293	0.054442905
25/07/2017	13:05:00	17.20065308	120.5948563	0.000288205	0.089705953
25/07/2017	14:05:00	17.17571449	103.6334839	0.000276782	0.115339759
25/07/2017	15:05:00	17.16144753	79.56311035	0.000268443	0.124927115
25/07/2017	16:05:00	17.18317795	35.38944626	0.00026545	0.127393482
25/07/2017	17:05:00	17.19922066	16.26359558	0.000264972	0.128169636
25/07/2017	18:05:00	17.1986351	0	0.00026593	0.122908541
25/07/2017	19:05:00	17.19120407	0	0.000286524	0.120023659
25/07/2017	20:05:00	17.18323517	0	0.000314719	0.11264498
25/07/2017	21:05:00	17.15437126	0	0.000341423	0.101222029
25/07/2017	22:05:00	17.08733749	0	0.000356472	0.095769855
25/07/2017	23:05:00	16.99267578	0	0.00036054	0.095772015
26/07/2017	00:05:00	16.88955307	0	0.000361792	0.095497645
26/07/2017	01:05:00	16.77471542	0	0.000362372	0.099036223
26/07/2017	02:05:00	16.62748718	10.17712116	0.000345002	0.103826439
26/07/2017	03:05:00	16.4828186	61.04513168	0.000331725	0.106840952
26/07/2017	04:05:00	16.38353157	122.2503586	0.000324814	0.109149513
26/07/2017	05:05:00	16.38752556	185.1786346	0.000327467	0.112178864
26/07/2017	06:05:00	16.55420113	246.2112579	0.000333459	0.114863191
26/07/2017	07:05:00	16.82504463	298.6043091	0.000341365	0.111333576
26/07/2017	08:05:00	17.14168549	336.3128357	0.000350971	0.106221722
26/07/2017	09:05:00	17.44215775	357.3085632	0.000354023	0.090595136
26/07/2017	10:05:00	17.71679688	360.5085754	0.000344527	0.075257997
26/07/2017	11:05:00	17.9782505	345.6217651	0.000328651	0.068504766
26/07/2017	12:05:00	18.22039795	314.0638428	0.000311096	0.064201186
26/07/2017	13:05:00	18.428545	268.1333923	0.00029216	0.067721764
26/07/2017	14:05:00	18.56961441	211.1851654	0.000273992	0.079341032
26/07/2017	15:05:00	18.60969543	147.7097473	0.000260082	0.087903305
26/07/2017	16:05:00	18.52449036	83.44519806	0.000257792	0.100147657
26/07/2017	17:05:00	18.33996773	25.87686539	0.000265726	0.111547417
26/07/2017	18:05:00	18.18545532	0	0.000276775	0.108632067
26/07/2017	19:05:00	18.053936	0	0.000310396	0.107910571
26/07/2017	20:05:00	17.94514656	0	0.000352711	0.106631459
26/07/2017	21:05:00	17.85042191	0	0.000384822	0.08934174
26/07/2017	22:05:00	17.76343536	0	0.000401299	0.067456376
26/07/2017	23:05:00	17.67504692	0	0.000403787	0.046088485
27/07/2017	00:05:00	17.57807159	0	0.00039991	0.036515711
27/07/2017	01:05:00	17.47043228	0	0.000397317	0.02909719
27/07/2017	02:05:00	17.3493309	8.076554298	0.000377502	0.032606628
27/07/2017	03:05:00	17.21965027	41.48926163	0.000358824	0.053788005
27/07/2017	04:05:00	17.06394196	81.44946289	0.000342018	0.073827664
27/07/2017	05:05:00	17.00506973	33.44605255	0.000342008	0.09417246
27/07/2017	06:05:00	17.02623367	35.88383102	0.000343974	0.101630073
27/07/2017	07:05:00	17.10017395	38.51748657	0.000347678	0.10438016
27/07/2017	08:05:00	17.23278236	133.1395264	0.000355025	0.102504923
27/07/2017	09:05:00	17.37104797	217.9867096	0.00036196	0.088753383
27/07/2017	10:05:00	17.45452499	234.120575	0.000358471	0.065712569
27/07/2017	11:05:00	17.50728416	227.0210876	0.000341628	0.037454877
27/07/2017	12:05:00	17.5598011	186.3071594	0.000320454	0.030294359
27/07/2017	13:05:00	17.64028549	167.1846771	0.000304207	0.03961341
27/07/2017	14:05:00	17.69428253	149.6078491	0.000290208	0.056731649
27/07/2017	15:05:00	17.66961288	116.7183838	0.000278618	0.068829723
27/07/2017	16:05:00	17.60635567	68.72638702	0.000267339	0.077978639
27/07/2017	17:05:00	17.50746346	25.32798958	0.000261804	0.096304037
27/07/2017	18:05:00	17.46221542	0	0.000262932	0.107783203
27/07/2017	19:05:00	17.45052338	0	0.000284633	0.108786965
27/07/2017	20:05:00	17.45290565	0	0.000317492	0.100485726
27/07/2017	21:05:00	17.43574905	0	0.000357285	0.082158038
27/07/2017	22:05:00	17.3783989	0	0.000384645	0.049330089
27/07/2017	23:05:00	17.28510475	0	0.000392055	0.015487267
28/07/2017	00:05:00	17.1795845	0	0.000394394	0.008179928
28/07/2017	01:05:00	17.07446289	0	0.000396749	0.018701929
28/07/2017	02:05:00	16.96954155	8.760844231	0.000380232	0.046372035
28/07/2017	03:05:00	16.85218048	60.23984146	0.000360005	0.072185739
28/07/2017	04:05:00	16.70611	124.2216797	0.000338244	0.09088301
28/07/2017	05:05:00	16.5886364	188.6662292	0.000324191	0.109989866
28/07/2017	06:05:00	16.70054817	248.3332214	0.000333635	0.129281088
28/07/2017	07:05:00	16.89995956	282.1768494	0.000353258	0.134103691
28/07/2017	08:05:00	17.14263344	338.0926514	0.000375196	0.122288066
28/07/2017	09:05:00	17.44592476	359.4762268	0.000412344	0.121302971
28/07/2017	10:05:00	17.69667625	345.4819336	0.0004378	0.09903442
28/07/2017	11:05:00	17.89172554	344.668335	0.000438495	0.0741302
28/07/2017	12:05:00	18.05208206	314.5553284	0.000418806	0.057058521
28/07/2017	13:05:00	18.17698669	268.1546631	0.000388211	0.036351258
28/07/2017	14:05:00	18.2472477	210.4850922	0.000357262	0.036586062
28/07/2017	15:05:00	18.22798538	144.7272491	0.000332901	0.050862546
28/07/2017	16:05:00	18.09364891	66.18058777	0.000315303	0.066727258
28/07/2017	17:05:00	17.87130928	13.96187592	0.000297714	0.068544957
28/07/2017	18:05:00	17.69525337	0	0.000299524	0.086909358
28/07/2017	19:05:00	17.56533623	0	0.000326564	0.100711505
28/07/2017	20:05:00	17.44482613	0	0.000355015	0.103948423
28/07/2017	21:05:00	17.35580254	0	0.000383899	0.098994212
28/07/2017	22:05:00	17.32935333	0	0.0004173	0.084735212
28/07/2017	23:05:00	17.29046059	0	0.000445098	0.063695279
29/07/2017	00:05:00	17.19664764	0	0.000456985	0.033705419
29/07/2017	01:05:00	17.06947136	0	0.000459675	0.01979667
29/07/2017	02:05:00	16.9403286	3.255379438	0.000448788	0.018928286
29/07/2017	03:05:00	16.78236961	13.29846096	0.000420804	0.031122476
29/07/2017	04:05:00	16.60274887	31.1657505	0.000398052	0.068814601
29/07/2017	05:05:00	16.38479996	49.71579361	0.000373269	0.098515711
29/07/2017	06:05:00	16.17508316	112.9701004	0.000348019	0.115384085
29/07/2017	07:05:00	16.06098175	155.0747833	0.00032912	0.122485463
29/07/2017	08:05:00	16.23332405	331.6474304	0.000323013	0.128331304
29/07/2017	09:05:00	16.58458328	354.125946	0.000327685	0.121347484
29/07/2017	10:05:00	17.04581642	357.7080994	0.000348373	0.115798869
29/07/2017	11:05:00	17.36622429	229.8800354	0.000370731	0.102436047
29/07/2017	12:05:00	17.44273758	241.1280975	0.000372078	0.080067006
29/07/2017	13:05:00	17.52734184	266.7572327	0.00035363	0.083606197
29/07/2017	14:05:00	17.57187462	209.3609314	0.000334041	0.07167695
29/07/2017	15:05:00	17.53869057	145.151413	0.000317765	0.06108432
29/07/2017	16:05:00	17.41708183	80.31001282	0.000304055	0.063291618
29/07/2017	17:05:00	17.20570755	22.68324471	0.000291362	0.07825883
29/07/2017	18:05:00	17.0643425	0	0.000285446	0.073177468
29/07/2017	19:05:00	17.00328255	0	0.000299467	0.068618045
29/07/2017	20:05:00	16.95456123	0	0.000313989	0.068464354
29/07/2017	21:05:00	16.93837547	0	0.000329182	0.070356239
29/07/2017	22:05:00	16.98056984	0	0.00034836	0.060670667
29/07/2017	23:05:00	17.0318985	0	0.000373619	0.040491871
30/07/2017	00:05:00	17.00753784	0	0.000393853	0.021781657
30/07/2017	01:05:00	16.93690491	0	0.000405456	0.009759102
30/07/2017	02:05:00	16.84073448	2.230419159	0.000402525	0.00949041
30/07/2017	03:05:00	16.75274086	6.65607357	0.000389878	0.017281619
30/07/2017	04:05:00	16.66795158	17.33421135	0.000377532	0.032412742
